	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000024.1_1	QGNH01000024.1	QGNH01000024.1	1	3	1343	-1	C	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10]	YP_214422.1	YP_214422.1 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Prochlorococcus phage P-SSM2]	False	0.485	202.0	3.1199999999999996e-54								AICARFT/IMPCHase bienzyme [PF01808.21]; MGS-like domain [PF02142.25]; Phosphoribosylglycinamide synthetase, N domain [PF02844.18]					VOG15748	sp|Q3ATZ1|PUR9_CHLCH Bifunctional purine biosynthesis protein PurH; Xh	Xh	0	False	MKF
QGNH01000024.1_2	QGNH01000024.1	QGNH01000024.1	2	1859	2107	-1	E																								0	False	F
QGNH01000024.1_3	QGNH01000024.1	QGNH01000024.1	3	2104	2616	-1	E																								0	False	F
QGNH01000024.1_4	QGNH01000024.1	QGNH01000024.1	4	3023	3730	-1	E																								0	False	F
QGNH01000024.1_5	QGNH01000024.1	QGNH01000024.1	5	3733	4032	-1	E																								0	False	F
QGNH01000024.1_6	QGNH01000024.1	QGNH01000024.1	6	4029	4355	-1	E																								0	False	F
QGNH01000024.1_7	QGNH01000024.1	QGNH01000024.1	7	4558	5151	-1	E																								0	False	F
QGNH01000024.1_8	QGNH01000024.1	QGNH01000024.1	8	5148	5612	-1	E																								0	False	
QGNH01000024.1_9	QGNH01000024.1	QGNH01000024.1	9	5609	5965	-1	E																								0	False	
QGNH01000024.1_10	QGNH01000024.1	QGNH01000024.1	10	6394	6612	-1	E																								0	False	
QGNH01000024.1_11	QGNH01000024.1	QGNH01000024.1	11	6833	7105	-1	E																								0	False	
QGNH01000024.1_12	QGNH01000024.1	QGNH01000024.1	12	7102	7329	-1	E																								0	False	
QGNH01000024.1_13	QGNH01000024.1	QGNH01000024.1	13	7451	7582	-1	E																								0	False	
QGNH01000024.1_14	QGNH01000024.1	QGNH01000024.1	14	7582	7707	-1	E																								0	False	
QGNH01000024.1_15	QGNH01000024.1	QGNH01000024.1	15	7707	7931	-1	E																								0	False	
QGNH01000024.1_16	QGNH01000024.1	QGNH01000024.1	16	7928	8287	-1	E																								0	False	
QGNH01000024.1_17	QGNH01000024.1	QGNH01000024.1	17	8287	8754	-1	E																								0	False	
QGNH01000024.1_18	QGNH01000024.1	QGNH01000024.1	18	8751	9761	-1	D																AAA domain [PF13401.9]; Bacterial TniB protein [PF05621.14]; AAA domain (dynein-related subfamily) [PF07728.17]					VOG02271	sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B; XhXr	Xh;Xr	0	False	V
QGNH01000024.1_19	QGNH01000024.1	QGNH01000024.1	19	9758	11608	-1	C	K07497	putative transposase	YP_009276812.1	YP_009276812.1 transposase [Bacillus phage BalMu-1]	False	0.22	110.0	2.084e-23								Bacteriophage Mu transposase [PF02914.18]					VOG00376	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629; Xr	Xr	0	False	V
QGNH01000024.1_20	QGNH01000024.1	QGNH01000024.1	20	11605	11841	-1	E																								0	False	
QGNH01000024.1_21	QGNH01000024.1	QGNH01000024.1	21	11838	12290	-1	E																								0	False	
QGNH01000024.1_22	QGNH01000024.1	QGNH01000024.1	22	12287	12517	-1	E																								0	False	
QGNH01000024.1_23	QGNH01000024.1	QGNH01000024.1	23	12502	13389	-1	D																PAP2 superfamily [PF14378.9]								0	False	
QGNH01000024.1_24	QGNH01000024.1	QGNH01000024.1	24	13371	13838	-1	E																								0	False	
QGNH01000024.1_25	QGNH01000024.1	QGNH01000024.1	25	14117	14617	1	D																Helix-turn-helix [PF01381.25]								0	False	
QGNH01000024.1_26	QGNH01000024.1	QGNH01000024.1	26	14617	14853	1	E																								0	False	
QGNH01000024.1_27	QGNH01000024.1	QGNH01000024.1	27	14870	15106	1	E																								0	False	
QGNH01000024.1_28	QGNH01000024.1	QGNH01000024.1	28	15356	15799	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010078178.1	YP_010078178.1 endolysin [Ralstonia phage Raharianne]	False	0.43	111.0	1.349e-27								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01000024.1_29	QGNH01000024.1	QGNH01000024.1	29	15796	16455	1	E																								0	False	
QGNH01000024.1_30	QGNH01000024.1	QGNH01000024.1	30	16449	16754	1	E																								0	False	
QGNH01000024.1_31	QGNH01000024.1	QGNH01000024.1	31	16768	16977	1	E																								0	False	
QGNH01000024.1_32	QGNH01000024.1	QGNH01000024.1	32	17113	18015	1	E																								0	False	
QGNH01000024.1_33	QGNH01000024.1	QGNH01000024.1	33	18180	18710	1	E																								0	False	
QGNH01000024.1_34	QGNH01000024.1	QGNH01000024.1	34	18700	19020	1	E																								0	False	
QGNH01000024.1_35	QGNH01000024.1	QGNH01000024.1	35	19225	19941	1	E																								0	False	
QGNH01000024.1_36	QGNH01000024.1	QGNH01000024.1	36	19928	21259	1	E			YP_009285918.1	YP_009285918.1 terminase large subunit [Rhodovulum phage vB_RhkS_P1]	False	0.334	231.0	3.666e-64													VOG00068	sp|P25479|VPP_BPP2 Terminase, ATPase subunit; XhXr	Xh;Xr	0	False	V
QGNH01000024.1_37	QGNH01000024.1	QGNH01000024.1	37	21262	22731	1	D			YP_004934679.1	YP_004934679.1 portal protein [Rhodobacter phage RcapMu]	False	0.245	102.0	2.783e-21								Protein of unknown function (DUF935) [PF06074.15]					VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
QGNH01000024.1_38	QGNH01000024.1	QGNH01000024.1	38	22941	23771	1	D			YP_009797326.1	YP_009797326.1 minor head protein and DNA pilot [Faecalibacterium phage FP_Mushu]	False	0.438	124.0	3.9320000000000005e-30								Phage Mu protein F like protein [PF04233.17]					VOG10177	sp|P44226|VPF_HAEIN Mu-like prophage FluMu F protein; Xu	Xu	0	False	
QGNH01000024.1_39	QGNH01000024.1	QGNH01000024.1	39	23967	25331	1	D			YP_001111207.1	YP_001111207.1 head maturation protease [Burkholderia phage phiE255]	False	0.254	108.0	4.811e-23								Mu-like prophage I protein [PF10123.12]					VOG01958	sp|Q01267|PRO_BPMU Protease I; XhXs	Xs;Xh	0	False	V
QGNH01000024.1_40	QGNH01000024.1	QGNH01000024.1	40	25445	26515	1	E																								0	False	
QGNH01000024.1_41	QGNH01000024.1	QGNH01000024.1	41	26599	27675	1	E			YP_004934685.1	YP_004934685.1 major head protein [Rhodobacter phage RcapMu]	False	0.196	68.0	8.418e-11													VOG10432	sp|Q6QIB5|CAPSD_BPBMU Major capsid protein; XhXs	Xs;Xh	0	False	V
QGNH01000024.1_42	QGNH01000024.1	QGNH01000024.1	42	27772	27912	1	E																								0	False	
QGNH01000024.1_43	QGNH01000024.1	QGNH01000024.1	43	27999	28154	1	E																								0	False	
QGNH01000024.1_44	QGNH01000024.1	QGNH01000024.1	44	28192	28632	1	D																Bacteriophage Mu, Gp36 [PF07030.15]					VOG01664	sp|Q9T1V9|GPJ_BPMU Gene product J; Xh	Xh	0	False	
QGNH01000024.1_45	QGNH01000024.1	QGNH01000024.1	45	28635	29288	1	D																Phage virion morphogenesis family [PF05069.16]					VOG00556	sp|P36934|VPS_BPP2 Tail completion protein S; Xu	Xu	0	False	
