	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN03319635_LCDA01000001.1_1	SAMN03319635	LCDA01000001.1	1	1	873	-1	C	K06400	site-specific DNA recombinase								Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]					0
SAMN03319635_LCDA01000001.1_2	SAMN03319635	LCDA01000001.1	2	1155	3338	1	D										AAA domain [PF13166.9]					0
SAMN03319635_LCDA01000001.1_3	SAMN03319635	LCDA01000001.1	3	3406	4290	1	D										Peptidase family M28 [PF04389.20]					0
SAMN03319635_LCDA01000001.1_4	SAMN03319635	LCDA01000001.1	4	4296	4970	-1	E															0
SAMN03319635_LCDA01000001.1_5	SAMN03319635	LCDA01000001.1	5	5041	5706	-1	C	K01174	micrococcal nuclease [EC:3.1.31.1]								Staphylococcal nuclease homologue [PF00565.20]					0
SAMN03319635_LCDA01000001.1_6	SAMN03319635	LCDA01000001.1	6	5748	6095	-1	E															0
SAMN03319635_LCDA01000001.1_7	SAMN03319635	LCDA01000001.1	7	6082	6468	-1	E															0
SAMN03319635_LCDA01000001.1_8	SAMN03319635	LCDA01000001.1	8	6465	7091	-1	D										Isochorismatase family [PF00857.23]					0
SAMN03319635_LCDA01000001.1_9	SAMN03319635	LCDA01000001.1	9	7210	7818	1	D										Peptidase family M48 [PF01435.21]					0
SAMN03319635_LCDA01000001.1_10	SAMN03319635	LCDA01000001.1	10	7991	8374	-1	D										Staphylococcal nuclease homologue [PF00565.20]					0
SAMN03319635_LCDA01000001.1_11	SAMN03319635	LCDA01000001.1	11	8511	9320	1	E															0
SAMN03319635_LCDA01000001.1_12	SAMN03319635	LCDA01000001.1	12	9317	10945	1	D										ABC transporter [PF00005.30]; RecF/RecN/SMC N terminal domain [PF02463.22]					0
SAMN03319635_LCDA01000001.1_13	SAMN03319635	LCDA01000001.1	13	10948	11760	1	D										Nucleotidyl transferase [PF00483.26]; MobA-like NTP transferase domain [PF12804.10]; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.22]					0
SAMN03319635_LCDA01000001.1_14	SAMN03319635	LCDA01000001.1	14	11757	12923	1	E															0
SAMN03319635_LCDA01000001.1_15	SAMN03319635	LCDA01000001.1	15	12920	13780	1	D										Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]; Glycosyltransferase like family 2 [PF10111.12]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
SAMN03319635_LCDA01000001.1_16	SAMN03319635	LCDA01000001.1	16	13805	14680	1	E															0
SAMN03319635_LCDA01000001.1_17	SAMN03319635	LCDA01000001.1	17	14677	15471	1	C	K00615	transketolase [EC:2.2.1.1]								Transketolase, thiamine diphosphate binding domain [PF00456.24]; 1-deoxy-D-xylulose-5-phosphate synthase [PF13292.9]					0
SAMN03319635_LCDA01000001.1_18	SAMN03319635	LCDA01000001.1	18	15456	16418	1	D										Transketolase, pyrimidine binding domain [PF02779.27]; Transketolase, C-terminal domain [PF02780.23]					0
SAMN03319635_LCDA01000001.1_19	SAMN03319635	LCDA01000001.1	19	16583	17233	1	E															0
SAMN03319635_LCDA01000001.1_20	SAMN03319635	LCDA01000001.1	20	17384	18019	1	D										Domain of unknown function (DUF305) [PF03713.16]					0
SAMN03319635_LCDA01000001.1_21	SAMN03319635	LCDA01000001.1	21	18046	18729	-1	D										ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13649.9]					0
SAMN03319635_LCDA01000001.1_22	SAMN03319635	LCDA01000001.1	22	18782	19003	1	E															0
SAMN03319635_LCDA01000001.1_23	SAMN03319635	LCDA01000001.1	23	19015	20160	-1	C	K21430	aldose sugar dehydrogenase [EC:1.1.5.-]								Glucose / Sorbosone dehydrogenase [PF07995.14]					0
SAMN03319635_LCDA01000001.1_24	SAMN03319635	LCDA01000001.1	24	20218	20853	1	E															0
SAMN03319635_LCDA01000001.1_25	SAMN03319635	LCDA01000001.1	25	20866	21183	1	C	K07443	methylated-DNA-protein-cysteine methyltransferase related protein								6-O-methylguanine DNA methyltransferase, DNA binding domain [PF01035.23]					0
SAMN03319635_LCDA01000001.1_26	SAMN03319635	LCDA01000001.1	26	21180	21614	-1	E															0
SAMN03319635_LCDA01000001.1_27	SAMN03319635	LCDA01000001.1	27	21708	22118	1	E															0
SAMN03319635_LCDA01000001.1_28	SAMN03319635	LCDA01000001.1	28	22165	23187	-1	C	K06211	HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]								AAA domain [PF13521.9]; Citrate lyase ligase C-terminal domain [PF08218.14]					0
SAMN03319635_LCDA01000001.1_29	SAMN03319635	LCDA01000001.1	29	23144	23818	-1	C	K03811	nicotinamide mononucleotide transporter								Nicotinamide mononucleotide transporter [PF04973.15]					0
SAMN03319635_LCDA01000001.1_30	SAMN03319635	LCDA01000001.1	30	23934	24464	-1	E															0
SAMN03319635_LCDA01000001.1_31	SAMN03319635	LCDA01000001.1	31	24507	24827	-1	E															0
SAMN03319635_LCDA01000001.1_32	SAMN03319635	LCDA01000001.1	32	24833	25702	-1	E															0
SAMN03319635_LCDA01000001.1_33	SAMN03319635	LCDA01000001.1	33	25706	27133	-1	C	K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]								tRNA synthetases class I (E and Q), catalytic domain [PF00749.24]; Anticodon binding domain [PF19269.2]					0
SAMN03319635_LCDA01000001.1_34	SAMN03319635	LCDA01000001.1	34	27159	28241	1	E															0
