locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_CP009512.1_3_221_+												Hypothetical
NZ_CP009512.1_620_1864_+		K10725	COG1474		phrog_7998	VOG00282	KEGG:K10725	414	3.5e-194	643.7		cdc6A; archaeal cell division control protein 6
NZ_CP009512.1_2584_3144_+		K07028	COG0237		phrog_10255	VOG02121	PHROG:phrog_10255	186	5.4e-39	132.1		kinase
NZ_CP009512.1_3342_3821_+		K09736	COG1931				COG:COG1931	159	3.9e-42	141.3		; 
NZ_CP009512.1_3935_4708_+		K03079	COG1082				COG:COG1082	257	4.9e-50	168.6		YcjR; 
NZ_CP009512.1_5067_5549_-			COG2105		phrog_2520	VOG01512	COG:COG2105	160	2.5e-23	80.3		YtfP; 
NZ_CP009512.1_5584_6636_-		K03833	COG3276			VOG01129	COG:COG3276	350	3.6e-93	311.1		SelB; Translation factors
NZ_CP009512.1_7193_8677_-		K07487	COG3666		phrog_8928	VOG26515, VOG26515	KEGG:K07487	494	1.4e-181	601.9		K07487; transposase
NZ_CP009512.1_8800_9969_-		K07468	COG1423		phrog_548	VOG00459	KEGG:K07468	389	4.8e-153	506.9	6.5.1.1	K07468; putative ATP-dependent DNA ligase
NZ_CP009512.1_10186_10938_+			COG2013				COG:COG2013	250	4.8e-89	295.7		AIM24; 
NZ_CP009512.1_11143_11919_-		K04767, K07168	COG3448, COG3620				COG:COG3448	258	6.6e-55	127.7		; 
NZ_CP009512.1_11977_12126_-												Hypothetical
NZ_CP009512.1_12234_13079_-		K04767, K04767	COG3448, COG3448				COG:COG3448	281	9e-68	148.3		; 
NZ_CP009512.1_13134_13385_+												Hypothetical
NZ_CP009512.1_13594_14595_-		K04767, K04767	COG3448, COG4109, COG4109				COG:COG3448	333	1.4e-64	126.7		; 
NZ_CP009512.1_14852_15646_-		K04767, K07200	COG3448, COG3448				COG:COG3448	264	3.5e-64	120.2		; 
NZ_CP009512.1_15733_16368_-		K07182	COG2905				COG:COG2905	211	1.6e-35	121.1		; 
NZ_CP009512.1_17527_18981_-		K07466	COG1599, COG1599				COG:COG1599	484	5.2e-138	288.6		RFA1; 
NZ_CP009512.1_19739_20392_+	K07559	K07559	COG1859		phrog_5470		COG:COG1859	217	1.3e-77	258.3		KptA; 
NZ_CP009512.1_20507_21565_-		K01974	COG0430				COG:COG0430	352	1.4e-140	466.2		RCL1; 
