	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000388.1_1	QGNH01000388.1	QGNH01000388.1	1	50	217	1	E																								0	False	F
QGNH01000388.1_2	QGNH01000388.1	QGNH01000388.1	2	252	698	1	E																								0	False	F
QGNH01000388.1_3	QGNH01000388.1	QGNH01000388.1	3	701	1462	1	D																Protein of unknown function (DUF559) [PF04480.15]; NUMOD3 motif [PF07460.14]; REase_MTES_1575 [PF18741.4]								0	False	F
QGNH01000388.1_4	QGNH01000388.1	QGNH01000388.1	4	1462	4494	1	D			YP_010671455.1	YP_010671455.1 DNA-directed RNA polymerase beta' subunit protein [Rhizobium phage RHph_Y65]	False	0.199	183.0	4.223e-45								RNA polymerase Rpb1, domain 2 [PF00623.23]; RNA polymerase Rpb1, domain 5 [PF04998.20]					VOG04070	REFSEQ RNA polymerase beta subunit; Xu	Xu	0	False	F
QGNH01000388.1_5	QGNH01000388.1	QGNH01000388.1	5	4495	5529	1	E																								0	False	F
QGNH01000388.1_6	QGNH01000388.1	QGNH01000388.1	6	5526	9620	1	D			YP_009282993.1	YP_009282993.1 RNA polymerase beta subunit [Bacillus phage AR9]	False	0.186	109.0	2.17e-22								RNA polymerase Rpb2, domain 6 [PF00562.31]; RNA polymerase Rpb2, domain 3 [PF04565.19]					VOG01558	sp|P59642|RPOB_TROW8 DNA-directed RNA polymerase subunit beta; XhXr	Xh;Xr	0	False	V
QGNH01000388.1_7	QGNH01000388.1	QGNH01000388.1	7	9654	9827	1	E																								0	False	
QGNH01000388.1_8	QGNH01000388.1	QGNH01000388.1	8	9817	10425	1	E																								0	False	
QGNH01000388.1_9	QGNH01000388.1	QGNH01000388.1	9	10406	10660	1	E																								0	False	
QGNH01000388.1_10	QGNH01000388.1	QGNH01000388.1	10	11211	11798	1	E																								0	False	
QGNH01000388.1_11	QGNH01000388.1	QGNH01000388.1	11	11840	12736	1	E																								0	False	
QGNH01000388.1_12	QGNH01000388.1	QGNH01000388.1	12	12819	13718	1	E																					VOG00372	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000388.1_13	QGNH01000388.1	QGNH01000388.1	13	13734	14960	1	E			YP_009111234.1	YP_009111234.1 ATPase [Escherichia phage Av-05]	False	0.264	77.0	1.723e-13													VOG02489	sp|P04526|LOADL_BPT4 Sliding-clamp-loader large subunit; XhXr	Xh;Xr	0	False	V
QGNH01000388.1_14	QGNH01000388.1	QGNH01000388.1	14	14963	16312	1	D			YP_009282934.1	YP_009282934.1 HNH endonuclease [Bacillus phage AR9]	False	0.207	97.0	8.286000000000001e-20								VWA-like domain (DUF2201) [PF09967.12]; Putative metallopeptidase domain [PF13203.9]					VOG01084	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000388.1_15	QGNH01000388.1	QGNH01000388.1	15	16309	17565	1	E																								0	False	
QGNH01000388.1_16	QGNH01000388.1	QGNH01000388.1	16	17577	18065	1	E																								0	False	
QGNH01000388.1_17	QGNH01000388.1	QGNH01000388.1	17	18068	18325	1	E																								0	False	
QGNH01000388.1_18	QGNH01000388.1	QGNH01000388.1	18	18327	18524	1	E																								0	False	
QGNH01000388.1_19	QGNH01000388.1	QGNH01000388.1	19	18521	19006	1	E																								0	False	
QGNH01000388.1_20	QGNH01000388.1	QGNH01000388.1	20	19019	19744	1	E			YP_010668189.1	YP_010668189.1 hypothetical protein PQC05_gp23 [Burkholderia phage BgManors32]	False	0.282	84.0	8.266e-17																0	False	
QGNH01000388.1_21	QGNH01000388.1	QGNH01000388.1	21	19757	19963	1	E																								0	False	
QGNH01000388.1_22	QGNH01000388.1	QGNH01000388.1	22	19972	21768	1	D			YP_009302468.1	YP_009302468.1 DNA topoisomerase II large subunit [Bacillus phage SP-15]	False	0.29	268.0	8.406e-75								DNA gyrase B [PF00204.28]; Toprim domain [PF01751.25]; DNA gyrase B subunit, carboxyl terminus [PF00986.24]					VOG01293	sp|P07065|TOP5_BPT4 DNA topoisomerase medium subunit; Xh	Xh	0	False	
QGNH01000388.1_23	QGNH01000388.1	QGNH01000388.1	23	21761	24235	1	D			YP_009302470.1	YP_009302470.1 DNA topoisomerase II [Bacillus phage SP-15]	False	0.223	92.0	1.879e-17	MER0194190	N10	MER0194190 - family N10 unassigned peptide lyases (Oscillochloris trichoides) [N10.UPW]#N10#{peptidase unit: 109-629}~source EFO79755~	False	0.23	77.0	9.688e-13	DNA gyrase/topoisomerase IV, subunit A [PF00521.23]; Intein splicing domain [PF14890.9]								0	False	
QGNH01000388.1_24	QGNH01000388.1	QGNH01000388.1	24	24248	24574	1	E																								0	False	
QGNH01000388.1_25	QGNH01000388.1	QGNH01000388.1	25	24578	24928	1	E																								0	False	
QGNH01000388.1_26	QGNH01000388.1	QGNH01000388.1	26	24930	25187	1	E																								0	False	
QGNH01000388.1_27	QGNH01000388.1	QGNH01000388.1	27	25187	25582	1	E																								0	False	
QGNH01000388.1_28	QGNH01000388.1	QGNH01000388.1	28	25582	26271	1	D																Protein of unknown function (DUF5131) [PF07505.14]								0	False	
QGNH01000388.1_29	QGNH01000388.1	QGNH01000388.1	29	26271	26699	1	C	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]	YP_004306891.1	YP_004306891.1 QueD-like 6-pyruvoyl-tetrahydropterin synthase [Streptococcus phage Dp-1]	False	0.306	64.0	3.583e-11								6-pyruvoyl tetrahydropterin synthase [PF01242.22]					VOG02682	sp|Q1RHI6|QUED_RICBR 6-carboxy-5,6,7,8-tetrahydropterin synthase; Xh	Xh	0	False	MK
QGNH01000388.1_30	QGNH01000388.1	QGNH01000388.1	30	26714	28141	1	D			YP_009052206.1	YP_009052206.1 putative VV_A18-like helicase [Aureococcus anophagefferens virus]	False	0.258	143.0	2.941e-34								Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
QGNH01000388.1_31	QGNH01000388.1	QGNH01000388.1	31	28200	28337	1	E																								0	False	
QGNH01000388.1_32	QGNH01000388.1	QGNH01000388.1	32	28330	29148	1	D																REase_MTES_1575 [PF18741.4]; Protein of unknown function (DUF559) [PF04480.15]								0	False	
QGNH01000388.1_33	QGNH01000388.1	QGNH01000388.1	33	29148	29492	1	E																								0	False	
QGNH01000388.1_34	QGNH01000388.1	QGNH01000388.1	34	29508	30533	1	E			YP_009214506.1	YP_009214506.1 recombination exonuclease [Staphylococcus phage phiIPLA-C1C]	False	0.237	96.0	7.152e-20													VOG00413	sp|P04521|EXO1_BPT4 Exonuclease subunit 1; Xp	Xp	0	False	
QGNH01000388.1_35	QGNH01000388.1	QGNH01000388.1	35	30535	30798	1	E																								0	False	
QGNH01000388.1_36	QGNH01000388.1	QGNH01000388.1	36	30795	32984	1	D			YP_009098052.1	YP_009098052.1 exonuclease [Staphylococcus phage MCE-2014]	False	0.202	154.0	9.61e-37								AAA domain [PF13476.9]; AAA domain [PF13514.9]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xp;Xh	0	False	
QGNH01000388.1_37	QGNH01000388.1	QGNH01000388.1	37	33185	33343	1	E																								0	False	
QGNH01000388.1_38	QGNH01000388.1	QGNH01000388.1	38	33343	33939	1	E																								0	False	
QGNH01000388.1_39	QGNH01000388.1	QGNH01000388.1	39	33944	34282	1	E																								0	False	
QGNH01000388.1_40	QGNH01000388.1	QGNH01000388.1	40	34260	35285	1	D																4Fe-4S single cluster domain [PF13394.9]; 4Fe-4S single cluster domain [PF13353.9]; Radical SAM superfamily [PF04055.24]								0	False	
QGNH01000388.1_41	QGNH01000388.1	QGNH01000388.1	41	35286	35507	1	E																								0	False	
QGNH01000388.1_42	QGNH01000388.1	QGNH01000388.1	42	35511	35849	1	D																WYL_2, Sm-like SH3 beta-barrel fold [PF10902.11]								0	False	
QGNH01000388.1_43	QGNH01000388.1	QGNH01000388.1	43	35846	36031	1	E																								0	False	
QGNH01000388.1_44	QGNH01000388.1	QGNH01000388.1	44	36033	36407	1	E																								0	False	
QGNH01000388.1_45	QGNH01000388.1	QGNH01000388.1	45	36407	39031	1	E																								0	False	
QGNH01000388.1_46	QGNH01000388.1	QGNH01000388.1	46	39031	40059	1	E																								0	False	
QGNH01000388.1_47	QGNH01000388.1	QGNH01000388.1	47	40056	40760	1	D																ThiF family [PF00899.24]								0	False	
QGNH01000388.1_48	QGNH01000388.1	QGNH01000388.1	48	40770	41243	1	E																								0	False	
QGNH01000388.1_49	QGNH01000388.1	QGNH01000388.1	49	41289	41807	1	E																								0	False	
QGNH01000388.1_50	QGNH01000388.1	QGNH01000388.1	50	41997	42239	1	E																								0	False	
QGNH01000388.1_51	QGNH01000388.1	QGNH01000388.1	51	42296	43171	1	D																ThiF family [PF00899.24]								0	False	
QGNH01000388.1_52	QGNH01000388.1	QGNH01000388.1	52	43174	43515	1	E																								0	False	
QGNH01000388.1_53	QGNH01000388.1	QGNH01000388.1	53	43535	43750	1	E																								0	False	
QGNH01000388.1_54	QGNH01000388.1	QGNH01000388.1	54	43731	43958	1	E																								0	False	
QGNH01000388.1_55	QGNH01000388.1	QGNH01000388.1	55	43966	46662	1	D			YP_010671455.1	YP_010671455.1 DNA-directed RNA polymerase beta' subunit protein [Rhizobium phage RHph_Y65]	False	0.25	268.0	3.1940000000000004e-72								RNA polymerase Rpb1, domain 2 [PF00623.23]; RNA polymerase Rpb1, domain 5 [PF04998.20]; RNA polymerase Rpb1, domain 3 [PF04983.21]; RNA polymerase Rpb1, domain 1 [PF04997.15]					VOG07969	REFSEQ RNA polymerase beta subunit; Xu	Xu	0	False	
QGNH01000388.1_56	QGNH01000388.1	QGNH01000388.1	56	46693	49749	1	D			YP_009282993.1	YP_009282993.1 RNA polymerase beta subunit [Bacillus phage AR9]	False	0.196	126.0	9.607e-28								RNA polymerase Rpb2, domain 6 [PF00562.31]; RNA polymerase Rpb2, domain 3 [PF04565.19]; RNA polymerase Rpb2, domain 7 [PF04560.23]					VOG01558	sp|P59642|RPOB_TROW8 DNA-directed RNA polymerase subunit beta; XhXr	Xh;Xr	0	False	V
QGNH01000388.1_57	QGNH01000388.1	QGNH01000388.1	57	49791	49976	1	E																								0	False	
QGNH01000388.1_58	QGNH01000388.1	QGNH01000388.1	58	49989	50228	1	E																								0	False	
QGNH01000388.1_59	QGNH01000388.1	QGNH01000388.1	59	50209	50394	1	E																								0	False	
QGNH01000388.1_60	QGNH01000388.1	QGNH01000388.1	60	50397	50681	1	E																								0	False	
QGNH01000388.1_61	QGNH01000388.1	QGNH01000388.1	61	50697	50954	1	E																								0	False	
QGNH01000388.1_62	QGNH01000388.1	QGNH01000388.1	62	50954	51352	1	E																								0	False	
QGNH01000388.1_63	QGNH01000388.1	QGNH01000388.1	63	51349	51723	1	E																								0	False	
QGNH01000388.1_64	QGNH01000388.1	QGNH01000388.1	64	51713	52567	1	C	K09007	GTP cyclohydrolase IB [EC:3.5.4.16]														Type I GTP cyclohydrolase folE2 [PF02649.17]								0	False	MK
QGNH01000388.1_65	QGNH01000388.1	QGNH01000388.1	65	52564	52824	1	E																								0	False	
QGNH01000388.1_66	QGNH01000388.1	QGNH01000388.1	66	52847	53365	1	E																								0	False	
QGNH01000388.1_67	QGNH01000388.1	QGNH01000388.1	67	53370	54521	1	E																								0	False	
QGNH01000388.1_68	QGNH01000388.1	QGNH01000388.1	68	54522	54689	1	E																								0	False	
QGNH01000388.1_69	QGNH01000388.1	QGNH01000388.1	69	54719	54985	1	E																								0	False	
QGNH01000388.1_70	QGNH01000388.1	QGNH01000388.1	70	54987	55268	1	E																								0	False	
QGNH01000388.1_71	QGNH01000388.1	QGNH01000388.1	71	55466	55750	1	E																								0	False	
QGNH01000388.1_72	QGNH01000388.1	QGNH01000388.1	72	55743	57509	1	E			YP_009099020.1	YP_009099020.1 hypothetical protein OZ74_gp196 [Caulobacter phage Cr30]	False	0.33	113.0	3.326e-24													VOG04599	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000388.1_73	QGNH01000388.1	QGNH01000388.1	73	57481	57723	1	E																								0	False	
QGNH01000388.1_74	QGNH01000388.1	QGNH01000388.1	74	57704	58048	1	E																								0	False	
QGNH01000388.1_75	QGNH01000388.1	QGNH01000388.1	75	58038	58385	1	E																								0	False	
QGNH01000388.1_76	QGNH01000388.1	QGNH01000388.1	76	58373	58615	1	E																								0	False	
QGNH01000388.1_77	QGNH01000388.1	QGNH01000388.1	77	58619	59416	1	E																								0	False	
QGNH01000388.1_78	QGNH01000388.1	QGNH01000388.1	78	59557	60285	1	E																								0	False	
QGNH01000388.1_79	QGNH01000388.1	QGNH01000388.1	79	60400	60705	1	E																								0	False	
QGNH01000388.1_80	QGNH01000388.1	QGNH01000388.1	80	60702	60905	1	E																								0	False	
QGNH01000388.1_81	QGNH01000388.1	QGNH01000388.1	81	60919	61248	1	E																								0	False	
QGNH01000388.1_82	QGNH01000388.1	QGNH01000388.1	82	61245	61433	1	E																								0	False	
QGNH01000388.1_83	QGNH01000388.1	QGNH01000388.1	83	61423	62028	1	E																								0	False	
QGNH01000388.1_84	QGNH01000388.1	QGNH01000388.1	84	62029	62280	1	E																								0	False	
QGNH01000388.1_85	QGNH01000388.1	QGNH01000388.1	85	62255	62608	1	E																								0	False	
QGNH01000388.1_86	QGNH01000388.1	QGNH01000388.1	86	62617	62763	1	E																								0	False	
QGNH01000388.1_87	QGNH01000388.1	QGNH01000388.1	87	62767	63636	1	E																								0	False	
QGNH01000388.1_88	QGNH01000388.1	QGNH01000388.1	88	63639	63875	1	E																								0	False	
QGNH01000388.1_89	QGNH01000388.1	QGNH01000388.1	89	63872	64624	1	D									MER0074414	M14D	MER0074414 - subfamily M14D non-peptidase homologues (Shewanella sp. MR-4) [M14.UND]#M14D#{peptidase unit: 49-224}~source YP_735220~	False	0.466	128.0	2.027e-31	Succinylglutamate desuccinylase / Aspartoacylase family [PF04952.17]; Zinc carboxypeptidase [PF00246.27]								0	False	P
QGNH01000388.1_90	QGNH01000388.1	QGNH01000388.1	90	64625	65059	1	E			YP_003358511.1	YP_003358511.1 phosphoheptose isomerase [Shigella phage Ag3]	False	0.607	138.0	1.093e-36													VOG01378	REFSEQ phosphoheptose isomerase; Xu	Xu	0	False	
QGNH01000388.1_91	QGNH01000388.1	QGNH01000388.1	91	65162	65647	1	E																								0	False	
QGNH01000388.1_92	QGNH01000388.1	QGNH01000388.1	92	65644	65919	1	E																								0	False	
QGNH01000388.1_93	QGNH01000388.1	QGNH01000388.1	93	65895	66083	1	E																								0	False	
QGNH01000388.1_94	QGNH01000388.1	QGNH01000388.1	94	66076	66345	1	E																								0	False	
QGNH01000388.1_95	QGNH01000388.1	QGNH01000388.1	95	66320	66460	1	E																								0	False	
QGNH01000388.1_96	QGNH01000388.1	QGNH01000388.1	96	66476	66700	1	E																								0	False	
QGNH01000388.1_97	QGNH01000388.1	QGNH01000388.1	97	66697	66966	1	E																								0	False	
QGNH01000388.1_98	QGNH01000388.1	QGNH01000388.1	98	66970	67194	1	E																								0	False	
QGNH01000388.1_99	QGNH01000388.1	QGNH01000388.1	99	67172	67717	1	E																								0	False	
QGNH01000388.1_100	QGNH01000388.1	QGNH01000388.1	100	67791	68057	1	D																Protein of unknown function (DUF5661) [PF18905.3]								0	False	
QGNH01000388.1_101	QGNH01000388.1	QGNH01000388.1	101	68058	69293	1	E																								0	False	
QGNH01000388.1_102	QGNH01000388.1	QGNH01000388.1	102	69304	69498	-1	E																								0	False	
QGNH01000388.1_103	QGNH01000388.1	QGNH01000388.1	103	69477	69614	-1	E																								0	False	
QGNH01000388.1_104	QGNH01000388.1	QGNH01000388.1	104	69638	69808	-1	E																								0	False	
QGNH01000388.1_105	QGNH01000388.1	QGNH01000388.1	105	69805	69954	-1	E																								0	False	
QGNH01000388.1_106	QGNH01000388.1	QGNH01000388.1	106	69951	70244	-1	E																								0	False	
QGNH01000388.1_107	QGNH01000388.1	QGNH01000388.1	107	70288	70542	-1	E																								0	False	
QGNH01000388.1_108	QGNH01000388.1	QGNH01000388.1	108	70650	70886	1	E																								0	False	
