	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000794.1_1	QGNH01000794.1	QGNH01000794.1	1	1	924	-1	E																								0	False	F
QGNH01000794.1_2	QGNH01000794.1	QGNH01000794.1	2	983	1597	-1	E																								0	False	F
QGNH01000794.1_3	QGNH01000794.1	QGNH01000794.1	3	1594	2427	-1	D																Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm				0	False	MF
QGNH01000794.1_4	QGNH01000794.1	QGNH01000794.1	4	2469	2732	-1	E																								0	False	F
QGNH01000794.1_5	QGNH01000794.1	QGNH01000794.1	5	2946	3899	-1	D																PEGA domain [PF08308.14]								0	False	F
QGNH01000794.1_6	QGNH01000794.1	QGNH01000794.1	6	3946	4740	-1	E																								0	False	F
QGNH01000794.1_7	QGNH01000794.1	QGNH01000794.1	7	4764	4982	-1	E																								0	False	F
QGNH01000794.1_8	QGNH01000794.1	QGNH01000794.1	8	4987	5370	-1	E																								0	False	F
QGNH01000794.1_9	QGNH01000794.1	QGNH01000794.1	9	5393	5617	-1	E																								0	False	
QGNH01000794.1_10	QGNH01000794.1	QGNH01000794.1	10	5624	5833	-1	E																								0	False	
QGNH01000794.1_11	QGNH01000794.1	QGNH01000794.1	11	5848	6396	-1	E																								0	False	
QGNH01000794.1_12	QGNH01000794.1	QGNH01000794.1	12	6419	7363	-1	E																								0	False	
QGNH01000794.1_13	QGNH01000794.1	QGNH01000794.1	13	7379	7555	-1	E																								0	False	
QGNH01000794.1_14	QGNH01000794.1	QGNH01000794.1	14	7584	8036	-1	E																								0	False	
QGNH01000794.1_15	QGNH01000794.1	QGNH01000794.1	15	8058	8540	-1	E																								0	False	
QGNH01000794.1_16	QGNH01000794.1	QGNH01000794.1	16	8562	9383	-1	E			YP_003591106.1	YP_003591106.1 terminase large subunit [Sulfolobus turreted icosahedral virus 2]	False	0.262	71.0	2.354e-12																0	False	
QGNH01000794.1_17	QGNH01000794.1	QGNH01000794.1	17	9412	10398	-1	D			YP_009831997.1	YP_009831997.1 protease [Bacillus phage vB_BsuM-Goe3]	False	0.423	194.0	5.646e-53	MER0972609	S08A	MER0972609 - subfamily S8A unassigned peptidases (Methanoperedens nitroreducens) [S08.UPA]#S08A#{peptidase unit: 126-408}~source A0A062V4N2~	False	242.0	2.262e-69	0.467	Subtilase family [PF00082.25]					VOG14942	sp|P29139|ISP_PAEPO Intracellular serine protease; Xh	Xh	0	False	P
QGNH01000794.1_18	QGNH01000794.1	QGNH01000794.1	18	10431	10628	-1	E																								0	False	
QGNH01000794.1_19	QGNH01000794.1	QGNH01000794.1	19	10625	11272	-1	E																								0	False	
QGNH01000794.1_20	QGNH01000794.1	QGNH01000794.1	20	11313	11609	-1	E																								0	False	
QGNH01000794.1_21	QGNH01000794.1	QGNH01000794.1	21	11648	12256	-1	E																								0	False	
QGNH01000794.1_22	QGNH01000794.1	QGNH01000794.1	22	12262	12462	-1	E																								0	False	
QGNH01000794.1_23	QGNH01000794.1	QGNH01000794.1	23	12477	13271	-1	E																								0	False	
QGNH01000794.1_24	QGNH01000794.1	QGNH01000794.1	24	13274	13774	-1	E																								0	False	
QGNH01000794.1_25	QGNH01000794.1	QGNH01000794.1	25	14087	14683	-1	E																								0	False	
QGNH01000794.1_26	QGNH01000794.1	QGNH01000794.1	26	14795	15280	-1	E																								0	False	F
QGNH01000794.1_27	QGNH01000794.1	QGNH01000794.1	27	15449	15850	1	E																								0	False	F
QGNH01000794.1_28	QGNH01000794.1	QGNH01000794.1	28	15867	15995	-1	E																								0	False	F
QGNH01000794.1_29	QGNH01000794.1	QGNH01000794.1	29	16039	16491	-1	E																								0	False	F
QGNH01000794.1_30	QGNH01000794.1	QGNH01000794.1	30	16675	17682	-1	C	K01711	GDPmannose 4,6-dehydratase [EC:4.2.1.47]	YP_010669814.1	YP_010669814.1 nucleotide-sugar epimerase [Synechococcus phage S-SCSM1]	False	0.498	312.0	1.3259999999999998e-93								GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; NmrA-like family [PF05368.16]					VOG00055	sp|Q9SYM5|RHM1_ARATH Trifunctional UDP-glucose 4,6-dehydratase/UDP-4-keto-6-deoxy-D-glucose 3,5-epimerase/UDP-4-keto-L-rhamnose-reductase RHM1; Xh	Xh	0	False	MKF
QGNH01000794.1_31	QGNH01000794.1	QGNH01000794.1	31	17648	19492	-1	D			YP_010771905.1	YP_010771905.1 MAG: hypothetical protein QIT33_gp05 [unclassified virus PBV300]	False	0.285	179.0	5.26e-45								Glycosyl transferases group 1 [PF13692.9]; Glycosyl transferases group 1 [PF00534.23]					VOG00164	sp|Q8QL20|Y356_SIRV1 Uncharacterized protein 356; Xu	Xu	0	False	MKF
QGNH01000794.1_32	QGNH01000794.1	QGNH01000794.1	32	19506	19916	-1	E																								0	False	F
