PHET01000002.1_91	672dbf1774d859f18bed9e161fafb694	388	SUPERFAMILY	SSF48695	Multiheme cytochromes	27	373	7.33E-10	T	10-07-2023	IPR036280	Multiheme cytochrome superfamily
PHET01000028.1_19	dccc52570ae89118d242349ccef0c8ae	463	Pfam	PF00501	AMP-binding enzyme	128	325	8.0E-9	T	10-07-2023	IPR000873	AMP-dependent synthetase/ligase domain
PHET01000028.1_19	dccc52570ae89118d242349ccef0c8ae	463	PANTHER	PTHR36932	CAPSULAR POLYSACCHARIDE BIOSYNTHESIS PROTEIN	37	462	3.0E-67	T	10-07-2023	-	-
PHET01000028.1_19	dccc52570ae89118d242349ccef0c8ae	463	Gene3D	G3DSA:3.40.50.12780	-	43	365	1.4E-60	T	10-07-2023	IPR042099	ANL, N-terminal domain
PHET01000028.1_19	dccc52570ae89118d242349ccef0c8ae	463	SUPERFAMILY	SSF56801	Acetyl-CoA synthetase-like	78	347	7.85E-21	T	10-07-2023	-	-
PHET01000028.1_19	dccc52570ae89118d242349ccef0c8ae	463	Coils	Coil	Coil	457	463	-	T	10-07-2023	-	-
PHET01000008.1_1_81	6391a294ce9d5ce78328f6e80ac03acd	79	Gene3D	G3DSA:3.10.20.30	-	1	79	1.3E-10	T	10-07-2023	IPR012675	Beta-grasp domain superfamily
PHET01000008.1_1_81	6391a294ce9d5ce78328f6e80ac03acd	79	Pfam	PF02597	ThiS family	24	79	1.3E-9	T	10-07-2023	IPR003749	Sulfur carrier ThiS/MoaD-like
PHET01000008.1_1_81	6391a294ce9d5ce78328f6e80ac03acd	79	SUPERFAMILY	SSF54285	MoaD/ThiS	22	79	1.44E-11	T	10-07-2023	IPR016155	Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	Pfam	PF16576	Barrel-sandwich domain of CusB or HlyD membrane-fusion	280	359	1.9E-10	T	10-07-2023	IPR032317	RND efflux pump, membrane fusion protein, barrel-sandwich domain
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	PANTHER	PTHR30469	MULTIDRUG RESISTANCE PROTEIN MDTA	11	430	3.6E-57	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	Gene3D	G3DSA:2.40.50.100	-	73	256	1.1E-11	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	SUPERFAMILY	SSF111369	HlyD-like secretion proteins	65	251	4.18E-10	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	MobiDBLite	mobidb-lite	consensus disorder prediction	428	456	-	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	Gene3D	G3DSA:2.40.420.20	-	369	438	1.9E-12	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	Coils	Coil	Coil	121	141	-	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	MobiDBLite	mobidb-lite	consensus disorder prediction	246	273	-	T	10-07-2023	-	-
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	Pfam	PF13533	Biotin-lipoyl like	74	118	5.6E-8	T	10-07-2023	IPR039562	Membrane fusion protein, biotin-lipoyl like domain
PHET01000023.1_35	2230e8a8b7b1d4ed1af7e57a1f1c2fbd	456	Gene3D	G3DSA:2.40.30.170	-	266	368	1.4E-28	T	10-07-2023	-	-
PHET01000008.1_1_7	6dce3b4f6d6dd2f10f190375b8ed4429	195	PANTHER	PTHR34295	BIOTIN TRANSPORTER BIOY	22	194	1.1E-38	T	10-07-2023	IPR003784	BioY protein
PHET01000008.1_1_7	6dce3b4f6d6dd2f10f190375b8ed4429	195	Gene3D	G3DSA:1.10.1760.20	-	15	194	7.8E-47	T	10-07-2023	-	-
PHET01000008.1_1_7	6dce3b4f6d6dd2f10f190375b8ed4429	195	MobiDBLite	mobidb-lite	consensus disorder prediction	1	22	-	T	10-07-2023	-	-
PHET01000008.1_1_7	6dce3b4f6d6dd2f10f190375b8ed4429	195	Pfam	PF02632	BioY family	47	192	8.7E-35	T	10-07-2023	IPR003784	BioY protein
PHET01000001.1_2_66	4ba5de7bf1c6728677d4f306c8799fda	743	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	10-07-2023	-	-
PHET01000001.1_2_66	4ba5de7bf1c6728677d4f306c8799fda	743	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	662	729	1.9E-19	T	10-07-2023	IPR036390	Winged helix DNA-binding domain superfamily
PHET01000001.1_2_66	4ba5de7bf1c6728677d4f306c8799fda	743	SMART	SM00843	FtsK_gamma_2	662	727	1.1E-31	T	10-07-2023	IPR018541	FtsK gamma domain
PHET01000001.1_2_66	4ba5de7bf1c6728677d4f306c8799fda	743	Coils	Coil	Coil	726	743	-	T	10-07-2023	-	-
PHET01000001.1_2_66	4ba5de7bf1c6728677d4f306c8799fda	743	Pfam	PF17854	FtsK alpha domain	261	363	1.3E-29	T	10-07-2023	IPR041027	FtsK alpha domain
PHET01000001.1_2_66	4ba5de7bf1c6728677d4f306c8799fda	743	Pfam	PF13491	4TM region of DNA translocase FtsK/SpoIIIE	65	181	2.9E-5	T	10-07-2023	IPR025199	DNA translocase FtsK, 4TM region
