	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001137.1_1	QGNH01001137.1	QGNH01001137.1	1	50	388	1	E																								0	False	F
QGNH01001137.1_2	QGNH01001137.1	QGNH01001137.1	2	406	783	1	E																								0	False	F
QGNH01001137.1_3	QGNH01001137.1	QGNH01001137.1	3	783	1091	1	E																								0	False	F
QGNH01001137.1_4	QGNH01001137.1	QGNH01001137.1	4	1100	1693	1	E			YP_009831773.1	YP_009831773.1 hypothetical protein HWB05_gp048 [Streptomyces phage BRock]	False	0.293	84.0	1.888e-17																0	False	F
QGNH01001137.1_5	QGNH01001137.1	QGNH01001137.1	5	1814	2134	1	E																								0	False	F
QGNH01001137.1_6	QGNH01001137.1	QGNH01001137.1	6	2134	2457	1	E																								0	False	F
QGNH01001137.1_7	QGNH01001137.1	QGNH01001137.1	7	2659	3348	1	D			YP_009842637.1	YP_009842637.1 RNA ligase [Streptomyces phage Gilson]	False	0.267	82.0	2.096e-16								RNA ligase [PF09414.13]								0	False	F
QGNH01001137.1_8	QGNH01001137.1	QGNH01001137.1	8	3390	3671	1	E			YP_009831770.1	YP_009831770.1 hypothetical protein HWB05_gp045 [Streptomyces phage BRock]	False	0.447	66.0	1.164e-12																0	False	F
QGNH01001137.1_9	QGNH01001137.1	QGNH01001137.1	9	3671	4675	1	D			YP_009803142.1	YP_009803142.1 peptidase [Microbacterium phage Zeta1847]	False	0.438	60.0	1.596e-08								Putative peptidoglycan binding domain [PF01471.21]								0	False	F
QGNH01001137.1_10	QGNH01001137.1	QGNH01001137.1	10	4718	5290	1	E			YP_009831767.1	YP_009831767.1 hypothetical protein HWB05_gp042 [Streptomyces phage BRock]	False	0.321	85.0	1.121e-17																0	False	F
QGNH01001137.1_11	QGNH01001137.1	QGNH01001137.1	11	5287	5391	1	E																								0	False	
QGNH01001137.1_12	QGNH01001137.1	QGNH01001137.1	12	5540	6013	1	E																								0	False	
QGNH01001137.1_13	QGNH01001137.1	QGNH01001137.1	13	6006	6860	1	E			YP_009831764.1	YP_009831764.1 hypothetical protein HWB05_gp039 [Streptomyces phage BRock]	False	0.437	210.0	2.371e-59																0	False	
QGNH01001137.1_14	QGNH01001137.1	QGNH01001137.1	14	6857	7387	1	E			YP_009831763.1	YP_009831763.1 hypothetical protein HWB05_gp038 [Streptomyces phage BRock]	False	0.256	61.0	1.149e-09																0	False	
QGNH01001137.1_15	QGNH01001137.1	QGNH01001137.1	15	7390	8817	1	E			YP_009831761.1	YP_009831761.1 queuine tRNA-ribosyltransferase [Streptomyces phage BRock]	False	0.353	288.0	4.365e-83													VOG04659	sp|Q8QL48|Y306_SIRV1 Uncharacterized protein 306; Xu	Xu	1	False	
QGNH01001137.1_16	QGNH01001137.1	QGNH01001137.1	16	8844	8993	1	E																								0	False	
QGNH01001137.1_17	QGNH01001137.1	QGNH01001137.1	17	8990	9160	1	E																								0	False	
QGNH01001137.1_18	QGNH01001137.1	QGNH01001137.1	18	9173	9547	1	E																								0	False	
QGNH01001137.1_19	QGNH01001137.1	QGNH01001137.1	19	9528	10070	1	E			YP_009622670.1	YP_009622670.1 enoyl-CoA hydratase/carnithine racemase-like [Streptomyces phage BillNye]	False	0.43	123.0	5.4360000000000015e-31													VOG01406	sp|A0A7H0DN63|PG091_MONPV Protein OPG091; XhXs	Xh;Xs	0	False	V
QGNH01001137.1_20	QGNH01001137.1	QGNH01001137.1	20	10132	10317	1	E																								0	False	
QGNH01001137.1_21	QGNH01001137.1	QGNH01001137.1	21	10484	10729	1	E																								0	False	
QGNH01001137.1_22	QGNH01001137.1	QGNH01001137.1	22	10723	11244	1	E																								0	False	
QGNH01001137.1_23	QGNH01001137.1	QGNH01001137.1	23	11267	11983	1	E			YP_010655889.1	YP_010655889.1 hypothetical protein PP635_gp70 [Arthrobacter phage Auxilium]	False	0.325	64.0	2.077e-10													VOG04607	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001137.1_24	QGNH01001137.1	QGNH01001137.1	24	12389	12628	1	E																								0	False	
QGNH01001137.1_25	QGNH01001137.1	QGNH01001137.1	25	12625	12789	1	E																								0	False	
QGNH01001137.1_26	QGNH01001137.1	QGNH01001137.1	26	12899	13051	1	E																								0	False	
QGNH01001137.1_27	QGNH01001137.1	QGNH01001137.1	27	13123	13845	1	D			YP_010055936.1	YP_010055936.1 hypothetical protein KGG91_gp70 [Streptomyces phage Paedore]	False	0.257	67.0	2.651e-11								Protein of unknown function (DUF2786) [PF10979.11]					VOG00325	sp|Q05292|VG77_BPML5 Gene 77 protein; Xu	Xu	0	False	
