	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000498.1_1	QGNH01000498.1	QGNH01000498.1	1	236	508	1	E																								0	False	F
QGNH01000498.1_2	QGNH01000498.1	QGNH01000498.1	2	572	829	1	E																								0	False	F
QGNH01000498.1_3	QGNH01000498.1	QGNH01000498.1	3	807	1049	1	E																								0	False	F
QGNH01000498.1_4	QGNH01000498.1	QGNH01000498.1	4	1117	1326	1	E																								0	False	F
QGNH01000498.1_5	QGNH01000498.1	QGNH01000498.1	5	1326	1628	1	E																								0	False	F
QGNH01000498.1_6	QGNH01000498.1	QGNH01000498.1	6	1710	2372	1	D			YP_009986639.1	YP_009986639.1 hypothetical protein JR325_gp186 [Escherichia phage tuntematon]	False	0.284	93.0	4.107e-20								Resolvase, N terminal domain [PF00239.24]					VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	VF
QGNH01000498.1_7	QGNH01000498.1	QGNH01000498.1	7	2423	2758	1	E																								0	False	F
QGNH01000498.1_8	QGNH01000498.1	QGNH01000498.1	8	3142	3357	1	E																								0	False	F
QGNH01000498.1_9	QGNH01000498.1	QGNH01000498.1	9	3431	3586	1	E																								0	False	F
QGNH01000498.1_10	QGNH01000498.1	QGNH01000498.1	10	3813	4073	1	E																								0	False	F
QGNH01000498.1_11	QGNH01000498.1	QGNH01000498.1	11	4070	4240	1	E																								0	False	F
QGNH01000498.1_12	QGNH01000498.1	QGNH01000498.1	12	4237	4482	1	E																								0	False	F
QGNH01000498.1_13	QGNH01000498.1	QGNH01000498.1	13	4536	4739	1	E																								0	False	F
QGNH01000498.1_14	QGNH01000498.1	QGNH01000498.1	14	5106	5255	-1	E																								0	False	
QGNH01000498.1_15	QGNH01000498.1	QGNH01000498.1	15	5989	6258	-1	E																								0	False	
QGNH01000498.1_16	QGNH01000498.1	QGNH01000498.1	16	6750	7472	-1	E																								0	False	
QGNH01000498.1_17	QGNH01000498.1	QGNH01000498.1	17	7644	8213	-1	E																								0	False	
QGNH01000498.1_18	QGNH01000498.1	QGNH01000498.1	18	8415	8558	-1	E																								0	False	
QGNH01000498.1_19	QGNH01000498.1	QGNH01000498.1	19	8560	8688	-1	E																								0	False	
QGNH01000498.1_20	QGNH01000498.1	QGNH01000498.1	20	8769	8996	-1	E																								0	False	
QGNH01000498.1_21	QGNH01000498.1	QGNH01000498.1	21	9029	9685	-1	E																								0	False	
QGNH01000498.1_22	QGNH01000498.1	QGNH01000498.1	22	9767	9916	-1	E																								0	False	
QGNH01000498.1_23	QGNH01000498.1	QGNH01000498.1	23	9980	10285	1	E																								0	False	
QGNH01000498.1_24	QGNH01000498.1	QGNH01000498.1	24	10319	10456	-1	E																								0	False	
QGNH01000498.1_25	QGNH01000498.1	QGNH01000498.1	25	10635	10805	-1	E																								0	False	
QGNH01000498.1_26	QGNH01000498.1	QGNH01000498.1	26	10993	11670	-1	E			YP_009820416.1	YP_009820416.1 hypothetical protein HOV23_gp085 [Pseudomonas phage Lana]	False	0.329	115.0	1.896e-27													VOG00511	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000498.1_27	QGNH01000498.1	QGNH01000498.1	27	12369	12596	1	D																Domain of unknown function (DUF6471) [PF20075.2]								0	False	
QGNH01000498.1_28	QGNH01000498.1	QGNH01000498.1	28	12616	15018	1	E																								0	False	
QGNH01000498.1_29	QGNH01000498.1	QGNH01000498.1	29	15567	16475	1	D			YP_010739289.1	YP_010739289.1 ATP-dependent DNA ligase [Pseudomonas phage phiH2]	False	0.421	225.0	3.201e-64								DNA ligase OB-like domain [PF14743.9]; ATP dependent DNA ligase domain [PF01068.24]					VOG00242	sp|P00970|DNLI_BPT4 DNA ligase; XhXr	Xr;Xh	0	False	V
QGNH01000498.1_30	QGNH01000498.1	QGNH01000498.1	30	16543	16647	1	E																								0	False	
QGNH01000498.1_31	QGNH01000498.1	QGNH01000498.1	31	16713	17993	1	E			YP_010679335.1	YP_010679335.1 2'-5' RNA ligase [Bacillus phage PBC2]	False	0.304	188.0	6.097e-50													VOG00459	sp|P32277|RLIG2_BPT4 RNA ligase 2; Xh	Xh	0	False	
QGNH01000498.1_32	QGNH01000498.1	QGNH01000498.1	32	17990	18862	1	C	K26036	Escherichia phage polynucleotide kinase [EC:2.7.1.78 3.1.3.34]	YP_009595334.1	YP_009595334.1 polynucleotide kinase [Pseudomonas phage phiPMW]	False	0.443	233.0	3.85e-67								AAA domain [PF13671.9]; HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]; Zeta toxin [PF06414.15]					VOG07198	sp|P06855|KIPN_BPT4 Polynucleotide kinase; XhXp	Xp;Xh	0	False	
QGNH01000498.1_33	QGNH01000498.1	QGNH01000498.1	33	18847	19326	1	C	K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	YP_009099025.1	YP_009099025.1 endolysin [Caulobacter phage Cr30]	False	0.335	64.0	6.09e-11								Cell Wall Hydrolase [PF07486.15]								0	False	
QGNH01000498.1_34	QGNH01000498.1	QGNH01000498.1	34	19323	19499	1	E																								0	False	
QGNH01000498.1_35	QGNH01000498.1	QGNH01000498.1	35	19509	19805	1	E																								0	False	
QGNH01000498.1_36	QGNH01000498.1	QGNH01000498.1	36	19815	20120	1	E																								0	False	
QGNH01000498.1_37	QGNH01000498.1	QGNH01000498.1	37	20424	20801	1	E																								0	False	
