	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_001968815.1_NZ_MIEQ01000010.1_1	GCF_001968815.1	NZ_MIEQ01000010.1	1	286	567	1	D										Transcriptional activator HlyU [PF10115.12]					0
GCF_001968815.1_NZ_MIEQ01000010.1_2	GCF_001968815.1	NZ_MIEQ01000010.1	2	570	1727	-1	D										Domain of unknown function (DUF5610) [PF18433.4]					0
GCF_001968815.1_NZ_MIEQ01000010.1_3	GCF_001968815.1	NZ_MIEQ01000010.1	3	2155	2892	1	D										Helix-turn-helix domain [PF12833.10]					0
GCF_001968815.1_NZ_MIEQ01000010.1_4	GCF_001968815.1	NZ_MIEQ01000010.1	4	2973	3893	1	D										EamA-like transporter family [PF00892.23]					0
GCF_001968815.1_NZ_MIEQ01000010.1_5	GCF_001968815.1	NZ_MIEQ01000010.1	5	4005	4796	1	C	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]								Calcineurin-like phosphoesterase [PF00149.31]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					0
GCF_001968815.1_NZ_MIEQ01000010.1_6	GCF_001968815.1	NZ_MIEQ01000010.1	6	5272	8541	1	D			MER1209536	M10B	MER1209536 - subfamily M10B unassigned peptidases (Marinobacterium litorale) [M10.UPB]#M10B#{peptidase unit: 43-200}~source WP_051299307~	False	0.379	101.0	9.401000000000001e-20	Peptidase M10 serralysin C terminal [PF08548.14]; Calx-beta domain [PF03160.17]; Bacterial Ig domain [PF17963.4]; Cadherin-like domain [PF17892.4]; Domain of unknown function (DUF4214) [PF13946.9]; Matrixin [PF00413.27]					0
GCF_001968815.1_NZ_MIEQ01000010.1_7	GCF_001968815.1	NZ_MIEQ01000010.1	7	8640	9455	1	E															0
GCF_001968815.1_NZ_MIEQ01000010.1_8	GCF_001968815.1	NZ_MIEQ01000010.1	8	9687	10595	1	E															0
GCF_001968815.1_NZ_MIEQ01000010.1_9	GCF_001968815.1	NZ_MIEQ01000010.1	9	10843	11085	-1	E															0
GCF_001968815.1_NZ_MIEQ01000010.1_10	GCF_001968815.1	NZ_MIEQ01000010.1	10	11573	13591	-1	C	K03702	excinuclease ABC subunit B								Type III restriction enzyme, res subunit [PF04851.18]; UvrB interaction domain [PF17757.4]; Ultra-violet resistance protein B [PF12344.11]; Helicase conserved C-terminal domain [PF00271.34]; UvrB/uvrC motif [PF02151.22]					0
GCF_001968815.1_NZ_MIEQ01000010.1_11	GCF_001968815.1	NZ_MIEQ01000010.1	11	13785	14972	1	C	K00812	aspartate aminotransferase [EC:2.6.1.1]								Aminotransferase class I and II [PF00155.24]; DegT/DnrJ/EryC1/StrS aminotransferase family [PF01041.20]					0
GCF_001968815.1_NZ_MIEQ01000010.1_12	GCF_001968815.1	NZ_MIEQ01000010.1	12	15050	15454	-1	D										Hemerythrin HHE cation binding domain [PF01814.26]					0
GCF_001968815.1_NZ_MIEQ01000010.1_13	GCF_001968815.1	NZ_MIEQ01000010.1	13	15561	16562	-1	D										HD domain [PF13487.9]					0
GCF_001968815.1_NZ_MIEQ01000010.1_14	GCF_001968815.1	NZ_MIEQ01000010.1	14	16988	18373	-1	C	K07175	PhoH-like ATPase								PhoH-like protein [PF02562.19]; PIN domain [PF13638.9]; AAA domain [PF13245.9]					0
GCF_001968815.1_NZ_MIEQ01000010.1_15	GCF_001968815.1	NZ_MIEQ01000010.1	15	19073	20446	1	C	K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]								Domain of unknown function (DUF3412) [PF11892.11]; Pyrimidine/purine nucleotide 5'-monophosphate nucleosidases [PF14793.9]; Possible lysine decarboxylase [PF03641.17]; SLOG cluster4 family [PF18306.4]					0
GCF_001968815.1_NZ_MIEQ01000010.1_16	GCF_001968815.1	NZ_MIEQ01000010.1	16	20562	21746	-1	C	K00626	acetyl-CoA C-acetyltransferase [EC:2.3.1.9]								Thiolase, N-terminal domain [PF00108.26]; Thiolase, C-terminal domain [PF02803.21]					0
GCF_001968815.1_NZ_MIEQ01000010.1_17	GCF_001968815.1	NZ_MIEQ01000010.1	17	22274	23020	1	D										Mitochondrial biogenesis AIM24 [PF01987.20]					0
GCF_001968815.1_NZ_MIEQ01000010.1_18	GCF_001968815.1	NZ_MIEQ01000010.1	18	23115	24215	1	C	K19304	murein DD-endopeptidase [EC:3.4.24.-]	MER0084076	M23B	MER0084076 - subfamily M23B unassigned peptidases (Neptuniibacter caesariensis) [M23.UPB]#M23B#{peptidase unit: 119-287}~source EAR60965~	False	0.648	218.0	1.167e-60	Peptidase family M23 [PF01551.25]					0
GCF_001968815.1_NZ_MIEQ01000010.1_19	GCF_001968815.1	NZ_MIEQ01000010.1	19	24158	24751	1	D										Polymer-forming cytoskeletal [PF04519.16]					0
GCF_001968815.1_NZ_MIEQ01000010.1_20	GCF_001968815.1	NZ_MIEQ01000010.1	20	24845	25624	1	D			MER0098649	C44	MER0098649 - family C44 unassigned peptidases (Chrysiogenes arsenatis) [C44.UPW]#C44#{peptidase unit: 39-291}~source orf00595-TG_gca_382~	True	0.727	373.0	8.744e-116	Glutamine amidotransferases class-II [PF13230.9]; Glutamine amidotransferase domain [PF13522.9]					0
GCF_001968815.1_NZ_MIEQ01000010.1_21	GCF_001968815.1	NZ_MIEQ01000010.1	21	25908	27614	1	C	K01897	long-chain acyl-CoA synthetase [EC:6.2.1.3]								AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9]					0
GCF_001968815.1_NZ_MIEQ01000010.1_22	GCF_001968815.1	NZ_MIEQ01000010.1	22	27776	31936	1	C	K03578	ATP-dependent helicase HrpA [EC:3.6.4.13]								Domain of unknown function (DUF3418) [PF11898.11]; Helicase associated domain (HA2) [PF04408.26]; Flavivirus DEAD domain [PF07652.17]; Oligonucleotide/oligosaccharide-binding (OB)-fold [PF07717.19]					0
GCF_001968815.1_NZ_MIEQ01000010.1_23	GCF_001968815.1	NZ_MIEQ01000010.1	23	32030	32197	1	E															0
GCF_001968815.1_NZ_MIEQ01000010.1_24	GCF_001968815.1	NZ_MIEQ01000010.1	24	32493	33422	1	D										Gram-negative porin [PF13609.9]; Gram-negative porin [PF00267.24]					0
GCF_001968815.1_NZ_MIEQ01000010.1_25	GCF_001968815.1	NZ_MIEQ01000010.1	25	33567	34358	1	C	K04754	phospholipid-binding lipoprotein MlaA								MlaA lipoprotein [PF04333.16]					0
GCF_001968815.1_NZ_MIEQ01000010.1_26	GCF_001968815.1	NZ_MIEQ01000010.1	26	34518	35675	1	C	K07315	phosphoserine phosphatase RsbU/P [EC:3.1.3.3]								Stage II sporulation protein E (SpoIIE) [PF07228.15]; Response regulator receiver domain [PF00072.27]					0
GCF_001968815.1_NZ_MIEQ01000010.1_27	GCF_001968815.1	NZ_MIEQ01000010.1	27	35730	36212	1	D										STAS domain [PF01740.24]					0
GCF_001968815.1_NZ_MIEQ01000010.1_28	GCF_001968815.1	NZ_MIEQ01000010.1	28	36478	36945	1	D										Cyclic nucleotide-binding domain [PF00027.32]					0
GCF_001968815.1_NZ_MIEQ01000010.1_29	GCF_001968815.1	NZ_MIEQ01000010.1	29	36979	37614	1	E															0
GCF_001968815.1_NZ_MIEQ01000010.1_30	GCF_001968815.1	NZ_MIEQ01000010.1	30	37652	39010	-1	C	K01768	adenylate cyclase [EC:4.6.1.1]								Adenylate and Guanylate cyclase catalytic domain [PF00211.23]					0
