PHET01000037.1_orf32881	7c1d81daa0291820ea211eca471e84f5	369	SUPERFAMILY	SSF46785	"Winged helix" DNA-binding domain	162	214	3.31E-5	T	24-06-2023	IPR036390	Winged helix DNA-binding domain superfamily
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	SMART	SM00292	BRCT_7	631	708	4.8E-11	T	24-06-2023	IPR001357	BRCT domain
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:2.40.50.140	-	346	417	8.6E-31	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Pfam	PF00533	BRCA1 C Terminus (BRCT) domain	634	705	1.1E-11	T	24-06-2023	IPR001357	BRCT domain
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	FunFam	G3DSA:3.30.470.30:FF:000001	DNA ligase	77	343	5.8E-92	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Hamap	MF_01588	DNA ligase [ligA].	14	705	49.151909	T	24-06-2023	IPR001679	NAD-dependent DNA ligase
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:1.10.150.20	-	543	619	3.5E-24	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	SUPERFAMILY	SSF56091	DNA ligase/mRNA capping enzyme, catalytic domain	14	346	4.11E-109	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Pfam	PF03119	NAD-dependent DNA ligase C4 zinc finger domain	435	461	3.3E-11	T	24-06-2023	IPR004149	Zinc-finger, NAD-dependent DNA ligase C4-type
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	FunFam	G3DSA:1.10.150.20:FF:000006	DNA ligase	542	621	3.2E-23	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	SMART	SM00532	ligaN3	15	475	1.2E-247	T	24-06-2023	IPR013840	NAD-dependent DNA ligase, N-terminal
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	SUPERFAMILY	SSF47781	RuvA domain 2-like	432	621	7.04E-54	T	24-06-2023	IPR010994	RuvA domain 2-like
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	FunFam	G3DSA:2.40.50.140:FF:000012	DNA ligase	345	418	7.5E-32	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Pfam	PF12826	Helix-hairpin-helix motif	550	611	4.1E-21	T	24-06-2023	IPR041663	DisA/LigA, helix-hairpin-helix motif
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	ProSitePatterns	PS01055	NAD-dependent DNA ligase signature 1.	126	155	-	T	24-06-2023	IPR018239	NAD-dependent DNA ligase, active site
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:1.10.150.20	-	457	542	5.2E-20	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	TIGRFAM	TIGR00575	dnlj: DNA ligase, NAD-dependent	23	701	7.4E-240	T	24-06-2023	IPR001679	NAD-dependent DNA ligase
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:6.20.10.30	-	419	456	1.4E-17	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	ProSitePatterns	PS01056	NAD-dependent DNA ligase signature 2.	359	374	-	T	24-06-2023	IPR033136	NAD-dependent DNA ligase, conserved site
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	FunFam	G3DSA:3.40.50.10190:FF:000054	DNA ligase	618	707	4.3E-30	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Pfam	PF01653	NAD-dependent DNA ligase adenylation domain	15	346	1.1E-115	T	24-06-2023	IPR013839	NAD-dependent DNA ligase, adenylation
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:3.40.50.10190	BRCT domain	620	707	1.2E-26	T	24-06-2023	IPR036420	BRCT domain superfamily
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	ProSiteProfiles	PS50172	BRCT domain profile.	629	716	14.11856	T	24-06-2023	IPR001357	BRCT domain
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	CDD	cd00114	LIGANc	18	345	5.275E-154	T	24-06-2023	IPR013839	NAD-dependent DNA ligase, adenylation
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	345	429	1.46E-26	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:1.10.287.610	Helix hairpin bin	12	82	8.9E-27	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Coils	Coil	Coil	13	33	-	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Pfam	PF03120	NAD-dependent DNA ligase OB-fold domain	350	426	6.0E-33	T	24-06-2023	IPR004150	NAD-dependent DNA ligase, OB-fold
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	PANTHER	PTHR23389	CHROMOSOME TRANSMISSION FIDELITY FACTOR 18	21	563	7.2E-33	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	FunFam	G3DSA:1.10.287.610:FF:000002	DNA ligase	11	76	3.2E-25	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	SUPERFAMILY	SSF52113	BRCT domain	628	710	2.06E-18	T	24-06-2023	IPR036420	BRCT domain superfamily
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	CDD	cd17748	BRCT_DNA_ligase_like	634	704	3.59482E-13	T	24-06-2023	-	-
PHET01000034.1_orf15673	0b30a659284b6bc9c2c7c32b24155878	716	Gene3D	G3DSA:3.30.470.30	DNA ligase/mRNA capping enzyme	83	345	2.2E-92	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	FunFam	G3DSA:3.10.310.40:FF:000001	Alanine--tRNA ligase	764	873	3.6E-18	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	ProSiteProfiles	PS50860	Alanyl-transfer RNA synthetases family profile.	1	709	122.352936	T	24-06-2023	IPR018165	Alanyl-tRNA synthetase, class IIc, core domain
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	SUPERFAMILY	SSF101353	Putative anticodon-binding domain of alanyl-tRNA synthetase (AlaRS)	241	460	5.23E-61	T	24-06-2023	IPR018162	Alanine-tRNA ligase, class IIc, anti-codon-binding domain superfamily
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Hamap	MF_00036_B	Alanine--tRNA ligase [alaS].	1	876	165.486771	T	24-06-2023	IPR023033	Alanine-tRNA ligase, eukaryota/bacteria
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Gene3D	G3DSA:3.30.930.10	Bira Bifunctional Protein; Domain 2	1	237	1.1E-103	T	24-06-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	SUPERFAMILY	SSF55681	Class II aaRS and biotin synthetases	2	240	3.98E-95	T	24-06-2023	IPR045864	Class II Aminoacyl-tRNA synthetase/Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL)
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Pfam	PF02272	DHHA1 domain	737	872	4.8E-15	T	24-06-2023	IPR003156	DHHA1 domain
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	PANTHER	PTHR11777	ALANYL-TRNA SYNTHETASE	2	871	2.7E-266	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	Gene3D	G3DSA:6.10.250.550	-	701	760	1.3E-5	T	24-06-2023	-	-
PHET01000009.1_orf21189	43a08435251dce77c19d5c0b2d49d434	876	FunFam	G3DSA:3.30.54.20:FF:000001	Alanine--tRNA ligase	624	677	7.8E-21	T	24-06-2023	-	-
