locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_JACVAI010000010.1_1		K16088	COG4773		phrog_5687		KEGG:K16088	826	2.7e-236	784.9		TC.FEV.OM1, fhuE, fpvA, fptA; outer-membrane receptor for ferric coprogen and ferric-rhodotorulic acid
NZ_JACVAI010000010.1_2												Hypothetical
NZ_JACVAI010000010.1_3	K02364	K02364	COG3320		phrog_28622, phrog_28622		COG:COG3320	1075	3.6e-215	715.3		Lys2b:Lysine biosynthesis
NZ_JACVAI010000010.1_4		K15654, K15663, K16228, K16228	COG3433, COG3320, COG3320, COG3320, COG2175		phrog_28622, phrog_28622, phrog_28622, phrog_28622		KEGG:K15654	4496	0	2209.8		srfAA, lchAA; surfactin family lipopeptide synthetase A
NZ_JACVAI010000010.1_5		K16093, K16228	COG3433, COG3433, COG3320		phrog_28622, phrog_28622, phrog_28622, phrog_28622, phrog_28622		KEGG:K16093	4122	0	1701.6		bacA; bacitracin synthase 1
NZ_JACVAI010000010.1_6		K12242	COG3208				COG:COG3208	245	7.5e-86	287.1		GrsT:
NZ_JACVAI010000010.1_7	K12405	K24444, K12405	COG3255			VOG02472	COG:COG3255	378	5.1e-43	146.0		SCP2:
NZ_JACVAI010000010.1_8		K00034	COG4221		phrog_3142	VOG09790	KEGG:K00034	263	5.2e-110	365.4	1.1.1.47	gdh; glucose 1-dehydrogenase
NZ_JACVAI010000010.1_9		K22934	COG3387	GH15			COG:COG3387	609	9.9e-206	683.6		SGA1:
NZ_JACVAI010000010.1_10		K13633	COG4977		phrog_11275	VOG06583	COG:COG4977	320	1.6e-105	351.9		GlxA:
NZ_JACVAI010000010.1_11		K18199	COG4977		phrog_18258		KEGG:K18199	228	2.1e-116	388.1	4.2.1.103	inhA; cyclohexyl-isocyanide hydratase
NZ_JACVAI010000010.1_12			COG3832				COG:COG3832	163	9.9e-25	85.7		YndB:
NZ_JACVAI010000010.1_13			COG3755		phrog_4895		COG:COG3755	134	6.1e-47	158.4		YecT:
NZ_JACVAI010000010.1_14												Hypothetical
NZ_JACVAI010000010.1_15												Hypothetical
NZ_JACVAI010000010.1_16		K06871	COG0641		phrog_1802	VOG00127	COG:COG0641	477	5.4e-112	373.6		AslB:
NZ_JACVAI010000010.1_17	K08685	K08685					FOAM:K08685	527	5.1e-229	759.3	1.4.9.1	qhpA; quinohemoprotein amine dehydrogenase
NZ_JACVAI010000010.1_18	K00146	K00146	COG1012		phrog_15577		FOAM:K00146	497	4.7e-230	762.3	1.2.1.39	feaB; phenylacetaldehyde dehydrogenase
NZ_JACVAI010000010.1_19		K21256	COG0644				COG:COG0644	430	9.5e-39	131.7		FixC:
NZ_JACVAI010000010.1_20		K13277	COG3367		phrog_3677	VOG14942	KEGG:K13277	226	1.3e-28	97.7	3.4.21.-	epr; minor extracellular protease Epr
NZ_JACVAI010000010.1_21		K06147	COG1132		phrog_2392	VOG02992	COG:COG1132	573	1.8e-182	606.6		MdlB:
NZ_JACVAI010000010.1_22		K21405	COG3284		phrog_7998		KEGG:K21405	635	1.4e-183	610.4		acoR; sigma-54 dependent transcriptional regulator, acetoin dehydrogenase operon transcriptional activator AcoR
NZ_JACVAI010000010.1_23		K05515	COG0768				KEGG:K05515	631	2.4e-233	774.7	3.4.16.4	mrdA; penicillin-binding protein 2
NZ_JACVAI010000010.1_24	K00320	K00320	COG2141				COG:COG2141	308	1.2e-50	171.0		SsuD:Pyrimidine degradation
NZ_JACVAI010000011.1_1		K11021					KEGG:K11021	207	3e-54	182.9		tccC; insecticidal toxin complex protein TccC
NZ_JACVAI010000011.1_2		K11021	COG4104		phrog_10385		KEGG:K11021	476	1.7e-98	329.4		tccC; insecticidal toxin complex protein TccC
NZ_JACVAI010000013.1_1		K11021					KEGG:K11021	71	9.1e-16	55.6		tccC; insecticidal toxin complex protein TccC
NZ_JACVAI010000013.1_2		K11021, K09214			phrog_10385	VOG05431	KEGG:K11021	401	1.3e-61	207.4		tccC; insecticidal toxin complex protein TccC
NZ_JACVAI010000015.1_1												Hypothetical
NZ_JACVAI010000017.1_1		K11021					KEGG:K11021	193	5.6e-66	221.8		tccC; insecticidal toxin complex protein TccC
NZ_JACVAI010000018.1_1		K00404	COG3278				COG:COG3278	189	8.3e-87	290.1		CcoN:
NZ_JACVAI010000019.1_1		K00404	COG3278				COG:COG3278	167	2.5e-99	331.4		CcoN:
