	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001341.1_1	QGNH01001341.1	QGNH01001341.1	1	1	213	-1	D																Ftsk gamma domain [PF09397.13]								0	False	F
QGNH01001341.1_2	QGNH01001341.1	QGNH01001341.1	2	221	592	-1	E																								0	False	F
QGNH01001341.1_3	QGNH01001341.1	QGNH01001341.1	3	589	1167	-1	E																								0	False	F
QGNH01001341.1_4	QGNH01001341.1	QGNH01001341.1	4	1374	1862	-1	E																								0	False	F
QGNH01001341.1_5	QGNH01001341.1	QGNH01001341.1	5	2030	2860	-1	E																								0	False	F
QGNH01001341.1_6	QGNH01001341.1	QGNH01001341.1	6	2857	3087	-1	E																								0	False	F
QGNH01001341.1_7	QGNH01001341.1	QGNH01001341.1	7	3129	4256	-1	D																AAA domain [PF13401.9]; Bacterial TniB protein [PF05621.14]					VOG02271	sp|P03763|TARGB_BPMU ATP-dependent target DNA activator B; XhXr	Xh;Xr	0	False	VF
QGNH01001341.1_8	QGNH01001341.1	QGNH01001341.1	8	4225	6462	-1	D			YP_009285895.1	YP_009285895.1 Mu transposase C-terminal domain-containing protein [Rhodovulum phage vB_RhkS_P1]	False	0.209	102.0	1.526e-20								Bacteriophage Mu transposase [PF02914.18]; Mu DNA binding, I gamma subdomain [PF09039.14]; Mu transposase, C-terminal [PF09299.14]					VOG00376	sp|P16942|T629_SHISO Transposase for insertion sequence element IS629; Xr	Xr	0	False	VF
QGNH01001341.1_9	QGNH01001341.1	QGNH01001341.1	9	6459	6746	-1	E																								0	False	
QGNH01001341.1_10	QGNH01001341.1	QGNH01001341.1	10	6743	7249	-1	E																								0	False	
QGNH01001341.1_11	QGNH01001341.1	QGNH01001341.1	11	7413	7697	-1	E																								0	False	
QGNH01001341.1_12	QGNH01001341.1	QGNH01001341.1	12	7694	8164	-1	E																								0	False	
QGNH01001341.1_13	QGNH01001341.1	QGNH01001341.1	13	8304	9221	1	D									MER0079167	S24	MER0079167 - family S24 unassigned peptidases (Methylorubrum populi) [S24.UPW]#S24#{peptidase unit: 85-210}~source ACB80223~	False	61.0	1.734e-08	0.308	Peptidase S24-like [PF00717.26]; Helix-turn-helix domain [PF12844.10]								0	False	P
QGNH01001341.1_14	QGNH01001341.1	QGNH01001341.1	14	9695	9892	-1	E																								0	False	
QGNH01001341.1_15	QGNH01001341.1	QGNH01001341.1	15	10022	10468	1	E																								0	False	
QGNH01001341.1_16	QGNH01001341.1	QGNH01001341.1	16	10465	10791	1	E																								0	False	
QGNH01001341.1_17	QGNH01001341.1	QGNH01001341.1	17	10809	11510	1	E																								0	False	
QGNH01001341.1_18	QGNH01001341.1	QGNH01001341.1	18	11513	12949	1	E			YP_009285918.1	YP_009285918.1 terminase large subunit [Rhodovulum phage vB_RhkS_P1]	False	0.242	143.0	2.296e-34													VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001341.1_19	QGNH01001341.1	QGNH01001341.1	19	12978	13211	1	E																								0	False	
QGNH01001341.1_20	QGNH01001341.1	QGNH01001341.1	20	13208	15637	1	D			YP_007878110.1	YP_007878110.1 portal protein [Vibrio phage henriette 12B8]	False	0.249	89.0	1.265e-16								Phage portal protein [PF04860.15]; Phage Mu protein F like protein [PF04233.17]					VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xs;Xp;Xr	0	False	V
QGNH01001341.1_21	QGNH01001341.1	QGNH01001341.1	21	15669	16586	1	D																Caudovirus prohead serine protease [PF04586.20]					VOG02183	sp|D3WAC4|PRO_BPLP2 Probable capsid maturation protease; XhXs	Xh;Xs	0	False	V
QGNH01001341.1_22	QGNH01001341.1	QGNH01001341.1	22	16633	18030	1	D																Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01001341.1_23	QGNH01001341.1	QGNH01001341.1	23	18178	18987	1	E																								0	False	
QGNH01001341.1_24	QGNH01001341.1	QGNH01001341.1	24	19146	19388	1	E																								0	False	
QGNH01001341.1_25	QGNH01001341.1	QGNH01001341.1	25	19636	19875	1	E																								0	False	
QGNH01001341.1_26	QGNH01001341.1	QGNH01001341.1	26	19944	20714	1	E																								0	False	
QGNH01001341.1_27	QGNH01001341.1	QGNH01001341.1	27	20711	21316	1	E																								0	False	
QGNH01001341.1_28	QGNH01001341.1	QGNH01001341.1	28	21316	21762	1	E																								0	False	
QGNH01001341.1_29	QGNH01001341.1	QGNH01001341.1	29	21785	22222	1	E																								0	False	
QGNH01001341.1_30	QGNH01001341.1	QGNH01001341.1	30	22306	23754	1	E																								0	False	
QGNH01001341.1_31	QGNH01001341.1	QGNH01001341.1	31	23857	24276	1	E																								0	False	
QGNH01001341.1_32	QGNH01001341.1	QGNH01001341.1	32	24354	26342	1	E																								0	False	
QGNH01001341.1_33	QGNH01001341.1	QGNH01001341.1	33	26478	26975	1	E																								0	False	
QGNH01001341.1_34	QGNH01001341.1	QGNH01001341.1	34	26986	27462	1	E																								0	False	
QGNH01001341.1_35	QGNH01001341.1	QGNH01001341.1	35	27602	27937	1	E																								0	False	
QGNH01001341.1_36	QGNH01001341.1	QGNH01001341.1	36	27939	28529	1	E																								0	False	
QGNH01001341.1_37	QGNH01001341.1	QGNH01001341.1	37	28526	29764	1	E																								0	False	
QGNH01001341.1_38	QGNH01001341.1	QGNH01001341.1	38	29777	30445	1	E																								0	False	
QGNH01001341.1_39	QGNH01001341.1	QGNH01001341.1	39	30561	31727	1	E			YP_007674603.1	YP_007674603.1 tail collar fiber protein [Synechococcus phage S-SKS1]	False	0.36	96.0	1.394e-19													VOG04248	sp|P33227|STFE_ECOLI Putative uncharacterized protein StfE; Xu	Xu	0	False	
QGNH01001341.1_40	QGNH01001341.1	QGNH01001341.1	40	31728	32675	1	E																								0	False	F
QGNH01001341.1_41	QGNH01001341.1	QGNH01001341.1	41	32678	32899	1	E																								0	False	F
QGNH01001341.1_42	QGNH01001341.1	QGNH01001341.1	42	32984	33214	1	E																								0	False	F
QGNH01001341.1_43	QGNH01001341.1	QGNH01001341.1	43	33328	34140	1	E																								0	False	F
QGNH01001341.1_44	QGNH01001341.1	QGNH01001341.1	44	34176	35015	1	C	K06223	DNA adenine methylase [EC:2.1.1.72]	NP_536383.1	NP_536383.1 DNA methyltransferase [Burkholderia phage phiE125]	False	0.387	158.0	2.135e-41								D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]								0	False	F
QGNH01001341.1_45	QGNH01001341.1	QGNH01001341.1	45	35382	36830	1	D																Family 4 glycosyl hydrolase [PF02056.19]; Family 4 glycosyl hydrolase C-terminal domain [PF11975.11]	GH4	GH4 maltose-6-phosphate glucosidase (EC 3.2.1.122); alpha-glucosidase (EC 3.2.1.20); alpha-galactosidase (EC 3.2.1.22); 6-phospho-beta-glucosidase (EC 3.2.1.86); alpha-glucuronidase (EC 3.2.1.139); alpha-galacturonase (EC 3.2.1.67); palatinase (EC 3.2.1.-)	3.2.1.122,3.2.1.139,3.2.1.20,3.2.1.22,3.2.1.67,3.2.1.86	GH4.hmm				0	False	F
