	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_001975825.1_NZ_MTKN01000001.1_1	GCF_001975825.1	NZ_MTKN01000001.1	1	3	170	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_2	GCF_001975825.1	NZ_MTKN01000001.1	2	456	1184	1	D										Bacterial regulatory proteins, luxR family [PF00196.22]					0
GCF_001975825.1_NZ_MTKN01000001.1_3	GCF_001975825.1	NZ_MTKN01000001.1	3	1312	2328	-1	D										IstB-like ATP binding protein [PF01695.20]					0
GCF_001975825.1_NZ_MTKN01000001.1_4	GCF_001975825.1	NZ_MTKN01000001.1	4	2654	2890	-1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_5	GCF_001975825.1	NZ_MTKN01000001.1	5	2963	3847	-1	D										Helix-turn-helix domain [PF12833.10]; AraC-like ligand binding domain [PF02311.22]					0
GCF_001975825.1_NZ_MTKN01000001.1_6	GCF_001975825.1	NZ_MTKN01000001.1	6	3996	6464	1	D										Glycosyl hydrolase family 67 N-terminus [PF03648.17]					0
GCF_001975825.1_NZ_MTKN01000001.1_7	GCF_001975825.1	NZ_MTKN01000001.1	7	7032	7328	-1	D										Family of unknown function (DUF6804) [PF20619.1]					0
GCF_001975825.1_NZ_MTKN01000001.1_8	GCF_001975825.1	NZ_MTKN01000001.1	8	7335	7505	-1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_9	GCF_001975825.1	NZ_MTKN01000001.1	9	7682	8923	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_10	GCF_001975825.1	NZ_MTKN01000001.1	10	8940	9383	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_11	GCF_001975825.1	NZ_MTKN01000001.1	11	9386	10873	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_12	GCF_001975825.1	NZ_MTKN01000001.1	12	10879	14394	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_13	GCF_001975825.1	NZ_MTKN01000001.1	13	14391	15584	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_14	GCF_001975825.1	NZ_MTKN01000001.1	14	15577	17076	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_15	GCF_001975825.1	NZ_MTKN01000001.1	15	17073	17729	1	D										OmpA family [PF00691.23]					0
GCF_001975825.1_NZ_MTKN01000001.1_16	GCF_001975825.1	NZ_MTKN01000001.1	16	17836	18492	-1	D										Response regulator receiver domain [PF00072.27]; Bacterial regulatory proteins, luxR family [PF00196.22]					0
GCF_001975825.1_NZ_MTKN01000001.1_17	GCF_001975825.1	NZ_MTKN01000001.1	17	18489	19310	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]					0
GCF_001975825.1_NZ_MTKN01000001.1_18	GCF_001975825.1	NZ_MTKN01000001.1	18	19280	19954	-1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_19	GCF_001975825.1	NZ_MTKN01000001.1	19	19965	20429	-1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_20	GCF_001975825.1	NZ_MTKN01000001.1	20	20793	21734	1	D			MER0221851	C14B	MER0221851 - subfamily C14B unassigned peptidases (Clostridium saccharolyticum) [C14.UPB]#C14B#{peptidase unit: 4-165}~source YP_003822937~	False	0.505	156.0	5.528e-40	Caspase domain [PF00656.25]					0
GCF_001975825.1_NZ_MTKN01000001.1_21	GCF_001975825.1	NZ_MTKN01000001.1	21	21731	22768	1	D										Sulfatase-modifying factor enzyme 1 [PF03781.19]					0
GCF_001975825.1_NZ_MTKN01000001.1_22	GCF_001975825.1	NZ_MTKN01000001.1	22	22786	23112	1	C	K09946	uncharacterized protein								Domain of unknown function (DUF1508) [PF07411.15]					0
GCF_001975825.1_NZ_MTKN01000001.1_23	GCF_001975825.1	NZ_MTKN01000001.1	23	23171	23344	1	D										PBCV-specific basic adaptor domain [PF08789.13]					0
GCF_001975825.1_NZ_MTKN01000001.1_24	GCF_001975825.1	NZ_MTKN01000001.1	24	23363	23578	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_25	GCF_001975825.1	NZ_MTKN01000001.1	25	23590	24729	1	D										Protein of unknown function (DUF4236) [PF14020.9]					0
GCF_001975825.1_NZ_MTKN01000001.1_26	GCF_001975825.1	NZ_MTKN01000001.1	26	24857	26086	1	D										PepSY-associated TM region [PF03929.19]					0
GCF_001975825.1_NZ_MTKN01000001.1_27	GCF_001975825.1	NZ_MTKN01000001.1	27	26388	28019	1	D			MER0190124	M28X	MER0190124 - family M28 unassigned peptidases (Chitinophaga pinensis) [M28.UPW]#M28X#{peptidase unit: 248-546}~source YP_003119727~	True	0.778	476.0	2.269e-146	Peptidase family M28 [PF04389.20]; PA domain [PF02225.25]					0
GCF_001975825.1_NZ_MTKN01000001.1_28	GCF_001975825.1	NZ_MTKN01000001.1	28	28346	28579	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_29	GCF_001975825.1	NZ_MTKN01000001.1	29	28669	29031	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_30	GCF_001975825.1	NZ_MTKN01000001.1	30	29078	29584	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_31	GCF_001975825.1	NZ_MTKN01000001.1	31	29622	30098	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_32	GCF_001975825.1	NZ_MTKN01000001.1	32	30137	30757	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_33	GCF_001975825.1	NZ_MTKN01000001.1	33	30893	31315	1	E															0
GCF_001975825.1_NZ_MTKN01000001.1_34	GCF_001975825.1	NZ_MTKN01000001.1	34	31290	31436	1	E															0
