locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
CAIQHB010000001.1_1												Hypothetical
CAIQHB010000001.1_2												Hypothetical
CAIQHB010000001.1_3												Hypothetical
CAIQHB010000001.1_4		K03154	COG2104				COG:COG2104	61	1.1e-11	41.8		ThiS:Thiamine biosynthesis
CAIQHB010000001.1_5		K21029	COG0476		phrog_19840	VOG05073	COG:COG0476	244	3.8e-100	333.7		ThiF:Molybdopterin biosynthesis
CAIQHB010000001.1_6			COG4081				COG:COG4081	150	2e-62	207.1		:
CAIQHB010000001.1_7			COG4033				COG:COG4033	124	2.5e-39	131.2		:
CAIQHB010000001.1_8		K03636	COG1977				COG:COG1977	93	2.1e-20	70.4		MoaD:Molybdopterin biosynthesis
CAIQHB010000001.1_9		K03635	COG0314				COG:COG0314	132	1.4e-51	172.3		MoaE:Molybdopterin biosynthesis
CAIQHB010000001.1_10		K03926	COG1324				COG:COG1324	111	2.8e-44	148.5		CutA1:
CAIQHB010000001.1_11												Hypothetical
CAIQHB010000001.1_12		K02239	COG0345				KEGG:K02239	268	7.4e-81	268.6		comER; competence protein ComER
CAIQHB010000001.1_13		K13525	COG0464, COG1222		phrog_30773, phrog_30773	VOG00842, VOG00842	KEGG:K13525	725	0	1054.2		VCP, CDC48; transitional endoplasmic reticulum ATPase
CAIQHB010000001.1_14		K18843	COG1598		phrog_497		COG:COG1598	84	7.3e-15	53.3		HicB:
CAIQHB010000001.1_15												Hypothetical
CAIQHB010000001.1_16												Hypothetical
CAIQHB010000001.1_17		K07725	COG1846				COG:COG1846	104	1.1e-07	29.3		MarR:
CAIQHB010000001.1_18												Hypothetical
CAIQHB010000001.1_19												Hypothetical
CAIQHB010000002.1_1		K19760, K24734	COG4946, COG4946		phrog_19311, phrog_19311, phrog_19311, phrog_19311, phrog_19311	VOG00016, VOG33050, VOG33050, VOG33050	KEGG:K19760	569	2.4e-166	275.3		DAW1; dynein assembly factor with WDR repeat domains 1
CAIQHB010000002.1_2		K06942	COG0012		phrog_23947		KEGG:K06942	392	8.1e-106	352.4		ychF; ribosome-binding ATPase
CAIQHB010000002.1_3	K00441	K00441	COG1035				FOAM:K00441	364	1.1e-103	344.8	1.12.98.1	frhB; coenzyme F420 hydrogenase subunit beta
CAIQHB010000002.1_4		K07072	COG1548				KEGG:K07072	325	6.9e-105	348.4	2.5.1.131	mfnF; (4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase
CAIQHB010000002.1_5	K09808	K09808	COG4591				COG:COG4591	403	1.4e-93	311.8		LolE:
CAIQHB010000002.1_6	K09808	K09808	COG4591		phrog_6434		FOAM:K09808	386	3.4e-105	350.3		lolC_E; lipoprotein-releasing system permease protein
CAIQHB010000002.1_7		K23258	COG4119		phrog_1185	VOG00129	COG:COG4119	182	4e-75	250.7		:
CAIQHB010000002.1_8												Hypothetical
CAIQHB010000002.1_9		K09125	COG1738		phrog_4899	VOG01051	COG:COG1738	226	2e-72	241.2		YhhQ:
CAIQHB010000002.1_10												Hypothetical
CAIQHB010000002.1_11		K06213	COG2239				COG:COG2239	425	4.8e-58	194.4		MgtE:
CAIQHB010000002.1_12												Hypothetical
CAIQHB010000002.1_13		K03322	COG1914				COG:COG1914	425	9e-110	364.9		MntH:
CAIQHB010000002.1_14		K03718	COG1522		phrog_1687		COG:COG1522	153	1.6e-50	169.5		Lrp:
CAIQHB010000002.1_15												Hypothetical
CAIQHB010000002.1_16		K09733	COG1891				COG:COG1891	235	6e-93	309.0		MfnB:
CAIQHB010000002.1_17		K24017	COG1411				COG:COG1411	230	2.7e-75	251.4		:
CAIQHB010000002.1_18												Hypothetical
