	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001129.1_1	QGNH01001129.1	QGNH01001129.1	1	50	457	-1	E																								0	False	F
QGNH01001129.1_2	QGNH01001129.1	QGNH01001129.1	2	481	882	-1	E																								0	False	F
QGNH01001129.1_3	QGNH01001129.1	QGNH01001129.1	3	863	1432	-1	E			YP_001294625.1	YP_001294625.1 hypothetical protein ORF032 [Pseudomonas phage PA11]	False	0.385	107.0	2.869e-25																0	False	F
QGNH01001129.1_4	QGNH01001129.1	QGNH01001129.1	4	1451	1636	-1	E																								0	False	F
QGNH01001129.1_5	QGNH01001129.1	QGNH01001129.1	5	1822	2343	-1	D																Peptidase family M50 [PF02163.25]; PDZ domain [PF13180.9]								0	False	F
QGNH01001129.1_6	QGNH01001129.1	QGNH01001129.1	6	2340	2873	-1	D																Transglycosylase [PF00912.25]	GT51	GT51 murein polymerase (EC 2.4.1.129).	2.4.1.129	GT51.hmm				0	False	F
QGNH01001129.1_7	QGNH01001129.1	QGNH01001129.1	7	2870	3091	-1	E																								0	False	F
QGNH01001129.1_8	QGNH01001129.1	QGNH01001129.1	8	3111	3329	-1	E																								0	False	F
QGNH01001129.1_9	QGNH01001129.1	QGNH01001129.1	9	3431	3730	-1	E																								0	False	F
QGNH01001129.1_10	QGNH01001129.1	QGNH01001129.1	10	3886	4365	-1	D																Phage ABA sandwich domain [PF18066.4]								0	False	F
QGNH01001129.1_11	QGNH01001129.1	QGNH01001129.1	11	4362	4835	-1	D			YP_010765895.1	YP_010765895.1 hypothetical protein QGM58_gp07 [Pseudomonas phage LKA5]	False	0.496	144.0	1.228e-38								Protein of unknown function (DUF1643) [PF07799.15]					VOG13506	REFSEQ DUF1643 domain-containing protein; Xu	Xu	0	False	F
QGNH01001129.1_12	QGNH01001129.1	QGNH01001129.1	12	4832	5056	-1	E																								0	False	F
QGNH01001129.1_13	QGNH01001129.1	QGNH01001129.1	13	5043	5264	-1	E																								0	False	
QGNH01001129.1_14	QGNH01001129.1	QGNH01001129.1	14	5275	6276	-1	C	K07074	uncharacterized protein	YP_009098866.1	YP_009098866.1 nucleotidyltransferase [Caulobacter phage Cr30]	False	0.391	217.0	5.145e-61								RNA repair pathway DNA polymerase beta family [PF10127.12]					VOG01053	sp|P39242|Y05G_BPT4 Uncharacterized 38.9 kDa protein in nrdC-mobD intergenic region; Xu	Xu	0	False	
QGNH01001129.1_15	QGNH01001129.1	QGNH01001129.1	15	6255	6695	-1	E																								0	False	
