	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000479.1_1	QGNH01000479.1	QGNH01000479.1	1	389	1270	1	D																Protein of unknown function (DUF3150) [PF11348.11]								0	False	F
QGNH01000479.1_2	QGNH01000479.1	QGNH01000479.1	2	1364	2356	1	D			YP_009015858.1	YP_009015858.1 ATPase [Bacillus phage G]	False	0.371	201.0	1.636e-55								ATPase family associated with various cellular activities (AAA) [PF07726.14]; AAA domain (dynein-related subfamily) [PF07728.17]					VOG02489	sp|P04526|LOADL_BPT4 Sliding-clamp-loader large subunit; XhXr	Xh;Xr	0	False	VF
QGNH01000479.1_3	QGNH01000479.1	QGNH01000479.1	3	2353	3621	1	D			YP_009015868.1	YP_009015868.1 HNH endonuclease [Bacillus phage G]	False	0.303	181.0	1.356e-47								Putative metallopeptidase domain [PF13203.9]; VWA-like domain (DUF2201) [PF09967.12]					VOG01084	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000479.1_4	QGNH01000479.1	QGNH01000479.1	4	3720	3968	1	E																								0	False	F
QGNH01000479.1_5	QGNH01000479.1	QGNH01000479.1	5	4379	5680	1	C	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	YP_002117639.1	YP_002117639.1 DNA polymerase processivity factor [Rhizobium phage 16-3]	False	0.353	235.0	1.667e-65								DNA polymerase III beta subunit, C-terminal domain [PF02768.18]; DNA polymerase III beta subunit, central domain [PF02767.19]; DNA polymerase III beta subunit, N-terminal domain [PF00712.22]					VOG00520	sp|Q9L7L6|DPO3B_MYCPA Beta sliding clamp; XhXr	Xh;Xr	0	False	VF
QGNH01000479.1_6	QGNH01000479.1	QGNH01000479.1	6	5894	6226	1	E																								0	False	
QGNH01000479.1_7	QGNH01000479.1	QGNH01000479.1	7	6223	6624	1	E																								0	False	
QGNH01000479.1_8	QGNH01000479.1	QGNH01000479.1	8	6613	8013	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_009304106.1	YP_009304106.1 AAA family ATPase [Brucella phage BiPBO1]	False	0.223	124.0	2.005e-28								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; AAA domain [PF13481.9]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	V
QGNH01000479.1_9	QGNH01000479.1	QGNH01000479.1	9	8316	8930	-1	E																								0	False	
QGNH01000479.1_10	QGNH01000479.1	QGNH01000479.1	10	8927	10105	-1	E																								0	False	
QGNH01000479.1_11	QGNH01000479.1	QGNH01000479.1	11	10254	10676	-1	E																								0	False	
QGNH01000479.1_12	QGNH01000479.1	QGNH01000479.1	12	10669	11298	-1	D			YP_009203428.1	YP_009203428.1 DNA methyltransferase [Mannheimia phage vB_MhS_535AP2]	False	0.416	135.0	1.331e-34								MT-A70 [PF05063.17]					VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xh;Xp	0	False	
QGNH01000479.1_13	QGNH01000479.1	QGNH01000479.1	13	11304	11489	-1	E																								0	False	
QGNH01000479.1_14	QGNH01000479.1	QGNH01000479.1	14	12339	14705	1	D			YP_009216412.1	YP_009216412.1 DarB-like antirestriction [Mycobacterium phage Alice]	False	0.353	211.0	1.892e-54	MER0276882	N09	MER0276882 - family N9 unassigned peptide lyases (Acidithiobacillus caldus) [N09.UPW]#N09#{peptidase unit: 472-814}~source YP_004748529~	False	0.251	99.0	2.192e-19	Homing endonuclease [PF05204.17]; Hom_end-associated Hint [PF05203.19]					VOG04421	REFSEQ DarB-like antirestriction; Xu	Xu	0	False	P
QGNH01000479.1_15	QGNH01000479.1	QGNH01000479.1	15	14908	15240	1	E			YP_009851589.1	YP_009851589.1 endonuclease [Erwinia phage pEp_SNUABM_01]	False	0.455	71.0	2.813e-14																0	False	
QGNH01000479.1_16	QGNH01000479.1	QGNH01000479.1	16	15233	15451	1	E																								0	False	
QGNH01000479.1_17	QGNH01000479.1	QGNH01000479.1	17	15451	15705	1	E																								0	False	
QGNH01000479.1_18	QGNH01000479.1	QGNH01000479.1	18	15705	16769	1	D																PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]								0	False	
QGNH01000479.1_19	QGNH01000479.1	QGNH01000479.1	19	16770	17960	1	C	K07455	recombination protein RecT	YP_006589936.1	YP_006589936.1 RecT-like ssDNA annealing protein [Burkholderia phage DC1]	False	0.326	130.0	1.001e-30								RecT family [PF03837.17]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	V
QGNH01000479.1_20	QGNH01000479.1	QGNH01000479.1	20	17960	18220	1	E																								0	False	
QGNH01000479.1_21	QGNH01000479.1	QGNH01000479.1	21	18217	18885	1	E			YP_009810398.1	YP_009810398.1 DNA polymerase III alpha subunit [Caulobacter phage CcrSC]	False	0.252	71.0	1.222e-12																0	False	
QGNH01000479.1_22	QGNH01000479.1	QGNH01000479.1	22	19134	19385	1	E			YP_009126646.1	YP_009126646.1 hypothetical protein VC56_gp43 [Edwardsiella phage GF-2]	False	0.454	75.0	3.682e-16													VOG04855	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000479.1_23	QGNH01000479.1	QGNH01000479.1	23	19382	19768	1	D			YP_009593511.1	YP_009593511.1 restriction endonuclease-like [Paracoccus phage Shpa]	False	0.447	103.0	4.619e-25								HNH endonuclease [PF01844.26]					VOG28032	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000479.1_24	QGNH01000479.1	QGNH01000479.1	24	19765	20256	1	E																								0	False	
QGNH01000479.1_25	QGNH01000479.1	QGNH01000479.1	25	20249	20497	1	E																								0	False	
QGNH01000479.1_26	QGNH01000479.1	QGNH01000479.1	26	20497	20817	1	E																								0	False	
QGNH01000479.1_27	QGNH01000479.1	QGNH01000479.1	27	20814	21227	1	E																								0	False	
QGNH01000479.1_28	QGNH01000479.1	QGNH01000479.1	28	21220	21846	1	D			YP_009174434.1	YP_009174434.1 putative heat shock protein 40 [Yellowstone lake phycodnavirus 3]	False	0.507	62.0	9.618e-10								DnaJ domain [PF00226.34]								0	False	
QGNH01000479.1_29	QGNH01000479.1	QGNH01000479.1	29	21846	22238	1	D																HNH endonuclease [PF14279.9]; HNH endonuclease [PF13395.9]; HNH endonuclease [PF01844.26]								0	False	
QGNH01000479.1_30	QGNH01000479.1	QGNH01000479.1	30	22235	22522	1	E																								0	False	
QGNH01000479.1_31	QGNH01000479.1	QGNH01000479.1	31	22498	22839	1	D																LexA DNA binding domain [PF01726.19]								0	False	
QGNH01000479.1_32	QGNH01000479.1	QGNH01000479.1	32	22895	23098	-1	E																								0	False	
QGNH01000479.1_33	QGNH01000479.1	QGNH01000479.1	33	23275	23664	-1	E																								0	False	
QGNH01000479.1_34	QGNH01000479.1	QGNH01000479.1	34	23781	24062	1	E																								0	False	
QGNH01000479.1_35	QGNH01000479.1	QGNH01000479.1	35	24121	24549	-1	E																								0	False	
QGNH01000479.1_36	QGNH01000479.1	QGNH01000479.1	36	24565	25221	-1	E																								0	False	
QGNH01000479.1_37	QGNH01000479.1	QGNH01000479.1	37	25253	25423	-1	D																Protein of unknown function (DUF3309) [PF11752.11]								0	False	
QGNH01000479.1_38	QGNH01000479.1	QGNH01000479.1	38	25488	25706	-1	E																								0	False	
QGNH01000479.1_39	QGNH01000479.1	QGNH01000479.1	39	25703	26056	-1	E																								0	False	
QGNH01000479.1_40	QGNH01000479.1	QGNH01000479.1	40	26131	26529	-1	E																								0	False	
QGNH01000479.1_41	QGNH01000479.1	QGNH01000479.1	41	26544	27494	-1	C	K03791	putative chitinase	YP_010665135.1	YP_010665135.1 endolysin [Ochrobactrum phage POA1180]	False	0.516	175.0	8.353999999999999e-47								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm	VOG25269	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01000479.1_42	QGNH01000479.1	QGNH01000479.1	42	27504	27878	-1	C	K03642	rare lipoprotein A	YP_009822210.1	YP_009822210.1 lipoprotein precursor [Synechococcus phage S-CBP4]	False	0.435	73.0	1.383e-14								Lytic transglycolase [PF03330.21]					VOG03963	sp|Q55752|RLPA_SYNY3 Probable endolytic peptidoglycan transglycosylase RlpA; Xh	Xh	0	False	
QGNH01000479.1_43	QGNH01000479.1	QGNH01000479.1	43	27878	28210	-1	E																								0	False	
QGNH01000479.1_44	QGNH01000479.1	QGNH01000479.1	44	28215	28460	-1	E																								0	False	
QGNH01000479.1_45	QGNH01000479.1	QGNH01000479.1	45	28504	28761	-1	E			NP_958674.1	NP_958674.1 hypothetical protein bbp4 [Bordetella phage BPP-1]	False	0.47	66.0	4.349e-13																0	False	
QGNH01000479.1_46	QGNH01000479.1	QGNH01000479.1	46	28736	29359	-1	C	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	NP_958675.1	NP_958675.1 Reverse transcriptase [Bordetella phage BPP-1]	False	0.666	244.0	1.865e-72								Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.30]					VOG04393	sp|P08548|LIN1_NYCCO LINE-1 reverse transcriptase homolog; XhXr	Xh;Xr	0	False	V
QGNH01000479.1_47	QGNH01000479.1	QGNH01000479.1	47	30029	30409	-1	E			NP_958676.1	NP_958676.1 Avd protein of DGR [Bordetella phage BPP-1]	False	0.575	136.0	1.277e-36																0	False	
QGNH01000479.1_48	QGNH01000479.1	QGNH01000479.1	48	30435	31556	-1	E			NP_958677.1	NP_958677.1 tail protein [Bordetella phage BPP-1]	False	0.553	343.0	1.4479999999999998e-103													VOG12739	sp|Q775D6|FIBD_BPBPP Tail fiber receptor-binding protein; XhXpXs	Xh;Xs;Xp	0	False	V
QGNH01000479.1_49	QGNH01000479.1	QGNH01000479.1	49	31556	31729	-1	E																								0	False	
QGNH01000479.1_50	QGNH01000479.1	QGNH01000479.1	50	31729	32022	-1	E																								0	False	
QGNH01000479.1_51	QGNH01000479.1	QGNH01000479.1	51	32114	32776	-1	E																								0	False	
QGNH01000479.1_52	QGNH01000479.1	QGNH01000479.1	52	32789	33742	-1	E																								0	False	
QGNH01000479.1_53	QGNH01000479.1	QGNH01000479.1	53	33760	37275	-1	E			YP_009593496.1	YP_009593496.1 tail fiber protein [Paracoccus phage Shpa]	False	0.209	164.0	2.854e-39													VOG28808	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000479.1_54	QGNH01000479.1	QGNH01000479.1	54	37276	37602	-1	E																								0	False	
QGNH01000479.1_55	QGNH01000479.1	QGNH01000479.1	55	37688	38317	-1	E																					VOG02378	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01000479.1_56	QGNH01000479.1	QGNH01000479.1	56	38451	39131	-1	E																								0	False	
QGNH01000479.1_57	QGNH01000479.1	QGNH01000479.1	57	39132	41996	-1	D			YP_010731732.1	YP_010731732.1 tail length tape-measure protein [Escherichia phage Halfdan]	False	0.268	127.0	3.697e-28								Tape measure protein [PF20155.2]					VOG02145	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
QGNH01000479.1_58	QGNH01000479.1	QGNH01000479.1	58	42127	42309	1	E																								0	False	
QGNH01000479.1_59	QGNH01000479.1	QGNH01000479.1	59	42252	42695	-1	E																								0	False	
QGNH01000479.1_60	QGNH01000479.1	QGNH01000479.1	60	42707	43174	-1	D			YP_010754226.1	YP_010754226.1 major tail protein [Streptomyces phage Chymera]	False	0.294	66.0	8.36e-12								Lambda phage tail tube protein, TTP [PF16461.8]					VOG00377	sp|P85503|STRU3_BPPAJ Structural protein 3; Xs	Xs	0	False	V
QGNH01000479.1_61	QGNH01000479.1	QGNH01000479.1	61	43242	43664	-1	E																								0	False	
QGNH01000479.1_62	QGNH01000479.1	QGNH01000479.1	62	43661	44014	-1	D			YP_009785397.1	YP_009785397.1 hypothetical protein HOR07_gp009 [Caulobacter phage Sansa]	False	0.359	65.0	4.213e-12								Family of unknown function (DUF6527) [PF20137.2]					VOG29036	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000479.1_63	QGNH01000479.1	QGNH01000479.1	63	44011	44205	-1	E																								0	False	
QGNH01000479.1_64	QGNH01000479.1	QGNH01000479.1	64	44202	44684	-1	E																					VOG00130	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
QGNH01000479.1_65	QGNH01000479.1	QGNH01000479.1	65	44684	45067	-1	E																								0	False	
QGNH01000479.1_66	QGNH01000479.1	QGNH01000479.1	66	45088	45804	-1	E																								0	False	
QGNH01000479.1_67	QGNH01000479.1	QGNH01000479.1	67	45801	46022	-1	E																								0	False	
QGNH01000479.1_68	QGNH01000479.1	QGNH01000479.1	68	46074	46895	-1	D																Glycosyl transferase family 8 [PF01501.23]								0	False	
QGNH01000479.1_69	QGNH01000479.1	QGNH01000479.1	69	46892	47890	-1	E			YP_009914652.1	YP_009914652.1 hypothetical protein H7U14_gp82 [Escherichia phage vB_EcoM-Ro157c2YLVW]	False	0.312	160.0	2.4119999999999997e-41													VOG09429	REFSEQ hypothetical protein; Xu	Xu	0	False	
