NZ_CP042345.1_857	59c2167c9198820136bf90ca23f0564f	100	Pfam	PF03992	Antibiotic biosynthesis monooxygenase	1	76	8.4E-17	T	10-07-2023	IPR007138	Antibiotic biosynthesis monooxygenase domain
NZ_CP042345.1_857	59c2167c9198820136bf90ca23f0564f	100	SUPERFAMILY	SSF54909	Dimeric alpha+beta barrel	1	83	4.54E-22	T	10-07-2023	IPR011008	Dimeric alpha-beta barrel
NZ_CP042345.1_857	59c2167c9198820136bf90ca23f0564f	100	Gene3D	G3DSA:3.30.70.100	-	2	99	4.2E-22	T	10-07-2023	-	-
NZ_CP042345.1_857	59c2167c9198820136bf90ca23f0564f	100	ProSiteProfiles	PS51725	ABM domain profile.	2	90	12.886292	T	10-07-2023	IPR007138	Antibiotic biosynthesis monooxygenase domain
NZ_CP042345.1_857	59c2167c9198820136bf90ca23f0564f	100	PANTHER	PTHR33336	QUINOL MONOOXYGENASE YGIN-RELATED	13	80	2.4E-11	T	10-07-2023	-	-
NZ_CP042345.1_1100	fde752358e802545d42589faaddb62fd	175	Gene3D	G3DSA:3.40.630.30	-	5	173	1.5E-44	T	10-07-2023	-	-
NZ_CP042345.1_1100	fde752358e802545d42589faaddb62fd	175	PANTHER	PTHR43792	GNAT FAMILY, PUTATIVE (AFU_ORTHOLOGUE AFUA_3G00765)-RELATED-RELATED	13	169	1.3E-24	T	10-07-2023	-	-
NZ_CP042345.1_1100	fde752358e802545d42589faaddb62fd	175	ProSiteProfiles	PS51186	Gcn5-related N-acetyltransferase (GNAT) domain profile.	18	173	19.605032	T	10-07-2023	IPR000182	GNAT domain
NZ_CP042345.1_1100	fde752358e802545d42589faaddb62fd	175	SUPERFAMILY	SSF55729	Acyl-CoA N-acyltransferases (Nat)	12	169	5.15E-39	T	10-07-2023	IPR016181	Acyl-CoA N-acyltransferase
NZ_CP042345.1_1100	fde752358e802545d42589faaddb62fd	175	CDD	cd04301	NAT_SF	73	129	6.99727E-6	T	10-07-2023	-	-
NZ_CP042345.1_1100	fde752358e802545d42589faaddb62fd	175	Pfam	PF13302	Acetyltransferase (GNAT) domain	17	146	1.5E-28	T	10-07-2023	IPR000182	GNAT domain
NZ_CP042345.1_1594	be9e6176df8161392dad2fd01582ec26	281	ProSitePatterns	PS00178	Aminoacyl-transfer RNA synthetases class-I signature.	8	19	-	T	10-07-2023	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site
NZ_CP042345.1_1594	be9e6176df8161392dad2fd01582ec26	281	SUPERFAMILY	SSF52374	Nucleotidylyl transferase	2	259	2.04E-75	T	10-07-2023	-	-
NZ_CP042345.1_1594	be9e6176df8161392dad2fd01582ec26	281	PRINTS	PR00987	Glutamyl-tRNA synthetase signature	19	30	3.5E-13	T	10-07-2023	IPR000924	Glutamyl/glutaminyl-tRNA synthetase
NZ_CP042345.1_1594	be9e6176df8161392dad2fd01582ec26	281	PRINTS	PR00987	Glutamyl-tRNA synthetase signature	193	201	3.5E-13	T	10-07-2023	IPR000924	Glutamyl/glutaminyl-tRNA synthetase
NZ_CP042345.1_1594	be9e6176df8161392dad2fd01582ec26	281	PRINTS	PR00987	Glutamyl-tRNA synthetase signature	5	17	3.5E-13	T	10-07-2023	IPR000924	Glutamyl/glutaminyl-tRNA synthetase
