	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_013267195.1_NZ_CP053941.1_1	GCF_013267195.1	NZ_CP053941.1	1	684	2150	1	D										TrkA-N domain [PF02254.21]; DHH family [PF01368.23]; NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus [PF01210.26]					0
GCF_013267195.1_NZ_CP053941.1_2	GCF_013267195.1	NZ_CP053941.1	2	2234	2443	1	E															0
GCF_013267195.1_NZ_CP053941.1_3	GCF_013267195.1	NZ_CP053941.1	3	2556	3530	-1	D										Nucleotidyl transferase [PF00483.26]					0
GCF_013267195.1_NZ_CP053941.1_4	GCF_013267195.1	NZ_CP053941.1	4	3620	3919	1	C	K07743	transcriptional regulator								Bacterial regulatory protein, arsR family [PF01022.23]; Helix-turn-helix domain [PF12840.10]					0
GCF_013267195.1_NZ_CP053941.1_5	GCF_013267195.1	NZ_CP053941.1	5	3935	4612	-1	D			MER0155288	C56	MER0155288 - family C56 non-peptidase homologues (Halorubrum lacusprofundi) [C56.UNW]#C56#{peptidase unit: 29-192}~source ACM56556~	False	0.914	316.0	1.311e-96	ThiJ/PfpI family-like [PF17124.8]; DJ-1/PfpI family [PF01965.27]					0
GCF_013267195.1_NZ_CP053941.1_6	GCF_013267195.1	NZ_CP053941.1	6	5060	5629	-1	D										Phosphoribosyl transferase domain [PF00156.30]					0
GCF_013267195.1_NZ_CP053941.1_7	GCF_013267195.1	NZ_CP053941.1	7	5745	6506	-1	D										Phosphorylase superfamily [PF01048.23]					0
GCF_013267195.1_NZ_CP053941.1_8	GCF_013267195.1	NZ_CP053941.1	8	6503	7279	-1	C	K01692	enoyl-CoA hydratase [EC:4.2.1.17]	MER1073108	S49C	MER1073108 - subfamily S49C non-peptidase homologues (Deferribacter desulfuricans) [S49.UNC]#S49C#{peptidase unit: 109-219}~source D3P9A0~	False	0.524	96.0	1.325e-20	Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8]					0
GCF_013267195.1_NZ_CP053941.1_9	GCF_013267195.1	NZ_CP053941.1	9	7370	7591	-1	E															0
GCF_013267195.1_NZ_CP053941.1_10	GCF_013267195.1	NZ_CP053941.1	10	7774	8961	1	C	K01736	chorismate synthase [EC:4.2.3.5]								Chorismate synthase [PF01264.24]					0
GCF_013267195.1_NZ_CP053941.1_11	GCF_013267195.1	NZ_CP053941.1	11	8995	9204	-1	E															0
GCF_013267195.1_NZ_CP053941.1_12	GCF_013267195.1	NZ_CP053941.1	12	9257	10141	-1	C	K07238	zinc transporter, ZIP family								ZIP Zinc transporter [PF02535.25]					0
GCF_013267195.1_NZ_CP053941.1_13	GCF_013267195.1	NZ_CP053941.1	13	10212	10781	-1	E															0
GCF_013267195.1_NZ_CP053941.1_14	GCF_013267195.1	NZ_CP053941.1	14	10888	12186	-1	C	K07496	putative transposase								Putative transposase DNA-binding domain [PF07282.14]					0
GCF_013267195.1_NZ_CP053941.1_15	GCF_013267195.1	NZ_CP053941.1	15	12328	13095	1	E															0
GCF_013267195.1_NZ_CP053941.1_16	GCF_013267195.1	NZ_CP053941.1	16	13117	14460	-1	D										Type I phosphodiesterase / nucleotide pyrophosphatase [PF01663.25]					0
GCF_013267195.1_NZ_CP053941.1_17	GCF_013267195.1	NZ_CP053941.1	17	14599	15570	1	D										Phosphoadenosine phosphosulfate reductase family [PF01507.22]					0
GCF_013267195.1_NZ_CP053941.1_18	GCF_013267195.1	NZ_CP053941.1	18	15637	16905	-1	D										Saccharopine dehydrogenase NADP binding domain [PF03435.21]; NAD(P)H-binding [PF13460.9]; NmrA-like family [PF05368.16]					0
GCF_013267195.1_NZ_CP053941.1_19	GCF_013267195.1	NZ_CP053941.1	19	17031	17294	1	E															0
GCF_013267195.1_NZ_CP053941.1_20	GCF_013267195.1	NZ_CP053941.1	20	17287	17496	1	E															0
GCF_013267195.1_NZ_CP053941.1_21	GCF_013267195.1	NZ_CP053941.1	21	17521	18432	-1	D										GDP-mannose 4,6 dehydratase [PF16363.8]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; Polysaccharide biosynthesis protein [PF02719.18]; Male sterility protein [PF07993.15]; NmrA-like family [PF05368.16]					0
GCF_013267195.1_NZ_CP053941.1_22	GCF_013267195.1	NZ_CP053941.1	22	18636	19532	-1	C	K11621	lia operon protein LiaG								Putative adhesin [PF13349.9]					0
GCF_013267195.1_NZ_CP053941.1_23	GCF_013267195.1	NZ_CP053941.1	23	19525	20208	-1	D										Putative sensor [PF13796.9]					0
GCF_013267195.1_NZ_CP053941.1_24	GCF_013267195.1	NZ_CP053941.1	24	20330	21088	-1	D										Putative sensor [PF13796.9]					0
GCF_013267195.1_NZ_CP053941.1_25	GCF_013267195.1	NZ_CP053941.1	25	21245	21601	1	E															0
GCF_013267195.1_NZ_CP053941.1_26	GCF_013267195.1	NZ_CP053941.1	26	21598	21981	1	E															0
GCF_013267195.1_NZ_CP053941.1_27	GCF_013267195.1	NZ_CP053941.1	27	21978	22250	1	E															0
GCF_013267195.1_NZ_CP053941.1_28	GCF_013267195.1	NZ_CP053941.1	28	22355	23695	1	D										Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I [PF02878.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III [PF02880.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II [PF02879.19]; Phosphoglucomutase/phosphomannomutase, C-terminal domain [PF00408.23]					0
GCF_013267195.1_NZ_CP053941.1_29	GCF_013267195.1	NZ_CP053941.1	29	23692	24144	-1	E															0
GCF_013267195.1_NZ_CP053941.1_30	GCF_013267195.1	NZ_CP053941.1	30	24160	24717	-1	E															0
GCF_013267195.1_NZ_CP053941.1_31	GCF_013267195.1	NZ_CP053941.1	31	24859	26067	1	C	K23144	UDP-N-acetylglucosamine diphosphorylase / glucose-1-phosphate thymidylyltransferase / UDP-N-acetylgalactosamine diphosphorylase / glucosamine-1-phosphate N-acetyltransferase / galactosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.7.7.24 2.7.7.83 2.3.1.157 2.3.1.276]								Nucleotidyl transferase [PF00483.26]; MobA-like NTP transferase domain [PF12804.10]					0
GCF_013267195.1_NZ_CP053941.1_32	GCF_013267195.1	NZ_CP053941.1	32	26092	28323	-1	E															0
GCF_013267195.1_NZ_CP053941.1_33	GCF_013267195.1	NZ_CP053941.1	33	28462	29625	1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; His Kinase A (phospho-acceptor) domain [PF00512.28]					0
GCF_013267195.1_NZ_CP053941.1_34	GCF_013267195.1	NZ_CP053941.1	34	29622	31448	-1	C	K11936	poly-beta-1,6-N-acetyl-D-glucosamine synthase [EC:2.4.1.-]								Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family group 2 [PF13632.9]; Glycosyl transferase family 2 [PF00535.29]; Chitin synthase [PF03142.18]	GT2_Glycos_transf_2; GT2_Glyco_tranf_2_3	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glyco_tranf_2_3.hmm	0
