target	query	e-value	score	length	start	end
strain_GIC31_complete_genome_2635	COG0001	1.6e-66	220.0	382	11	374
strain_GIC31_complete_genome_2441	COG0001	1e-62	207.2	401	19	345
strain_GIC31_complete_genome_2638	COG0002	9.3e-125	411.5	342	1	339
strain_GIC31_complete_genome_2456	COG0002	2e-30	96.8	332	1	329
strain_GIC31_complete_genome_2941	COG0012	1.6e-178	588.4	367	1	365
strain_GIC31_complete_genome_2459	COG0013	5.2e-62	204.8	387	5	381
strain_GIC31_complete_genome_2382	COG0014	5.8e-09	28.1	462	9	273
strain_GIC31_complete_genome_2493	COG0015	1.7e-186	615.8	431	1	428
strain_GIC31_complete_genome_2666	COG0018	2.7e-181	599.2	561	6	560
strain_GIC31_complete_genome_2450	COG0019	1e-139	461.4	431	9	426
strain_GIC31_complete_genome_2494	COG0026	9.2e-153	503.9	365	1	358
strain_GIC31_complete_genome_2633	COG0026	2.2e-44	62.0	1007	115	302
strain_GIC31_complete_genome_2633	COG0026	2.2e-44	82.5	1007	573	825
strain_GIC31_complete_genome_2484	COG0026	2.6e-10	34.2	418	85	204
strain_GIC31_complete_genome_2494	COG0027	5.2e-50	165.2	365	2	357
strain_GIC31_complete_genome_2633	COG0027	9.7e-28	39.2	1007	28	301
strain_GIC31_complete_genome_2633	COG0027	9.7e-28	50.1	1007	539	828
strain_GIC31_complete_genome_2484	COG0027	7.3e-08	26.1	418	43	186
strain_GIC31_complete_genome_2852	COG0029	3.4e-12	35.1	402	21	77
strain_GIC31_complete_genome_2488	COG0034	2e-217	718.0	470	6	461
strain_GIC31_complete_genome_2523	COG0034	7.1e-34	112.0	599	1	219
strain_GIC31_complete_genome_2710	COG0037	1e-11	39.2	215	4	66
strain_GIC31_complete_genome_2503	COG0037	4.5e-08	27.0	514	212	272
strain_GIC31_complete_genome_2746	COG0038	5.7e-11	25.6	445	223	353
strain_GIC31_complete_genome_2495	COG0041	1.5e-98	325.9	163	1	161
strain_GIC31_complete_genome_2465	COG0044	7.2e-26	45.5	382	1	125
strain_GIC31_complete_genome_2465	COG0044	7.2e-26	40.8	382	308	365
strain_GIC31_complete_genome_2482	COG0044	1.2e-16	38.1	581	22	113
strain_GIC31_complete_genome_2447	COG0044	7.1e-15	28.0	570	12	122
strain_GIC31_complete_genome_2484	COG0045	6.1e-08	26.3	418	103	186
strain_GIC31_complete_genome_2489	COG0046	0	1120.8	740	9	737
strain_GIC31_complete_genome_2490	COG0046	4.4e-26	86.4	227	102	202
strain_GIC31_complete_genome_2484	COG0046	2.3e-17	57.2	418	2	227
strain_GIC31_complete_genome_2489	COG0047	2.6e-106	337.6	740	93	729
strain_GIC31_complete_genome_2490	COG0047	5.7e-105	347.4	227	1	221
strain_GIC31_complete_genome_2484	COG0047	2.4e-39	129.7	418	1	308
strain_GIC31_complete_genome_2456	COG0057	2.2e-09	26.3	332	218	261
strain_GIC31_complete_genome_2488	COG0067	6.3e-19	25.2	470	69	145
strain_GIC31_complete_genome_2488	COG0067	6.3e-19	28.7	470	154	229
strain_GIC31_complete_genome_2523	COG0067	1.7e-09	29.7	599	28	143
strain_GIC31_complete_genome_2611	COG0068	2.9e-11	36.3	341	205	320
strain_GIC31_complete_genome_2965	COG0069	1.5e-10	35.3	488	262	366
strain_GIC31_complete_genome_2488	COG0070	1.7e-10	25.6	470	71	229
strain_GIC31_complete_genome_2632	COG0078	2.5e-152	503.8	309	5	307
strain_GIC31_complete_genome_2968	COG0079	4.5e-21	69.9	468	147	400
strain_GIC31_complete_genome_2934	COG0104	4.3e-203	670.1	430	1	428
strain_GIC31_complete_genome_2453	COG0110	4.9e-39	30.3	236	59	135
strain_GIC31_complete_genome_2453	COG0110	4.9e-39	101.7	236	140	224
strain_GIC31_complete_genome_2448	COG0110	3e-31	98.7	176	11	149
strain_GIC31_complete_genome_2840	COG0111	8.6e-109	359.5	321	1	319
strain_GIC31_complete_genome_2493	COG0114	2e-19	64.3	431	89	290
strain_GIC31_complete_genome_2452	COG0115	2.1e-103	341.5	309	6	303
strain_GIC31_complete_genome_2980	COG0117	1.1e-25	85.1	167	1	151
strain_GIC31_complete_genome_2971	COG0118	2e-11	35.7	198	11	103
strain_GIC31_complete_genome_2488	COG0121	6.3e-19	62.6	470	69	241
strain_GIC31_complete_genome_2523	COG0121	1.1e-15	51.8	599	1	224
strain_GIC31_complete_genome_2894	COG0122	3.1e-88	291.8	300	6	295
strain_GIC31_complete_genome_2895	COG0122	2.1e-43	144.0	196	3	168
strain_GIC31_complete_genome_2760	COG0122	2.1e-10	34.2	260	146	247
strain_GIC31_complete_genome_2385	COG0122	3.5e-09	28.7	236	133	227
strain_GIC31_complete_genome_2979	COG0125	1.5e-17	58.2	212	1	165
strain_GIC31_complete_genome_2752	COG0125	3.4e-09	31.3	418	32	185
strain_GIC31_complete_genome_2970	COG0134	3.8e-09	29.8	297	210	262
strain_GIC31_complete_genome_2456	COG0136	1.2e-142	470.5	332	2	328
strain_GIC31_complete_genome_2638	COG0136	1.5e-22	57.4	342	3	184
strain_GIC31_complete_genome_2485	COG0138	2e-259	857.4	507	1	506
strain_GIC31_complete_genome_2633	COG0138	4.2e-14	45.7	1007	75	707
strain_GIC31_complete_genome_2970	COG0149	9.8e-08	25.8	297	215	267
strain_GIC31_complete_genome_2487	COG0150	8.4e-172	567.5	345	1	341
strain_GIC31_complete_genome_2484	COG0151	1.2e-195	646.9	418	1	415
strain_GIC31_complete_genome_2633	COG0151	5.1e-23	60.1	1007	537	825
strain_GIC31_complete_genome_2490	COG0151	1e-08	29.0	227	105	203
strain_GIC31_complete_genome_2492	COG0152	3.6e-107	354.5	235	1	230
strain_GIC31_complete_genome_2441	COG0160	5.9e-131	432.5	401	3	395
strain_GIC31_complete_genome_2635	COG0160	1.1e-121	401.5	382	3	377
strain_GIC31_complete_genome_2441	COG0161	1.6e-103	341.2	401	16	395
strain_GIC31_complete_genome_2635	COG0161	3.1e-82	269.4	382	10	377
strain_GIC31_complete_genome_2493	COG0165	2.4e-37	123.8	431	13	420
strain_GIC31_complete_genome_2859	COG0167	1.7e-10	25.3	328	190	236
strain_GIC31_complete_genome_2681	COG0168	4.5e-109	360.2	460	21	457
strain_GIC31_complete_genome_2480	COG0168	1.3e-94	312.5	461	15	450
strain_GIC31_complete_genome_2675	COG0170	3.1e-53	176.2	217	2	215
strain_GIC31_complete_genome_2973	COG0172	4.1e-207	683.2	428	1	425
strain_GIC31_complete_genome_2894	COG0177	3e-12	41.3	300	98	252
strain_GIC31_complete_genome_2414	COG0178	3.2e-25	67.3	283	135	266
strain_GIC31_complete_genome_2884	COG0178	1.4e-24	67.3	249	115	209
strain_GIC31_complete_genome_2608	COG0178	5.7e-20	26.7	634	163	210
strain_GIC31_complete_genome_2608	COG0178	5.7e-20	33.0	634	444	583
strain_GIC31_complete_genome_2763	COG0178	7.1e-20	49.4	236	117	213
strain_GIC31_complete_genome_2775	COG0178	1.6e-16	34.8	542	139	219
strain_GIC31_complete_genome_2729	COG0178	2e-16	26.7	518	149	207
strain_GIC31_complete_genome_2581	COG0178	2.5e-16	41.5	283	128	202
strain_GIC31_complete_genome_2552	COG0178	6.5e-16	37.8	243	128	199
strain_GIC31_complete_genome_2792	COG0178	5.7e-08	26.2	225	115	204
strain_GIC31_complete_genome_2960	COG0187	0	1024.8	643	5	641
strain_GIC31_complete_genome_2961	COG0188	0	1248.0	857	3	838
strain_GIC31_complete_genome_2633	COG0189	3e-30	39.3	1007	3	319
strain_GIC31_complete_genome_2633	COG0189	3e-30	58.1	1007	504	825
strain_GIC31_complete_genome_2484	COG0189	2e-16	54.9	418	1	311
strain_GIC31_complete_genome_2494	COG0189	5.6e-14	46.8	365	1	273
strain_GIC31_complete_genome_2477	COG0210	1.8e-292	968.2	739	6	737
strain_GIC31_complete_genome_2970	COG0214	2.1e-153	505.0	297	2	296
strain_GIC31_complete_genome_2841	COG0218	5.2e-16	53.7	381	26	172
strain_GIC31_complete_genome_2367	COG0218	3e-14	28.3	325	174	235
strain_GIC31_complete_genome_2949	COG0218	1.7e-13	44.4	461	224	387
strain_GIC31_complete_genome_2718	COG0219	1.7e-19	64.5	255	68	203
strain_GIC31_complete_genome_2486	COG0223	3.4e-31	103.5	193	32	183
strain_GIC31_complete_genome_2918	COG0229	1.4e-13	40.7	162	44	152
strain_GIC31_complete_genome_2955	COG0230	1.9e-25	83.6	45	1	44
strain_GIC31_complete_genome_2593	COG0234	9.7e-52	170.0	95	1	93
strain_GIC31_complete_genome_2378	COG0237	8.4e-09	26.3	202	119	161
strain_GIC31_complete_genome_2938	COG0238	1.2e-43	143.8	77	4	75
strain_GIC31_complete_genome_2440	COG0239	4e-48	159.4	135	1	129
strain_GIC31_complete_genome_2439	COG0239	4e-41	136.4	115	1	113
strain_GIC31_complete_genome_2517	COG0246	1.8e-106	352.2	382	2	376
strain_GIC31_complete_genome_2812	COG0249	6.4e-70	231.6	637	16	508
strain_GIC31_complete_genome_2633	COG0253	3.4e-150	355.4	1007	3	380
strain_GIC31_complete_genome_2633	COG0253	3.4e-150	140.3	1007	543	857
strain_GIC31_complete_genome_2747	COG0258	2.5e-63	209.5	331	2	317
strain_GIC31_complete_genome_2928	COG0265	1.4e-101	336.2	423	24	420
strain_GIC31_complete_genome_2970	COG0269	1.4e-07	25.7	297	176	268
strain_GIC31_complete_genome_2489	COG0271	2.5e-85	247.8	740	15	282
strain_GIC31_complete_genome_2489	COG0271	2.5e-85	32.9	740	435	589
strain_GIC31_complete_genome_2476	COG0272	5.1e-303	1002.7	666	2	663
strain_GIC31_complete_genome_2674	COG0277	3.4e-16	53.9	307	3	166
strain_GIC31_complete_genome_2737	COG0277	2e-13	26.4	246	132	243
strain_GIC31_complete_genome_2654	COG0278	5.8e-10	34.3	102	3	94
strain_GIC31_complete_genome_2653	COG0278	3.7e-08	27.4	823	459	545
strain_GIC31_complete_genome_2670	COG0278	8.6e-08	26.7	314	114	212
strain_GIC31_complete_genome_2368	COG0280	3e-88	292.0	409	2	406
strain_GIC31_complete_genome_2368	COG0281	8.6e-204	674.3	409	2	403
strain_GIC31_complete_genome_2727	COG0284	5.2e-12	36.3	194	32	183
strain_GIC31_complete_genome_2602	COG0287	1.2e-11	38.6	195	1	78
strain_GIC31_complete_genome_2454	COG0289	2.5e-77	255.1	250	1	243
strain_GIC31_complete_genome_2663	COG0296	7.1e-63	207.9	665	17	634
strain_GIC31_complete_genome_2849	COG0296	1e-51	171.1	566	15	535
strain_GIC31_complete_genome_2759	COG0296	4.1e-47	155.8	550	1	516
strain_GIC31_complete_genome_2966	COG0296	1.5e-35	114.8	1143	490	1136
strain_GIC31_complete_genome_2434	COG0296	7e-20	45.4	690	83	223
strain_GIC31_complete_genome_2486	COG0299	1.5e-88	292.7	193	1	184
strain_GIC31_complete_genome_2873	COG0304	6.9e-12	39.1	250	38	169
strain_GIC31_complete_genome_2745	COG0304	1.1e-08	28.6	266	42	179
strain_GIC31_complete_genome_2935	COG0305	2.2e-206	681.7	451	7	444
strain_GIC31_complete_genome_2489	COG0309	6.7e-32	38.8	740	63	377
strain_GIC31_complete_genome_2489	COG0309	6.7e-32	68.4	740	433	659
strain_GIC31_complete_genome_2487	COG0309	3.2e-18	46.7	345	69	187
strain_GIC31_complete_genome_2971	COG0311	1.2e-87	288.3	198	2	190
strain_GIC31_complete_genome_2779	COG0315	2.8e-49	163.5	93	1	92
strain_GIC31_complete_genome_2876	COG0323	1.5e-10	34.3	623	62	171
