	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000623.1_1	QGNH01000623.1	QGNH01000623.1	1	435	758	1	E																								0	False	F
QGNH01000623.1_2	QGNH01000623.1	QGNH01000623.1	2	709	1056	1	E																								0	False	F
QGNH01000623.1_3	QGNH01000623.1	QGNH01000623.1	3	1098	1697	1	D																Phage DNA packaging protein Nu1 [PF07471.15]								0	False	F
QGNH01000623.1_4	QGNH01000623.1	QGNH01000623.1	4	1816	3627	1	D			YP_009797490.1	YP_009797490.1 terminase large subunit [Faecalibacterium phage FP_Toutatis]	True	0.42	398.0	5.539e-119								Terminase large subunit gpA, endonuclease domain [PF20454.1]; Phage terminase large subunit gpA, ATPase domain [PF05876.15]					VOG00695	sp|P03708|TERL_LAMBD Terminase, large subunit; XhXr	Xr;Xh	0	False	VF
QGNH01000623.1_5	QGNH01000623.1	QGNH01000623.1	5	3819	4022	1	E																								0	False	F
QGNH01000623.1_6	QGNH01000623.1	QGNH01000623.1	6	4143	4469	1	E																								0	False	F
QGNH01000623.1_7	QGNH01000623.1	QGNH01000623.1	7	4466	4609	1	E																								0	False	F
QGNH01000623.1_8	QGNH01000623.1	QGNH01000623.1	8	4750	5364	1	E			YP_001686739.1	YP_001686739.1 head-tail joining [Halomonas phage phiHAP-1]	False	0.265	65.0	5.753e-11																0	False	F
QGNH01000623.1_9	QGNH01000623.1	QGNH01000623.1	9	5361	7046	1	D			YP_009600726.1	YP_009600726.1 portal protein [Escherichia phage vB_EcoM_ECOO78]	False	0.377	304.0	2.847e-87								Phage portal protein, lambda family [PF05136.16]					VOG01401	sp|P36272|PORTL_BPP21 Portal protein B; XpXrXs	Xr;Xp;Xs	0	False	V
QGNH01000623.1_10	QGNH01000623.1	QGNH01000623.1	10	7043	9121	1	D			YP_001039818.1	YP_001039818.1 major head protein [Vibrio phage VP882]	False	0.301	273.0	1.6e-75	MER0194231	S78	MER0194231 - family S78 non-peptidase homologues (Neisseria meningitidis) [S78.UNW]#S78#{peptidase unit: 24-163}~source CBA05300~	False	110.0	6.931e-23	0.454	Phage capsid family [PF05065.16]					VOG02241	sp|B0ZSF3|CAPSD_BPHA1 Major capsid protein; XhXs	Xh;Xs	0	False	VP
QGNH01000623.1_11	QGNH01000623.1	QGNH01000623.1	11	9220	9531	1	E																								0	False	
QGNH01000623.1_12	QGNH01000623.1	QGNH01000623.1	12	9528	9827	1	E																								0	False	
QGNH01000623.1_13	QGNH01000623.1	QGNH01000623.1	13	9830	10444	1	E																								0	False	
QGNH01000623.1_14	QGNH01000623.1	QGNH01000623.1	14	10509	10991	1	E																								0	False	
QGNH01000623.1_15	QGNH01000623.1	QGNH01000623.1	15	11004	11795	1	E																					VOG01562	REFSEQ major tail protein with Ig-like domain; Xu	Xu	0	False	
QGNH01000623.1_16	QGNH01000623.1	QGNH01000623.1	16	11861	12106	1	E																								0	False	
QGNH01000623.1_17	QGNH01000623.1	QGNH01000623.1	17	12103	12564	1	E																								0	False	
QGNH01000623.1_18	QGNH01000623.1	QGNH01000623.1	18	12792	15146	1	E			YP_003090189.1	YP_003090189.1 tail length tape measure protein [Burkholderia phage KS9]	False	0.379	61.0	3.095e-08																0	False	
QGNH01000623.1_19	QGNH01000623.1	QGNH01000623.1	19	15143	16327	1	E			YP_010739405.1	YP_010739405.1 endo-beta-N-acetylglucosaminidase F2 [Pseudomonas phage phiH1]	False	0.349	170.0	3.415e-44													VOG02361	REFSEQ structural protein; Xu	Xu	0	False	
QGNH01000623.1_20	QGNH01000623.1	QGNH01000623.1	20	16343	17380	1	E			YP_010719556.1	YP_010719556.1 hypothetical protein P6F31_gp18 [Xanthomonas phage vB_Xar_IVIA-DoCa3]	False	0.21	82.0	1.688e-15													VOG02361	REFSEQ structural protein; Xu	Xu	0	False	
QGNH01000623.1_21	QGNH01000623.1	QGNH01000623.1	21	17495	19210	1	E			YP_010000119.1	YP_010000119.1 tail assembly protein [Pseudomonas phage vB_Pae-SS2019XI]	False	0.298	225.0	1.1119999999999999e-60													VOG01961	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01000623.1_22	QGNH01000623.1	QGNH01000623.1	22	19212	20009	1	D			YP_010739007.1	YP_010739007.1 FAD/FMN-containing dehydrogenase [Stenotrophomonas phage vB_SmaS-AXL_1]	False	0.31	129.0	6.932e-32								Uncharacterized conserved protein (DUF2163) [PF09931.12]; Phage conserved hypothetical protein BR0599 [PF09356.13]					VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	
QGNH01000623.1_23	QGNH01000623.1	QGNH01000623.1	23	20009	22774	1	D			YP_009997484.1	YP_009997484.1 tail protein [Xylella phage Bacata]	True	0.301	376.0	1.4919999999999998e-107								Putative phage tail protein [PF13550.9]					VOG01652	REFSEQ tail protein; Xu	Xu	0	False	
QGNH01000623.1_24	QGNH01000623.1	QGNH01000623.1	24	22771	24060	1	D			YP_009215722.1	YP_009215722.1 putative structural protein [Pseudomonas phage PAE1]	False	0.376	77.0	1.492e-13								Protein of unknown function (DUF2793) [PF10983.11]					VOG02515	REFSEQ tail fiber protein; Xu	Xu	0	False	
QGNH01000623.1_25	QGNH01000623.1	QGNH01000623.1	25	24122	24436	1	E																								0	False	
QGNH01000623.1_26	QGNH01000623.1	QGNH01000623.1	26	24441	25040	1	C	K03791	putative chitinase	YP_010773126.1	YP_010773126.1 hypothetical protein QIT81_gp14 [Pseudomonas phage MR15]	False	0.421	114.0	1.075e-27								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm				0	False	
QGNH01000623.1_27	QGNH01000623.1	QGNH01000623.1	27	25056	25223	1	E																								0	False	
QGNH01000623.1_28	QGNH01000623.1	QGNH01000623.1	28	25261	26157	1	E																								0	False	
QGNH01000623.1_29	QGNH01000623.1	QGNH01000623.1	29	26260	26544	1	E																								0	False	
QGNH01000623.1_30	QGNH01000623.1	QGNH01000623.1	30	26724	27350	1	D																Bacterial regulatory proteins, tetR family [PF00440.26]								0	False	
QGNH01000623.1_31	QGNH01000623.1	QGNH01000623.1	31	27455	27643	1	E																								0	False	
