KO Id	Name	Count
K01959	pycA; pyruvate carboxylase subunit A	30
K02031	ddpD; peptide/nickel transport system ATP-binding protein	20
K02032	ddpF; peptide/nickel transport system ATP-binding protein	18
K02010	afuC, fbpC; iron(III) transport system ATP-binding protein	8
K13004	wbtD; galacturonosyltransferase WbtD	1
K02056	ABC.SS.A; simple sugar transport system ATP-binding protein	44
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	20
K09817	znuC; zinc transport system ATP-binding protein	4
K02013	ABC.FEV.A; iron complex transport system ATP-binding protein	2
K08483	ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	38
K01897	ACSL, fadD; long-chain acyl-CoA synthetase	60
K00360	nasB; assimilatory nitrate reductase electron transfer subunit	5
K00219	fadH; 2,4-dienoyl-CoA reductase (NADPH2)	1
K01840	manB; phosphomannomutase	24
K11072	potA; spermidine/putrescine transport system ATP-binding protein	10
K00248	ACADS, bcd; butyryl-CoA dehydrogenase	15
K00249	ACADM, acd; acyl-CoA dehydrogenase	15
K01426	E3.5.1.4, amiE; amidase	10
K00128	ALDH; aldehyde dehydrogenase (NAD+)	135
K02768	fruB; fructose PTS system EIIA component	111
K11183	fruB, fpr; multiphosphoryl transfer protein	18
K04757	rsbW; serine/threonine-protein kinase RsbW	20
K14085	ALDH7A1; aldehyde dehydrogenase family 7 member A1	24
K00155	LNAA, LNBA; L-tyrosine reductase	4
K03407	cheA; two-component system, chemotaxis family, sensor kinase CheA	50
K02482	flgS; two-component system, NtrC family, sensor kinase	54
K11711	dctS; two-component system, LuxR family, sensor histidine kinase DctS	75
K02509	hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	1
K01835	pgm; phosphoglucomutase	35
K07683	nreB; two-component system, NarL family, sensor histidine kinase NreB	18
K07777	degS; two-component system, NarL family, sensor histidine kinase DegS	54
K07642	baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	72
K01537	ATP2C; P-type Ca2+ transporter type 2C	7
K02476	K02476; two-component system, CitB family, sensor kinase	50
K14519	aldH; NADP-dependent aldehyde dehydrogenase	2
K00146	feaB; phenylacetaldehyde dehydrogenase	8
K00206	phnY; phosphonoacetaldehyde dehydrogenase	2
K00756	pdp; pyrimidine-nucleoside phosphorylase	1
K07700	dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	6
K01652	E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	8
K02484	K02484; two-component system, OmpR family, sensor kinase	268
K07645	qseC; two-component system, OmpR family, sensor histidine kinase QseC	152
K00384	trxB, TRR; thioredoxin reductase (NADPH)	1
K02668	pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS	104
K12972	ghrA; glyoxylate/hydroxypyruvate reductase	3
K07678	barA, gacS, varS; two-component system, NarL family, sensor histidine kinase BarA	144
K11527	K11527; two-component system, sensor histidine kinase and response regulator	44
K02478	K02478; two-component system, LytTR family, sensor kinase	22
K01768	E4.6.1.1; adenylate cyclase	8
K00758	deoA, TYMP; thymidine phosphorylase	3
K01955	carB, CPA2; carbamoyl-phosphate synthase large subunit	28
K13598	ntrY; two-component system, NtrC family, nitrogen regulation sensor histidine kinase NtrY	18
K07718	yesM; two-component system, sensor histidine kinase YesM	30
K07638	envZ; two-component system, OmpR family, osmolarity sensor histidine kinase EnvZ	20
K07704	lytS; two-component system, LytTR family, sensor histidine kinase LytS	42
K07709	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH	63
K02844	waaG, rfaG; UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase	4
K07644	cusS, copS, silS; two-component system, OmpR family, heavy metal sensor histidine kinase CusS	108
K06861	lptB; lipopolysaccharide export system ATP-binding protein	2
K00130	betB, gbsA; betaine-aldehyde dehydrogenase	2
K07646	kdpD; two-component system, OmpR family, sensor histidine kinase KdpD	111
K02486	K02486; two-component system, sensor kinase	38
K07677	rcsC; two-component system, NarL family, capsular synthesis sensor histidine kinase RcsC	52
K07710	atoS; two-component system, NtrC family, sensor histidine kinase AtoS	66
K00480	E1.14.13.1; salicylate hydroxylase	3
K02554	mhpD; 2-keto-4-pentenoate hydratase	4
K00688	PYG, glgP; glycogen phosphorylase	6
K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	18
K01809	manA, MPI; mannose-6-phosphate isomerase	18
K00873	PK, pyk; pyruvate kinase	20
K00936	pdtaS; two-component system, sensor histidine kinase PdtaS	10
K01529	yjjX; inosine/xanthosine triphosphatase	2
