VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Gene3D	G3DSA:3.40.50.300	-	470	725	4.2E-72	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	CDD	cd18800	SF2_C_EcoR124I-like	635	704	2.936E-30	T	24-06-2023	-	-
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Pfam	PF18766	SWI2/SNF2 ATPase	264	506	1.4E-52	T	24-06-2023	IPR040980	SWI2/SNF2 ATPase
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Gene3D	G3DSA:1.20.58.910	-	726	823	1.3E-5	T	24-06-2023	-	-
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Gene3D	G3DSA:3.40.50.300	-	260	469	6.3E-63	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	CDD	cd22332	HsdR_N	17	247	3.51137E-61	T	24-06-2023	-	-
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Coils	Coil	Coil	783	803	-	T	24-06-2023	-	-
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	SMART	SM00487	ultradead3	257	472	2.8E-18	T	24-06-2023	IPR014001	Helicase superfamily 1/2, ATP-binding domain
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Gene3D	G3DSA:3.90.1570.50	-	72	258	3.3E-36	T	24-06-2023	-	-
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	CDD	cd18030	DEXHc_RE_I_HsdR	241	471	4.44551E-67	T	24-06-2023	-	-
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	274	455	14.256374	T	24-06-2023	IPR014001	Helicase superfamily 1/2, ATP-binding domain
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	TIGRFAM	TIGR00348	hsdR: type I site-specific deoxyribonuclease, HsdR family	18	720	1.4E-116	T	24-06-2023	IPR004473	Restriction endonuclease, type I, HsdR
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Pfam	PF04313	Type I restriction enzyme R protein N terminus (HSDR_N)	17	201	2.4E-32	T	24-06-2023	IPR007409	Restriction endonuclease, type I, HsdR, N-terminal
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	260	466	3.04E-31	T	24-06-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	Pfam	PF12008	Type I restriction and modification enzyme - subunit R C terminal	729	998	1.1E-60	T	24-06-2023	IPR022625	Type I restriction enzyme R protein, C-terminal
VRUI01000005.1_orf95806	94f3c10ffc8d7913bbf8ba1cf5f29aa9	1012	PANTHER	PTHR30195	TYPE I SITE-SPECIFIC DEOXYRIBONUCLEASE PROTEIN SUBUNIT M AND R	17	985	9.7E-187	T	24-06-2023	-	-
VRUI01000076.1_orf109039	f03f054a8a22dac854a08d8b9af9ead9	489	Gene3D	G3DSA:1.20.1730.10	Sodium/glucose cotransporter	23	488	1.2E-105	T	24-06-2023	IPR038377	Sodium/glucose symporter superfamily
VRUI01000076.1_orf109039	f03f054a8a22dac854a08d8b9af9ead9	489	ProSiteProfiles	PS50283	Sodium:solute symporter family profile.	5	447	77.732956	T	24-06-2023	IPR001734	Sodium/solute symporter
VRUI01000076.1_orf109039	f03f054a8a22dac854a08d8b9af9ead9	489	TIGRFAM	TIGR02121	Na_Pro_sym: sodium/proline symporter	7	488	3.2E-189	T	24-06-2023	IPR011851	Sodium/proline symporter
VRUI01000076.1_orf109039	f03f054a8a22dac854a08d8b9af9ead9	489	PANTHER	PTHR48086	SODIUM/PROLINE SYMPORTER-RELATED	5	485	1.3E-113	T	24-06-2023	-	-
