	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001328.1_1	QGNH01001328.1	QGNH01001328.1	1	300	2045	1	D			YP_001467864.1	YP_001467864.1 DNA polymerase [Thermus phage P23-45]	False	0.265	160.0	4.372e-39								DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	VF
QGNH01001328.1_2	QGNH01001328.1	QGNH01001328.1	2	2226	2468	1	E																								0	False	F
QGNH01001328.1_3	QGNH01001328.1	QGNH01001328.1	3	2458	2784	1	E																								0	False	F
QGNH01001328.1_4	QGNH01001328.1	QGNH01001328.1	4	2781	3644	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_003090172.1	YP_003090172.1 DnaB-like replicative helicase [Burkholderia phage KS9]	False	0.345	144.0	1.061e-36								DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; KaiC [PF06745.16]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	VF
QGNH01001328.1_5	QGNH01001328.1	QGNH01001328.1	5	3657	3827	1	E																								0	False	F
QGNH01001328.1_6	QGNH01001328.1	QGNH01001328.1	6	3814	3996	1	E																								0	False	F
QGNH01001328.1_7	QGNH01001328.1	QGNH01001328.1	7	3984	4382	1	E																								0	False	F
QGNH01001328.1_8	QGNH01001328.1	QGNH01001328.1	8	4369	4638	1	D			YP_005087003.1	YP_005087003.1 endonuclease VII [Rhodococcus phage RGL3]	False	0.443	62.0	2.336e-11								Recombination endonuclease VII [PF02945.18]								0	False	F
QGNH01001328.1_9	QGNH01001328.1	QGNH01001328.1	9	4631	5302	1	D																Toprim-like [PF13155.9]								0	False	F
QGNH01001328.1_10	QGNH01001328.1	QGNH01001328.1	10	5299	5460	1	E																								0	False	
QGNH01001328.1_11	QGNH01001328.1	QGNH01001328.1	11	5457	6224	1	D			YP_009225606.1	YP_009225606.1 DNA polymerase exonuclease subunit [Pseudoalteromonas phage H101]	False	0.521	239.0	6.26e-70								RNase_H superfamily [PF13482.9]					VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	V
QGNH01001328.1_12	QGNH01001328.1	QGNH01001328.1	12	6267	6581	-1	E																								0	False	
QGNH01001328.1_13	QGNH01001328.1	QGNH01001328.1	13	6578	7249	-1	D									MER0045523	S01C	MER0045523 - subfamily S1C unassigned peptidases (Trichodesmium erythraeum) [S01.UPC]#S01C#{peptidase unit: 130-394}~source Q10WH0~	False	67.0	4.763e-11	0.276	Trypsin-like peptidase domain [PF13365.9]; Peptidase S7, Flavivirus NS3 serine protease [PF00949.24]; Peptidase S46 [PF10459.12]								0	False	P
QGNH01001328.1_14	QGNH01001328.1	QGNH01001328.1	14	7231	7473	-1	E																								0	False	
QGNH01001328.1_15	QGNH01001328.1	QGNH01001328.1	15	7470	7997	-1	E																								0	False	
QGNH01001328.1_16	QGNH01001328.1	QGNH01001328.1	16	8158	9525	-1	E			YP_005098347.1	YP_005098347.1 tail fiber protein [Synechococcus phage S-CBS4]	False	0.362	61.0	1.325e-08																0	False	
QGNH01001328.1_17	QGNH01001328.1	QGNH01001328.1	17	9543	11288	-1	E																								0	False	
QGNH01001328.1_18	QGNH01001328.1	QGNH01001328.1	18	11293	11685	-1	E																								0	False	
QGNH01001328.1_19	QGNH01001328.1	QGNH01001328.1	19	11751	12923	-1	E																								0	False	
QGNH01001328.1_20	QGNH01001328.1	QGNH01001328.1	20	12923	13069	-1	E																								0	False	
QGNH01001328.1_21	QGNH01001328.1	QGNH01001328.1	21	13117	15318	-1	E																								0	False	
QGNH01001328.1_22	QGNH01001328.1	QGNH01001328.1	22	15342	16583	-1	E																								0	False	
QGNH01001328.1_23	QGNH01001328.1	QGNH01001328.1	23	16607	19681	-1	E																								0	False	
QGNH01001328.1_24	QGNH01001328.1	QGNH01001328.1	24	19683	20762	-1	D			YP_009792788.1	YP_009792788.1 tail collar fiber protein [Bordetella phage vB_BbrM_PHB04]	False	0.303	85.0	2.592e-16								Phage Tail Collar Domain [PF07484.15]								0	False	
QGNH01001328.1_25	QGNH01001328.1	QGNH01001328.1	25	20762	21061	-1	E																								0	False	
QGNH01001328.1_26	QGNH01001328.1	QGNH01001328.1	26	21061	22122	-1	E																								0	False	
QGNH01001328.1_27	QGNH01001328.1	QGNH01001328.1	27	22225	22455	-1	E																								0	False	
QGNH01001328.1_28	QGNH01001328.1	QGNH01001328.1	28	22594	23268	-1	E																								0	False	
QGNH01001328.1_29	QGNH01001328.1	QGNH01001328.1	29	24199	25515	-1	E																								0	False	
QGNH01001328.1_30	QGNH01001328.1	QGNH01001328.1	30	25548	26432	-1	E																								0	False	
QGNH01001328.1_31	QGNH01001328.1	QGNH01001328.1	31	26511	28421	-1	E																								0	False	
QGNH01001328.1_32	QGNH01001328.1	QGNH01001328.1	32	28425	28649	-1	E																								0	False	
