	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN04328188_MNWG01000001.1_1	SAMN04328188	MNWG01000001.1	1	3	278	1	E															0
SAMN04328188_MNWG01000001.1_2	SAMN04328188	MNWG01000001.1	2	224	1069	1	E															0
SAMN04328188_MNWG01000001.1_3	SAMN04328188	MNWG01000001.1	3	1627	1815	1	E															0
SAMN04328188_MNWG01000001.1_4	SAMN04328188	MNWG01000001.1	4	1776	1901	-1	E															0
SAMN04328188_MNWG01000001.1_5	SAMN04328188	MNWG01000001.1	5	2153	2425	-1	C	K03530	DNA-binding protein HU-beta								Bacterial DNA-binding protein [PF00216.24]					0
SAMN04328188_MNWG01000001.1_6	SAMN04328188	MNWG01000001.1	6	2520	2798	-1	E															0
SAMN04328188_MNWG01000001.1_7	SAMN04328188	MNWG01000001.1	7	2956	3768	-1	C	K09769	2',3'-cyclic-nucleotide 2'-phosphodiesterase [EC:3.1.4.16]								YmdB-like protein [PF13277.9]					0
SAMN04328188_MNWG01000001.1_8	SAMN04328188	MNWG01000001.1	8	3935	5464	-1	C	K18682	ribonucrease Y [EC:3.1.-.-]								RNase Y N-terminal region [PF12072.11]; HD domain [PF01966.25]					0
SAMN04328188_MNWG01000001.1_9	SAMN04328188	MNWG01000001.1	9	5506	6090	-1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER1317754	S14	MER1317754 - family S14 unassigned peptidases () [S14.UPW]#S14#{peptidase unit: 1-194}~source PIV31930~	False	0.788	313.0	2.109e-96	Clp protease [PF00574.26]					0
SAMN04328188_MNWG01000001.1_10	SAMN04328188	MNWG01000001.1	10	6348	7631	-1	C	K03545	trigger factor								Bacterial trigger factor protein (TF) [PF05697.16]; Bacterial trigger factor protein (TF) C-terminus [PF05698.17]; FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.31]					0
SAMN04328188_MNWG01000001.1_11	SAMN04328188	MNWG01000001.1	11	7692	8018	-1	C	K03926	periplasmic divalent cation tolerance protein								CutA1 divalent ion tolerance protein [PF03091.18]					0
SAMN04328188_MNWG01000001.1_12	SAMN04328188	MNWG01000001.1	12	8105	8386	1	E															0
SAMN04328188_MNWG01000001.1_13	SAMN04328188	MNWG01000001.1	13	8692	10731	-1	C	K15987	K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]								Inorganic H+ pyrophosphatase [PF03030.19]					0
SAMN04328188_MNWG01000001.1_14	SAMN04328188	MNWG01000001.1	14	10831	12165	-1	C	K02600	transcription termination/antitermination protein NusA								NusA N-terminal domain [PF08529.14]; NusA-like KH domain [PF13184.9]					0
SAMN04328188_MNWG01000001.1_15	SAMN04328188	MNWG01000001.1	15	12428	12796	-1	D										FaeA-like protein [PF04703.15]; DeoR-like helix-turn-helix domain [PF08220.15]; Winged helix-turn-helix DNA-binding [PF13412.9]; Bacterial protein of unknown function (DUF977) [PF06163.14]					0
SAMN04328188_MNWG01000001.1_16	SAMN04328188	MNWG01000001.1	16	12816	13220	-1	D										Plasmid pRiA4b ORF-3-like protein [PF07929.14]					0
SAMN04328188_MNWG01000001.1_17	SAMN04328188	MNWG01000001.1	17	13394	14203	-1	D										Type II restriction endonuclease, TdeIII [PF09520.13]					0
SAMN04328188_MNWG01000001.1_18	SAMN04328188	MNWG01000001.1	18	14208	15785	-1	D										DNA methylase [PF01555.21]; Putative RNA methylase family UPF0020 [PF01170.21]					0
SAMN04328188_MNWG01000001.1_19	SAMN04328188	MNWG01000001.1	19	15826	16488	-1	C	K01356	repressor LexA [EC:3.4.21.88]	MER0414524	S24	MER0414524 - repressor LexA () [S24.001]#S24#{peptidase unit: 112-221}~source EKE15323~	False	0.483	97.0	3.4540000000000004e-21	Peptidase S24-like [PF00717.26]; LexA DNA binding domain [PF01726.19]					0
SAMN04328188_MNWG01000002.1_1	SAMN04328188	MNWG01000002.1	1	473	2095	1	E															0
SAMN04328188_MNWG01000002.1_2	SAMN04328188	MNWG01000002.1	2	2912	3343	1	C	K03925	transcriptional regulator MraZ								MraZ protein, putative antitoxin-like [PF02381.21]					0
