	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000956.1_1	QGNH01000956.1	QGNH01000956.1	1	3	287	1	E			YP_009600748.1	YP_009600748.1 tail length tape measure protein [Sphingobium phage Lacusarx]	False	0.528	91.0	1.376e-21																0	False	F
QGNH01000956.1_2	QGNH01000956.1	QGNH01000956.1	2	287	913	1	D			YP_009600749.1	YP_009600749.1 glycoside hydrolase [Sphingobium phage Lacusarx]	False	0.531	202.0	6.087000000000001e-58								Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]								0	False	F
QGNH01000956.1_3	QGNH01000956.1	QGNH01000956.1	3	910	2112	1	D			YP_224008.1	YP_224008.1 tail assembly protein [Alphaproteobacteria phage PhiJL001]	False	0.24	181.0	1.0189999999999999e-47								Uncharacterized conserved protein (DUF2163) [PF09931.12]; Phage conserved hypothetical protein BR0599 [PF09356.13]					VOG04054	REFSEQ tail assembly protein; Xu	Xu	0	False	F
QGNH01000956.1_4	QGNH01000956.1	QGNH01000956.1	4	2118	2537	1	D			YP_009600751.1	YP_009600751.1 minor tail protein [Sphingobium phage Lacusarx]	False	0.432	106.0	1.099e-25	MER0718794	C40	MER0718794 - family C40 unassigned peptidases (Polymorphum gilvum) [C40.UPW]#C40#{peptidase unit: 16-128}~source F2J689~	False	81.0	4.45e-17	0.399									0	False	PF
QGNH01000956.1_5	QGNH01000956.1	QGNH01000956.1	5	2543	6289	1	D			YP_224010.1	YP_224010.1 tail protein [Alphaproteobacteria phage PhiJL001]	True	0.25	396.0	1.643e-111								Putative phage tail protein [PF13550.9]								0	False	F
QGNH01000956.1_6	QGNH01000956.1	QGNH01000956.1	6	6375	6959	1	E			YP_006989128.1	YP_006989128.1 hypothetical protein D869_gp333 [Caulobacter phage CcrRogue]	False	0.386	65.0	6.177e-11																0	False	
QGNH01000956.1_7	QGNH01000956.1	QGNH01000956.1	7	6959	8176	1	E																					VOG26006	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000956.1_8	QGNH01000956.1	QGNH01000956.1	8	8176	8634	1	E																								0	False	F
QGNH01000956.1_9	QGNH01000956.1	QGNH01000956.1	9	8634	9170	1	E																								0	False	F
QGNH01000956.1_10	QGNH01000956.1	QGNH01000956.1	10	9170	9856	1	E																								0	False	F
QGNH01000956.1_11	QGNH01000956.1	QGNH01000956.1	11	9867	10382	1	E																								0	False	F
QGNH01000956.1_12	QGNH01000956.1	QGNH01000956.1	12	10382	10942	1	E																								0	False	F
QGNH01000956.1_13	QGNH01000956.1	QGNH01000956.1	13	10949	11791	1	E																								0	False	F
QGNH01000956.1_14	QGNH01000956.1	QGNH01000956.1	14	11807	12529	1	C	K03791	putative chitinase	YP_009277044.1	YP_009277044.1 endolysin [Ralstonia phage RSP15]	False	0.446	145.0	1.638e-37								Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm				0	False	F
QGNH01000956.1_15	QGNH01000956.1	QGNH01000956.1	15	12531	12968	1	E																								0	False	F
QGNH01000956.1_16	QGNH01000956.1	QGNH01000956.1	16	12968	13354	1	E																								0	False	F
