	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001262.1_1	QGNH01001262.1	QGNH01001262.1	1	2	1153	1	E																								0	False	F
QGNH01001262.1_2	QGNH01001262.1	QGNH01001262.1	2	1744	2196	-1	E																					VOG17191	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001262.1_3	QGNH01001262.1	QGNH01001262.1	3	2193	2948	-1	E			YP_009303884.1	YP_009303884.1 hypothetical protein BJD73_gp45 [Mycobacterium phage Brocalys]	False	0.352	117.0	9.058e-28													VOG03715	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001262.1_4	QGNH01001262.1	QGNH01001262.1	4	3054	3485	1	E																								0	False	F
QGNH01001262.1_5	QGNH01001262.1	QGNH01001262.1	5	3497	3769	1	E																								0	False	F
QGNH01001262.1_6	QGNH01001262.1	QGNH01001262.1	6	3787	5148	1	C	K06909	phage terminase large subunit	YP_009638956.1	YP_009638956.1 terminase large subunit [Pseudomonas phage H66]	False	0.445	346.0	1.905e-103								Phage terminase large subunit [PF04466.16]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001262.1_7	QGNH01001262.1	QGNH01001262.1	7	5145	5360	1	E																								0	False	
QGNH01001262.1_8	QGNH01001262.1	QGNH01001262.1	8	5357	5542	1	E																								0	False	
QGNH01001262.1_9	QGNH01001262.1	QGNH01001262.1	9	5542	5673	1	E																								0	False	
QGNH01001262.1_10	QGNH01001262.1	QGNH01001262.1	10	5740	5961	1	E																								0	False	
