	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_027983.1_NC_027983.1_1	NC_027983.1	NC_027983.1	1	12	2189	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]					0
NC_027983.1_NC_027983.1_2	NC_027983.1	NC_027983.1	2	2200	2403	-1	E															0
NC_027983.1_NC_027983.1_3	NC_027983.1	NC_027983.1	3	2458	4275	-1	C	K26040	Escherichia phage DNA topoisomerase large subunit [EC:5.6.2.2]								DNA gyrase B [PF00204.28]; C-terminal associated domain of TOPRIM [PF16898.8]					0
NC_027983.1_NC_027983.1_4	NC_027983.1	NC_027983.1	4	4345	4605	-1	E															0
NC_027983.1_NC_027983.1_5	NC_027983.1	NC_027983.1	5	4611	4982	-1	E															0
NC_027983.1_NC_027983.1_6	NC_027983.1	NC_027983.1	6	4985	5161	-1	D										Zinc ribbon domain [PF09723.13]					1
NC_027983.1_NC_027983.1_7	NC_027983.1	NC_027983.1	7	5164	5589	-1	E															0
NC_027983.1_NC_027983.1_8	NC_027983.1	NC_027983.1	8	5589	5804	-1	E															0
NC_027983.1_NC_027983.1_9	NC_027983.1	NC_027983.1	9	5818	6087	-1	E															0
NC_027983.1_NC_027983.1_10	NC_027983.1	NC_027983.1	10	6185	6676	-1	D										Modifier of transcription [PF17613.5]					0
NC_027983.1_NC_027983.1_11	NC_027983.1	NC_027983.1	11	6750	7250	-1	D										Modifier of transcription [PF17613.5]					0
NC_027983.1_NC_027983.1_12	NC_027983.1	NC_027983.1	12	7260	7772	-1	E															0
NC_027983.1_NC_027983.1_13	NC_027983.1	NC_027983.1	13	7836	8519	-1	C	K26049	Escherichia phage exodeoxyribonuclease [EC:3.1.11.1]								3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					0
NC_027983.1_NC_027983.1_14	NC_027983.1	NC_027983.1	14	8519	8761	-1	E															0
NC_027983.1_NC_027983.1_15	NC_027983.1	NC_027983.1	15	8754	8999	-1	E															0
NC_027983.1_NC_027983.1_16	NC_027983.1	NC_027983.1	16	8986	9246	-1	E															0
NC_027983.1_NC_027983.1_17	NC_027983.1	NC_027983.1	17	9253	10572	-1	C	K21499	Escherichia phage ATP-dependent DNA helicase [EC:5.6.2.3]								Dda helicase SH3 domain [PF18343.4]; AAA domain [PF13604.9]; PIF1-like helicase [PF05970.17]; UvrD-like helicase C-terminal domain [PF13538.9]; AAA domain [PF13086.9]					0
NC_027983.1_NC_027983.1_18	NC_027983.1	NC_027983.1	18	10569	10880	-1	E															0
NC_027983.1_NC_027983.1_19	NC_027983.1	NC_027983.1	19	10882	11637	-1	E															0
NC_027983.1_NC_027983.1_20	NC_027983.1	NC_027983.1	20	11759	12361	-1	C	K26034	Escherichia phage NAD--protein ADP-ribosyltransferase ModA [EC:2.4.2.31]													0
