KO Id	Name	Count
K00004	BDH, butB; (R,R)-butanediol dehydrogenase / meso-butanediol dehydrogenase / diacetyl reductase	7
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	2
K00013	hisD; histidinol dehydrogenase	2
K00014	aroE; shikimate dehydrogenase	2
K00016	LDH, ldh; L-lactate dehydrogenase	7
K00020	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	1
K00024	mdh; malate dehydrogenase	5
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	2
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1
K00060	tdh; threonine 3-dehydrogenase	1
K00075	murB; UDP-N-acetylmuramate dehydrogenase	2
K00088	IMPDH, guaB; IMP dehydrogenase	1
K00133	asd; aspartate-semialdehyde dehydrogenase	6
K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	8
K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	3
K00138	aldB; aldehyde dehydrogenase	4
K00148	fdhA; glutathione-independent formaldehyde dehydrogenase	1
K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	2
K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	1
K00167	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	1
K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase	2
K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	3
K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	3
K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	3
K00248	ACADS, bcd; butyryl-CoA dehydrogenase	6
K00259	ald; alanine dehydrogenase	2
K00260	gudB, rocG; glutamate dehydrogenase	5
K00263	E1.4.1.9; leucine dehydrogenase	2
K00264	GLT1; glutamate synthase (NADH)	3
K00265	gltB; glutamate synthase (NADPH) large chain	2
K00274	MAO, aofH; monoamine oxidase	5
K00278	nadB; L-aspartate oxidase	1
K00282	gcvPA; glycine dehydrogenase subunit 1	1
K00283	gcvPB; glycine dehydrogenase subunit 2	1
K00286	proC; pyrroline-5-carboxylate reductase	1
K00318	PRODH, fadM, putB; proline dehydrogenase	2
K00320	mer; 5,10-methylenetetrahydromethanopterin reductase	2
K00364	E1.7.1.7, guaC; GMP reductase	1
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	2
K00383	GSR, gor; glutathione reductase (NADPH)	1
K00384	trxB, TRR; thioredoxin reductase (NADPH)	2
K00432	gpx, btuE, bsaA; glutathione peroxidase	3
