locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
CAJTCR010000001.1_1	K01626	K01626	COG0722		phrog_5045	VOG14241	COG:COG0722	344	5.4e-113	375.4		AroG1:Aromatic amino acid biosynthesis
CAJTCR010000001.1_2		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	306	6.4e-81	270.8		XerD:
CAJTCR010000001.1_3		K06384					KEGG:K06384	200	3.1e-09	35.0		spoIIM; stage II sporulation protein M
CAJTCR010000001.1_4	K01515	K01515	COG0494		phrog_1185	VOG00441	FOAM:K01515	180	3.7e-47	159.7	3.6.1.13	nudF; ADP-ribose pyrophosphatase
CAJTCR010000001.1_5		K18682	COG1094				KEGG:K18682	518	4.7e-233	773.0	3.1.-.-	rny; ribonucrease Y
CAJTCR010000001.1_6		K03565	COG2137		phrog_17023		COG:COG2137	209	3.1e-47	159.9		RecX:
CAJTCR010000001.1_7		K03553	COG0468		phrog_97	VOG04360	KEGG:K03553	406	4.6e-194	645.0		recA; recombination protein RecA
CAJTCR010000001.1_8		K06871	COG0641		phrog_1802	VOG00127	COG:COG0641	409	5.1e-55	185.5		AslB:
CAJTCR010000001.1_9												Hypothetical
CAJTCR010000001.1_10												Hypothetical
CAJTCR010000001.1_11	K02536	K02536	COG1044		phrog_5353	VOG03104	FOAM:K02536	313	1.7e-64	216.7	2.3.1.191	lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase
CAJTCR010000001.1_12		K06030	COG1159				COG:COG1159	509	2.2e-23	80.6		Era:
CAJTCR010000001.1_13												Hypothetical
CAJTCR010000001.1_14												Hypothetical
CAJTCR010000001.1_15		K19175	COG0433		phrog_7035		COG:COG0433	981	1.9e-57	193.6		HerA:
CAJTCR010000001.1_16		K20480	COG2909				COG:COG2909	700	7.7e-10	36.4		MalT:
CAJTCR010000001.1_17	K08884	K08884	COG5752		phrog_2361	VOG00025	FOAM:K08884	725	7.7e-26	88.8	2.7.11.1	K08884; serine/threonine protein kinase, bacterial
CAJTCR010000001.1_18												Hypothetical
CAJTCR010000001.1_19												Hypothetical
CAJTCR010000001.1_20												Hypothetical
CAJTCR010000001.1_21												Hypothetical
CAJTCR010000001.1_22	K00264	K00264	COG1249		phrog_6397	VOG01756	FOAM:K00264	498	2.4e-203	676.1	1.4.1.14	GLT1; glutamate synthase (NADH)
CAJTCR010000001.1_23	K00265	K00265	COG0070				COG:COG0070	1522	0	2185.8		GltB3:Glutamine biosynthesis
CAJTCR010000001.1_24												Hypothetical
CAJTCR010000001.1_25		K22585	COG1533		phrog_13321		COG:COG1533	297	1.8e-85	286.1		SplB:
CAJTCR010000001.1_26	K05593	K05593			phrog_18605		FOAM:K05593	287	4.2e-108	360.5	2.7.7.-	aadK; aminoglycoside 6-adenylyltransferase
CAJTCR010000001.1_27		K02405	COG0568				COG:COG0568	132	3.2e-09	34.8		RpoD:RNA polymerase
CAJTCR010000001.1_28		K03087	COG0568		phrog_351	VOG00158	COG:COG0568	126	7.1e-28	96.1		RpoD:RNA polymerase
CAJTCR010000001.1_29		K06400	COG1961		phrog_125	VOG00303	PHROG:phrog_125	226	5.7e-38	128.3		DNA invertase
CAJTCR010000001.1_30			COG1724		phrog_353	VOG00753	COG:COG1724	76	1.1e-12	46.4		YcfA:
CAJTCR010000001.1_31		K18843	COG4226		phrog_33232	VOG02503	COG:COG4226	115	1.1e-27	95.7		HicB:
CAJTCR010000001.1_32												Hypothetical
CAJTCR010000001.1_33												Hypothetical
CAJTCR010000001.1_34												Hypothetical
CAJTCR010000001.1_35		K04488	COG0822		phrog_8429		COG:COG0822	231	3.5e-19	67.6		IscU:
CAJTCR010000001.1_36	K12944	K12944	COG1443, COG0456		phrog_1198, phrog_1249	VOG00123, VOG00917	COG:COG1443	333	2.8e-43	147.2		Idi:Isoprenoid biosynthesis
