locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
JAHFOH010000208.1_1_987_+		K04483	COG0468		phrog_97	VOG04360	KEGG:K04483	328	1e-137	456.4		radA; DNA repair protein RadA
JAHFOH010000208.1_1145_1315_+												Hypothetical
JAHFOH010000208.1_1325_1837_-		K01823	COG1443		phrog_1198		COG:COG1443	170	5.4e-52	174.3		Idi; Isoprenoid biosynthesis
JAHFOH010000208.1_2221_2856_-												Hypothetical
JAHFOH010000051.1_122_316_+												Hypothetical
JAHFOH010000051.1_714_893_+												Hypothetical
JAHFOH010000051.1_937_1326_+												Hypothetical
JAHFOH010000051.1_1382_2416_-		K18572	COG3191			VOG10315	COG:COG3191	344	6e-95	315.8		DmpA; 
JAHFOH010000051.1_2593_3405_+		K16264	COG1230		phrog_7308		COG:COG1230	270	9.2e-105	347.6		CzcD; 
JAHFOH010000051.1_3578_4411_-		K01916	COG0171		phrog_11189	VOG00380	COG:COG0171	277	2.6e-92	306.9		NadE; NAD biosynthesis
JAHFOH010000051.1_4413_5252_-	K12251	K12251	COG0388		phrog_36784	VOG08915	COG:COG0388	279	1.1e-77	258.4		Nit2; 
JAHFOH010000051.1_5364_5837_-			COG4190		phrog_11214		COG:COG4190	157	1e-18	64.3		; 
JAHFOH010000051.1_5902_7362_+		K14415	COG1690		phrog_1075	VOG00184	KEGG:K14415	486	3.6e-175	581.0	6.5.1.8	RTCB, rtcB; tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase)
JAHFOH010000051.1_7370_8236_+		K02234, K02234	COG0523				COG:COG0523	290	4e-90	299.8		YejR; 
JAHFOH010000209.1_514_927_+		K18828	COG1487				COG:COG1487	137	7.5e-13	45.2		VapC; 
JAHFOH010000209.1_1124_2269_-		K01971	COG3285				COG:COG3285	381	1.5e-24	81.9		LigD; 
JAHFOH010000052.1_2_769_+		K07301	COG0530				COG:COG0530	255	2e-28	95.6		ECM27; 
JAHFOH010000052.1_772_2214_-		K14163	COG0442, COG0442		phrog_35619, phrog_18916	VOG02983	KEGG:K14163	480	3.5e-182	604.4	6.1.1.17 6.1.1.15	EPRS; bifunctional glutamyl/prolyl-tRNA synthetase
JAHFOH010000052.1_2237_2497_+												Hypothetical
JAHFOH010000052.1_2524_3429_-		K19517	COG0524		phrog_15334		COG:COG0524	301	6.8e-44	147.1		RbsK; Glycolysis
JAHFOH010000052.1_3461_4378_-		K23536	COG1079				COG:COG1079	303	4.2e-89	295.5		NupQ; 
JAHFOH010000052.1_4375_5445_-		K23535	COG4603				COG:COG4603	316	4.4e-90	299.1		NupP; 
JAHFOH010000052.1_5442_6932_-		K23537	COG3845		phrog_293, phrog_293	VOG02992, VOG17303	COG:COG3845	496	6e-227	752.2		NupO; 
JAHFOH010000052.1_6981_8102_-		K07335	COG1744			VOG28221	COG:COG1744	374	3.8e-91	302.7		Med; 
JAHFOH010000004.1_2_1108_-	K01733	K01733	COG0498		phrog_11528	VOG21226	COG:COG0498	369	2.5e-108	359.8		ThrC; Threonine biosynthesis
JAHFOH010000004.1_1347_1838_-												Hypothetical
JAHFOH010000004.1_1908_2039_-												Hypothetical
JAHFOH010000004.1_2166_2294_-		K01767	COG0662				COG:COG0662	42	6.4e-07	26.3		ManC; 
JAHFOH010000004.1_2298_2522_-		K01767					KEGG:K01767	74	8.9e-07	25.6	4.4.1.-	K01767; 1-methylthio-D-xylulose 5-phosphate methylsulfurylase
JAHFOH010000004.1_2698_3771_-	K00133	K00133	COG0136		phrog_27440		COG:COG0136	357	8.3e-86	284.5		Asd; Lysine biosynthesis
JAHFOH010000004.1_3887_4885_+	K00053	K00053	COG0059				COG:COG0059	332	2.4e-144	477.3		IlvC; Isoleucine, leucine, valine biosynthesis
JAHFOH010000004.1_4938_5336_-		K07065	COG2402		phrog_35851		COG:COG2402	121	1.2e-17	60.5		; 
