	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_900182635.1_NZ_FXTD01000001.1_1	GCF_900182635.1	NZ_FXTD01000001.1	1	466	795	-1	D										Non-histone chromosomal protein MC1 [PF05854.14]					0
GCF_900182635.1_NZ_FXTD01000001.1_2	GCF_900182635.1	NZ_FXTD01000001.1	2	1086	1289	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_3	GCF_900182635.1	NZ_FXTD01000001.1	3	1410	2468	1	C	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]								Dihydroorotate dehydrogenase [PF01180.24]					0
GCF_900182635.1_NZ_FXTD01000001.1_4	GCF_900182635.1	NZ_FXTD01000001.1	4	2487	5132	-1	C	K01873	valyl-tRNA synthetase [EC:6.1.1.9]								tRNA synthetases class I (I, L, M and V) [PF00133.25]; Anticodon-binding domain of tRNA ligase [PF08264.16]; tRNA synthetases class I (M) [PF09334.14]; Leucyl-tRNA synthetase, Domain 2 [PF13603.9]; tRNA synthetases class I (K) [PF01921.21]; tRNA synthetases class I (C) catalytic domain [PF01406.22]					0
GCF_900182635.1_NZ_FXTD01000001.1_5	GCF_900182635.1	NZ_FXTD01000001.1	5	5603	6280	-1	D										ubiE/COQ5 methyltransferase family [PF01209.21]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF13847.9]; Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]; Mycolic acid cyclopropane synthetase [PF02353.23]; Methyltransferase domain [PF08242.15]; Methionine biosynthesis protein MetW [PF07021.15]; Protein of unknown function (DUF1698) [PF08003.14]; O-methyltransferase domain [PF00891.21]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]; tRNA methyltransferase complex GCD14 subunit [PF08704.13]					0
GCF_900182635.1_NZ_FXTD01000001.1_6	GCF_900182635.1	NZ_FXTD01000001.1	6	6393	6833	1	D										Putative integral membrane protein (DUF2391) [PF09622.13]					0
GCF_900182635.1_NZ_FXTD01000001.1_7	GCF_900182635.1	NZ_FXTD01000001.1	7	6862	7497	-1	C	K07244	mgtE-like transporter								Divalent cation transporter [PF01769.19]					0
GCF_900182635.1_NZ_FXTD01000001.1_8	GCF_900182635.1	NZ_FXTD01000001.1	8	7494	8066	-1	C	K07244	mgtE-like transporter								Divalent cation transporter [PF01769.19]					0
GCF_900182635.1_NZ_FXTD01000001.1_9	GCF_900182635.1	NZ_FXTD01000001.1	9	8185	8763	1	D										KaiC [PF06745.16]					0
GCF_900182635.1_NZ_FXTD01000001.1_10	GCF_900182635.1	NZ_FXTD01000001.1	10	8780	9619	-1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_11	GCF_900182635.1	NZ_FXTD01000001.1	11	9619	9717	-1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_12	GCF_900182635.1	NZ_FXTD01000001.1	12	9855	10253	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_13	GCF_900182635.1	NZ_FXTD01000001.1	13	10293	11273	-1	C	K01698	porphobilinogen synthase [EC:4.2.1.24]								Delta-aminolevulinic acid dehydratase [PF00490.24]					0
GCF_900182635.1_NZ_FXTD01000001.1_14	GCF_900182635.1	NZ_FXTD01000001.1	14	11352	11522	-1	D										Family of unknown function (DUF6757) [PF20542.1]					0
GCF_900182635.1_NZ_FXTD01000001.1_15	GCF_900182635.1	NZ_FXTD01000001.1	15	11603	12424	-1	C	K07053	3',5'-nucleoside bisphosphate phosphatase [EC:3.1.3.97]								PHP domain [PF02811.22]					0
GCF_900182635.1_NZ_FXTD01000001.1_16	GCF_900182635.1	NZ_FXTD01000001.1	16	12594	12878	1	D										Family of unknown function (DUF5789) [PF19102.3]					0
GCF_900182635.1_NZ_FXTD01000001.1_17	GCF_900182635.1	NZ_FXTD01000001.1	17	13630	14523	-1	D										Family of unknown function (DUF5784) [PF19096.3]					0
GCF_900182635.1_NZ_FXTD01000001.1_18	GCF_900182635.1	NZ_FXTD01000001.1	18	14806	14979	1	D										Family of unknown function (DUF5786) [PF19099.3]					0
GCF_900182635.1_NZ_FXTD01000001.1_19	GCF_900182635.1	NZ_FXTD01000001.1	19	15023	15697	-1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_20	GCF_900182635.1	NZ_FXTD01000001.1	20	15694	16632	-1	D										NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; NAD dependent epimerase/dehydratase family [PF01370.24]; RmlD substrate binding domain [PF04321.20]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; GDP-mannose 4,6 dehydratase [PF16363.8]; Polysaccharide biosynthesis protein [PF02719.18]					0
GCF_900182635.1_NZ_FXTD01000001.1_21	GCF_900182635.1	NZ_FXTD01000001.1	21	16747	17658	1	D										Metallo-beta-lactamase superfamily [PF00753.30]					0
GCF_900182635.1_NZ_FXTD01000001.1_22	GCF_900182635.1	NZ_FXTD01000001.1	22	17688	18293	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_23	GCF_900182635.1	NZ_FXTD01000001.1	23	18298	18810	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_24	GCF_900182635.1	NZ_FXTD01000001.1	24	18850	19482	1	D										Uncharacterized protein family UPF0029 [PF01205.22]; Domain of unknown function (DUF1949) [PF09186.14]					0
GCF_900182635.1_NZ_FXTD01000001.1_25	GCF_900182635.1	NZ_FXTD01000001.1	25	19714	21330	-1	C	K02323	DNA polymerase II small subunit [EC:2.7.7.7]								DNA polymerase alpha/epsilon subunit B [PF04042.19]; Calcineurin-like phosphoesterase superfamily domain [PF12850.10]; Calcineurin-like phosphoesterase [PF00149.31]					0
GCF_900182635.1_NZ_FXTD01000001.1_26	GCF_900182635.1	NZ_FXTD01000001.1	26	21398	23170	-1	C	K03572	DNA mismatch repair protein MutL								MutL C terminal dimerisation domain [PF08676.14]; DNA mismatch repair protein, C-terminal domain [PF01119.22]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF13589.9]					0
GCF_900182635.1_NZ_FXTD01000001.1_27	GCF_900182635.1	NZ_FXTD01000001.1	27	23160	26168	-1	C	K03555	DNA mismatch repair protein MutS								MutS domain V [PF00488.24]; MutS domain III [PF05192.21]; MutS domain I [PF01624.23]; MutS family domain IV [PF05190.21]; MutS domain II [PF05188.20]					0
GCF_900182635.1_NZ_FXTD01000001.1_28	GCF_900182635.1	NZ_FXTD01000001.1	28	26287	26832	1	D										DnaJ domain [PF00226.34]					0
GCF_900182635.1_NZ_FXTD01000001.1_29	GCF_900182635.1	NZ_FXTD01000001.1	29	26848	27525	-1	C	K03752	molybdenum cofactor guanylyltransferase [EC:2.7.7.77]								MobA-like NTP transferase domain [PF12804.10]; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.22]					0
GCF_900182635.1_NZ_FXTD01000001.1_30	GCF_900182635.1	NZ_FXTD01000001.1	30	27716	28624	1	C	K06215	pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]								SOR/SNZ family [PF01680.20]; Thiazole biosynthesis protein ThiG [PF05690.17]					0
GCF_900182635.1_NZ_FXTD01000001.1_31	GCF_900182635.1	NZ_FXTD01000001.1	31	28667	28756	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_32	GCF_900182635.1	NZ_FXTD01000001.1	32	28820	29020	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_33	GCF_900182635.1	NZ_FXTD01000001.1	33	29214	29429	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_34	GCF_900182635.1	NZ_FXTD01000001.1	34	29464	30141	1	D										Uracil phosphoribosyltransferase [PF14681.9]					0
GCF_900182635.1_NZ_FXTD01000001.1_35	GCF_900182635.1	NZ_FXTD01000001.1	35	30209	30427	1	E															0
GCF_900182635.1_NZ_FXTD01000001.1_36	GCF_900182635.1	NZ_FXTD01000001.1	36	30512	31795	1	C	K01733	threonine synthase [EC:4.2.3.1]								Pyridoxal-phosphate dependent enzyme [PF00291.28]					0
GCF_900182635.1_NZ_FXTD01000001.1_37	GCF_900182635.1	NZ_FXTD01000001.1	37	31844	33025	-1	D										Amino acid kinase family [PF00696.31]; ACT domain [PF13840.9]					0
GCF_900182635.1_NZ_FXTD01000001.1_38	GCF_900182635.1	NZ_FXTD01000001.1	38	33722	34441	-1	C	K07163	uncharacterized protein								Zn-ribbon containing protein [PF09845.12]					0
GCF_900182635.1_NZ_FXTD01000001.1_39	GCF_900182635.1	NZ_FXTD01000001.1	39	34441	34848	-1	C	K09743	uncharacterized protein								Uncharacterized protein conserved in archaea (DUF2073) [PF09846.12]					0
GCF_900182635.1_NZ_FXTD01000001.1_40	GCF_900182635.1	NZ_FXTD01000001.1	40	34848	35489	-1	D										ADP-ribosylation factor family [PF00025.24]; Ras family [PF00071.25]; 50S ribosome-binding GTPase [PF01926.26]; MnmE helical domain [PF12631.10]; Elongation factor Tu GTP binding domain [PF00009.30]; Signal recognition particle receptor beta subunit [PF09439.13]					0
GCF_900182635.1_NZ_FXTD01000001.1_41	GCF_900182635.1	NZ_FXTD01000001.1	41	35784	36215	-1	D										HR-like lesion-inducing [PF05514.14]					0
