	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_018660835.1_JABJJN010000001.1_1	GCA_018660835.1	JABJJN010000001.1	1	1	93	-1	E															0
GCA_018660835.1_JABJJN010000001.1_2	GCA_018660835.1	JABJJN010000001.1	2	69	989	-1	E															0
GCA_018660835.1_JABJJN010000001.1_3	GCA_018660835.1	JABJJN010000001.1	3	1420	2487	1	D										Oxidoreductase family, NAD-binding Rossmann fold [PF01408.25]					0
GCA_018660835.1_JABJJN010000001.1_4	GCA_018660835.1	JABJJN010000001.1	4	2543	2971	1	C	K00783	23S rRNA (pseudouridine1915-N3)-methyltransferase [EC:2.1.1.177]								Predicted SPOUT methyltransferase [PF02590.20]					0
GCA_018660835.1_JABJJN010000001.1_5	GCA_018660835.1	JABJJN010000001.1	5	3023	4180	-1	C	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]	MER1307293	S11	MER1307293 - family S11 unassigned peptidases () [S11.UPW]#S11#{peptidase unit: 46-376}~source OGG56898~	False	0.511	316.0	7.681e-94	D-alanyl-D-alanine carboxypeptidase [PF00768.23]; Beta-lactamase enzyme family [PF13354.9]; Penicillin-binding protein 5, C-terminal domain [PF07943.16]					0
GCA_018660835.1_JABJJN010000001.1_6	GCA_018660835.1	JABJJN010000001.1	6	4369	5340	1	D										Phytanoyl-CoA dioxygenase (PhyH) [PF05721.16]					0
GCA_018660835.1_JABJJN010000001.1_7	GCA_018660835.1	JABJJN010000001.1	7	5364	6356	-1	C	K01444	N4-(beta-N-acetylglucosaminyl)-L-asparaginase [EC:3.5.1.26]	MER1096887	T02	MER1096887 - {Chryseobacterium meningosepticum}-type N4-(beta-N-acetylglucosaminyl)-L-asparaginase (Sphingobacterium sp. PM2-P1-29) [T02.007]#T02#{peptidase unit: 53-321}~source A0A077XUQ6~	False	0.499	243.0	1.783e-69	Asparaginase [PF01112.21]					0
GCA_018660835.1_JABJJN010000001.1_8	GCA_018660835.1	JABJJN010000001.1	8	6596	7315	1	E															0
GCA_018660835.1_JABJJN010000002.1_1	GCA_018660835.1	JABJJN010000002.1	1	1	768	1	D										Sulfatase [PF00884.26]; Domain of unknown function (DUF4976) [PF16347.8]					0
GCA_018660835.1_JABJJN010000002.1_2	GCA_018660835.1	JABJJN010000002.1	2	790	1986	1	D										Major Facilitator Superfamily [PF07690.19]; Transmembrane secretion effector [PF05977.16]; Sugar (and other) transporter [PF00083.27]					0
GCA_018660835.1_JABJJN010000002.1_3	GCA_018660835.1	JABJJN010000002.1	3	2114	2305	-1	E															0
GCA_018660835.1_JABJJN010000002.1_4	GCA_018660835.1	JABJJN010000002.1	4	2302	2478	-1	E															0
GCA_018660835.1_JABJJN010000002.1_5	GCA_018660835.1	JABJJN010000002.1	5	2487	3440	-1	E															0
GCA_018660835.1_JABJJN010000002.1_6	GCA_018660835.1	JABJJN010000002.1	6	3437	4207	-1	E															0
GCA_018660835.1_JABJJN010000002.1_7	GCA_018660835.1	JABJJN010000002.1	7	4483	5301	1	D										Phytanoyl-CoA dioxygenase (PhyH) [PF05721.16]					0
GCA_018660835.1_JABJJN010000002.1_8	GCA_018660835.1	JABJJN010000002.1	8	5414	5524	1	E															0
GCA_018660835.1_JABJJN010000002.1_9	GCA_018660835.1	JABJJN010000002.1	9	5552	6496	-1	D										Aldo/keto reductase family [PF00248.24]					0
GCA_018660835.1_JABJJN010000002.1_10	GCA_018660835.1	JABJJN010000002.1	10	6591	7889	1	D										Neutral/alkaline non-lysosomal ceramidase, N-terminal [PF04734.16]					0
GCA_018660835.1_JABJJN010000002.1_11	GCA_018660835.1	JABJJN010000002.1	11	7893	8369	-1	E															0
GCA_018660835.1_JABJJN010000002.1_12	GCA_018660835.1	JABJJN010000002.1	12	8477	9808	-1	D										Sulfate permease family [PF00916.23]					0
GCA_018660835.1_JABJJN010000002.1_13	GCA_018660835.1	JABJJN010000002.1	13	9976	10320	1	D										Inosine-uridine preferring nucleoside hydrolase [PF01156.22]					0
GCA_018660835.1_JABJJN010000003.1_1	GCA_018660835.1	JABJJN010000003.1	1	1	207	-1	E															0
GCA_018660835.1_JABJJN010000003.1_2	GCA_018660835.1	JABJJN010000003.1	2	200	1348	-1	E															0
GCA_018660835.1_JABJJN010000003.1_3	GCA_018660835.1	JABJJN010000003.1	3	1345	3180	-1	E															0
GCA_018660835.1_JABJJN010000003.1_4	GCA_018660835.1	JABJJN010000003.1	4	3281	3520	1	E															0
GCA_018660835.1_JABJJN010000003.1_5	GCA_018660835.1	JABJJN010000003.1	5	3863	4252	1	E															0
GCA_018660835.1_JABJJN010000003.1_6	GCA_018660835.1	JABJJN010000003.1	6	4249	4578	1	E															0
GCA_018660835.1_JABJJN010000003.1_7	GCA_018660835.1	JABJJN010000003.1	7	4617	4943	-1	E															0
GCA_018660835.1_JABJJN010000003.1_8	GCA_018660835.1	JABJJN010000003.1	8	5070	5402	-1	E															0
GCA_018660835.1_JABJJN010000003.1_9	GCA_018660835.1	JABJJN010000003.1	9	5399	5725	-1	E															0
GCA_018660835.1_JABJJN010000003.1_10	GCA_018660835.1	JABJJN010000003.1	10	6008	9565	1	D										HEAT repeats [PF13646.9]					0
GCA_018660835.1_JABJJN010000003.1_11	GCA_018660835.1	JABJJN010000003.1	11	9805	10377	1	D										Phage integrase family [PF00589.25]					0
GCA_018660835.1_JABJJN010000003.1_12	GCA_018660835.1	JABJJN010000003.1	12	10427	12358	1	D										TraG P-loop domain [PF19044.3]; Helicase HerA, central domain [PF01935.20]; Type IV secretory system Conjugative DNA transfer [PF02534.17]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; AAA-like domain [PF12846.10]					0
GCA_018660835.1_JABJJN010000003.1_13	GCA_018660835.1	JABJJN010000003.1	13	12355	12627	1	E															0
GCA_018660835.1_JABJJN010000003.1_14	GCA_018660835.1	JABJJN010000003.1	14	12719	14488	-1	E															0
GCA_018660835.1_JABJJN010000003.1_15	GCA_018660835.1	JABJJN010000003.1	15	15029	16126	-1	D										PIN domain [PF10130.12]					0
GCA_018660835.1_JABJJN010000003.1_16	GCA_018660835.1	JABJJN010000003.1	16	16364	17194	-1	E															0
GCA_018660835.1_JABJJN010000003.1_17	GCA_018660835.1	JABJJN010000003.1	17	17386	18033	-1	E															0
GCA_018660835.1_JABJJN010000003.1_18	GCA_018660835.1	JABJJN010000003.1	18	18632	19141	-1	E															0
GCA_018660835.1_JABJJN010000003.1_19	GCA_018660835.1	JABJJN010000003.1	19	19204	19428	-1	E															0
GCA_018660835.1_JABJJN010000003.1_20	GCA_018660835.1	JABJJN010000003.1	20	19644	20306	1	C	K03630	DNA repair protein RadC								RadC-like JAB domain [PF04002.18]					0
GCA_018660835.1_JABJJN010000003.1_21	GCA_018660835.1	JABJJN010000003.1	21	20456	21262	1	D										N-terminal domain of anti-restriction factor ArdC [PF08401.14]					0
GCA_018660835.1_JABJJN010000003.1_22	GCA_018660835.1	JABJJN010000003.1	22	21378	22130	1	D										Gene product 88 [PF17338.5]					0
GCA_018660835.1_JABJJN010000003.1_23	GCA_018660835.1	JABJJN010000003.1	23	22096	22365	-1	E															0
GCA_018660835.1_JABJJN010000003.1_24	GCA_018660835.1	JABJJN010000003.1	24	22385	22687	1	E															0
GCA_018660835.1_JABJJN010000003.1_25	GCA_018660835.1	JABJJN010000003.1	25	22869	26330	-1	C	K21162	enediyne biosynthesis protein E4	MER0132870	S09X	MER0132870 - family S9 non-peptidase homologues (Catenulispora acidiphila) [S09.UNW]#S09X#{peptidase unit: 50-263}~source GEBA2500495333~	False	0.332	106.0	2.158e-21	Domain of unknown function (DUF5050) [PF16472.8]; ASPIC and UnbV [PF07593.15]; FG-GAP-like repeat [PF13517.9]; FlgD Ig-like domain [PF13860.9]; Secretion system C-terminal sorting domain [PF18962.3]; Dipeptidyl peptidase IV (DPP IV) N-terminal region [PF00930.24]; WD40-like Beta Propeller Repeat [PF07676.15]; Oligogalacturonate lyase [PF14583.9]; Prolyl oligopeptidase, N-terminal beta-propeller domain [PF02897.18]					0
GCA_018660835.1_JABJJN010000003.1_26	GCA_018660835.1	JABJJN010000003.1	26	26635	28320	-1	D										Sulfatase-modifying factor enzyme 1 [PF03781.19]; Secretion system C-terminal sorting domain [PF18962.3]; FlgD Ig-like domain [PF13860.9]					0
GCA_018660835.1_JABJJN010000003.1_27	GCA_018660835.1	JABJJN010000003.1	27	28527	29483	-1	D										Flagellar motor switch protein FliM [PF02154.18]					0
GCA_018660835.1_JABJJN010000003.1_28	GCA_018660835.1	JABJJN010000003.1	28	29682	30113	-1	C	K09022	2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]								Endoribonuclease L-PSP [PF01042.24]					0
GCA_018660835.1_JABJJN010000003.1_29	GCA_018660835.1	JABJJN010000003.1	29	30297	31592	1	D										Aminotransferase class-V [PF00266.22]					0
GCA_018660835.1_JABJJN010000003.1_30	GCA_018660835.1	JABJJN010000003.1	30	31595	32413	-1	D										NAD dependent epimerase/dehydratase family [PF01370.24]; 3-beta hydroxysteroid dehydrogenase/isomerase family [PF01073.22]; GDP-mannose 4,6 dehydratase [PF16363.8]; RmlD substrate binding domain [PF04321.20]; Male sterility protein [PF07993.15]; NmrA-like family [PF05368.16]; NAD(P)H-binding [PF13460.9]; Polysaccharide biosynthesis protein [PF02719.18]					0
GCA_018660835.1_JABJJN010000003.1_31	GCA_018660835.1	JABJJN010000003.1	31	32487	33023	-1	C	K00760	hypoxanthine phosphoribosyltransferase [EC:2.4.2.8]								Phosphoribosyl transferase domain [PF00156.30]					0
GCA_018660835.1_JABJJN010000003.1_32	GCA_018660835.1	JABJJN010000003.1	32	33063	33383	1	E															0
GCA_018660835.1_JABJJN010000003.1_33	GCA_018660835.1	JABJJN010000003.1	33	33306	34412	-1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]					0
GCA_018660835.1_JABJJN010000003.1_34	GCA_018660835.1	JABJJN010000003.1	34	34714	35577	-1	C	K02493	release factor glutamine methyltransferase [EC:2.1.1.297]								Methyltransferase small domain [PF05175.17]; PrmC N-terminal domain [PF17827.4]; Conserved hypothetical protein 95 [PF03602.18]; Putative RNA methylase family UPF0020 [PF01170.21]; N-6 DNA Methylase [PF02384.19]; Methyltransferase domain [PF13847.9]; RNA cap guanine-N2 methyltransferase [PF09445.13]; Methyltransferase domain [PF13649.9]; Ribosomal protein L11 methyltransferase (PrmA) [PF06325.16]; ubiE/COQ5 methyltransferase family [PF01209.21]; tRNA (Uracil-5-)-methyltransferase [PF05958.14]; Uncharacterised methyltransferase family (DUF6094) [PF19587.2]; Methyltransferase domain [PF13489.9]					0
GCA_018660835.1_JABJJN010000003.1_35	GCA_018660835.1	JABJJN010000003.1	35	35638	36714	-1	C	K02835	peptide chain release factor 1								PCRF domain [PF03462.21]; RF-1 domain [PF00472.23]					0
GCA_018660835.1_JABJJN010000003.1_36	GCA_018660835.1	JABJJN010000003.1	36	36711	37703	-1	D										Protein of unknown function (DUF1385) [PF07136.14]					0
GCA_018660835.1_JABJJN010000003.1_37	GCA_018660835.1	JABJJN010000003.1	37	37805	38128	-1	C	K02909	large subunit ribosomal protein L31								Ribosomal protein L31 [PF01197.21]					0
GCA_018660835.1_JABJJN010000003.1_38	GCA_018660835.1	JABJJN010000003.1	38	38274	39773	-1	C	K03628	transcription termination factor Rho								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; Rho termination factor, RNA-binding domain [PF07497.15]; Rho termination factor, N-terminal domain [PF07498.15]					0
GCA_018660835.1_JABJJN010000003.1_39	GCA_018660835.1	JABJJN010000003.1	39	40306	41364	-1	E															0
GCA_018660835.1_JABJJN010000003.1_40	GCA_018660835.1	JABJJN010000003.1	40	41660	43366	-1	D										Abnormal spindle-like microcephaly-assoc'd, ASPM-SPD-2-Hydin [PF15780.8]					0
GCA_018660835.1_JABJJN010000003.1_41	GCA_018660835.1	JABJJN010000003.1	41	44027	45868	1	C	K02316	DNA primase [EC:2.7.7.101]								DNA primase catalytic core, N-terminal domain [PF08275.14]; CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]; Toprim domain [PF13662.9]; DNA primase DnaG DnaB-binding [PF08278.14]					0
GCA_018660835.1_JABJJN010000003.1_42	GCA_018660835.1	JABJJN010000003.1	42	46405	47670	1	D										Tetratricopeptide repeat [PF13429.9]; Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.10]; Tetratricopeptide repeat [PF13432.9]; TPR repeat [PF13414.9]; MalT-like TPR region [PF17874.4]; Tetratricopeptide repeat [PF14559.9]					0
GCA_018660835.1_JABJJN010000003.1_43	GCA_018660835.1	JABJJN010000003.1	43	47667	48440	1	D										Tetratricopeptide repeat [PF13424.9]					0
GCA_018660835.1_JABJJN010000003.1_44	GCA_018660835.1	JABJJN010000003.1	44	48444	49319	1	C	K00615	transketolase [EC:2.2.1.1]								Transketolase, thiamine diphosphate binding domain [PF00456.24]; Dehydrogenase E1 component [PF00676.23]; 1-deoxy-D-xylulose-5-phosphate synthase [PF13292.9]					0
