	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001444.1_1	QGNH01001444.1	QGNH01001444.1	1	3	5801	-1	D			NP_958679.1	NP_958679.1 crystallin beta/gamma motif-containing protein [Bordetella phage BPP-1]	True	0.201	402.0	5.373e-111								phage-Barnase-EndoU-ColicinE5/D-RelE like nuclease3 [PF18812.4]; Large polyvalent protein associated domain 22 [PF18834.4]								0	False	F
QGNH01001444.1_2	QGNH01001444.1	QGNH01001444.1	2	5812	6309	-1	E																								0	False	
QGNH01001444.1_3	QGNH01001444.1	QGNH01001444.1	3	6390	8036	-1	D			YP_008857886.1	YP_008857886.1 tail length tape measure protein [Arthrobacter phage vB_ArS-ArV2]	False	0.418	86.0	5.559e-16	MER0101710	M23B	MER0101710 - subfamily M23B unassigned peptidases (Acaryochloris marina) [M23.UPB]#M23B#{peptidase unit: 946-1081}~source ABW31531~	False	94.0	3.748e-18	0.425	Peptidase family M23 [PF01551.25]					VOG00595	sp|O80288|ENLYS_BPPS3 SAR-endolysin; XhXp	Xp;Xh	0	False	P
QGNH01001444.1_4	QGNH01001444.1	QGNH01001444.1	4	8048	8833	-1	E																					VOG01668	REFSEQ internal virion protein; Xu	Xu	0	False	
QGNH01001444.1_5	QGNH01001444.1	QGNH01001444.1	5	8836	12342	-1	E			NP_958682.1	NP_958682.1 tail protein [Bordetella phage BPP-1]	True	0.33	606.0	6.808e-182													VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01001444.1_6	QGNH01001444.1	QGNH01001444.1	6	12346	13026	-1	E			NP_958683.1	NP_958683.1 tail protein [Bordetella phage BPP-1]	False	0.428	173.0	1.5879999999999998e-47																0	False	
QGNH01001444.1_7	QGNH01001444.1	QGNH01001444.1	7	13109	13285	-1	E																								0	False	
QGNH01001444.1_8	QGNH01001444.1	QGNH01001444.1	8	13337	13804	-1	E																								0	False	
QGNH01001444.1_9	QGNH01001444.1	QGNH01001444.1	9	13867	14892	-1	E			YP_512264.1	YP_512264.1 major head protein [Escherichia phage phiV10]	True	0.57	366.0	3.5229999999999998e-112													VOG02257	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01001444.1_10	QGNH01001444.1	QGNH01001444.1	10	14906	15556	-1	E			NP_958687.1	NP_958687.1 protease [Bordetella phage BPP-1]	False	0.481	146.0	1.963e-38													VOG10710	REFSEQ protease; Xu	Xu	0	False	
QGNH01001444.1_11	QGNH01001444.1	QGNH01001444.1	11	15510	15860	-1	E			NP_958688.1	NP_958688.1 Bbp19 [Bordetella phage BPP-1]	False	0.67	149.0	3.2829999999999996e-41													VOG01457	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001444.1_12	QGNH01001444.1	QGNH01001444.1	12	15920	16858	-1	D			NP_958690.1	NP_958690.1 head-tail adaptor [Bordetella phage BPP-1]	True	0.651	398.0	1.206e-123								Bacteriophage head to tail connecting protein [PF12236.11]					VOG00516	sp|P03728|PORTL_BPT7 Portal protein; XpXrXs	Xr;Xs;Xp	0	False	V
QGNH01001444.1_13	QGNH01001444.1	QGNH01001444.1	13	17014	17616	1	E																								0	False	
QGNH01001444.1_14	QGNH01001444.1	QGNH01001444.1	14	17472	17822	-1	E																								0	False	
QGNH01001444.1_15	QGNH01001444.1	QGNH01001444.1	15	17827	18081	-1	E																								0	False	
QGNH01001444.1_16	QGNH01001444.1	QGNH01001444.1	16	18083	18547	-1	E			NP_958692.1	NP_958692.1 short tail fiber protein [Bordetella phage BPP-1]	False	0.457	126.0	1.138e-32													VOG01980	REFSEQ short tail fiber protein; Xu	Xu	0	False	
QGNH01001444.1_17	QGNH01001444.1	QGNH01001444.1	17	18544	18996	-1	D																Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) family [PF00583.28]								0	False	
QGNH01001444.1_18	QGNH01001444.1	QGNH01001444.1	18	19035	20537	-1	E			YP_007392901.1	YP_007392901.1 hypothetical protein H390_gp12 [Xanthomonas citri phage CP2]	True	0.461	392.0	1.471e-118													VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
QGNH01001444.1_19	QGNH01001444.1	QGNH01001444.1	19	20530	20718	-1	E																								0	False	F
QGNH01001444.1_20	QGNH01001444.1	QGNH01001444.1	20	20711	21223	-1	C	K07474	phage terminase small subunit	YP_009210036.1	YP_009210036.1 terminase small subunit [Bacillus phage Palmer]	False	0.327	94.0	2.384e-21								Terminase small subunit [PF03592.19]					VOG01634	sp|P68928|TERS_BPSF6 Terminase small subunit; Xr	Xr	0	False	VF
QGNH01001444.1_21	QGNH01001444.1	QGNH01001444.1	21	21220	21483	-1	E																								0	False	F
QGNH01001444.1_22	QGNH01001444.1	QGNH01001444.1	22	21504	21935	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010078178.1	YP_010078178.1 endolysin [Ralstonia phage Raharianne]	False	0.438	114.0	1.262e-28								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	F
QGNH01001444.1_23	QGNH01001444.1	QGNH01001444.1	23	21954	22670	-1	E																								0	False	F
QGNH01001444.1_24	QGNH01001444.1	QGNH01001444.1	24	22672	22842	-1	E																								0	False	F
QGNH01001444.1_25	QGNH01001444.1	QGNH01001444.1	25	22964	23419	-1	E																								0	False	F
QGNH01001444.1_26	QGNH01001444.1	QGNH01001444.1	26	23445	23687	-1	E																								0	False	F
QGNH01001444.1_27	QGNH01001444.1	QGNH01001444.1	27	23811	24014	-1	E																								0	False	F
QGNH01001444.1_28	QGNH01001444.1	QGNH01001444.1	28	24130	24444	-1	E																								0	False	F
QGNH01001444.1_29	QGNH01001444.1	QGNH01001444.1	29	24574	25290	-1	D																Bacterial dnaA protein helix-turn-helix [PF08299.14]					VOG00334	REFSEQ DnaA protein; Xu	Xu	0	False	F
