	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_021184045.1_NZ_CP073710.1_1	GCF_021184045.1	NZ_CP073710.1	1	1	1329	1	E															0
GCF_021184045.1_NZ_CP073710.1_2	GCF_021184045.1	NZ_CP073710.1	2	1455	3116	-1	C	K01687	dihydroxy-acid dehydratase [EC:4.2.1.9]								Dehydratase family [PF00920.24]					0
GCF_021184045.1_NZ_CP073710.1_3	GCF_021184045.1	NZ_CP073710.1	3	3648	5498	-1	C	K07716	two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]								Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS fold [PF08447.15]; His Kinase A (phospho-acceptor) domain [PF00512.28]; PAS domain [PF13426.10]; PAS fold [PF08448.13]; PAS fold [PF00989.28]					0
GCF_021184045.1_NZ_CP073710.1_4	GCF_021184045.1	NZ_CP073710.1	4	5720	7414	1	E															0
GCF_021184045.1_NZ_CP073710.1_5	GCF_021184045.1	NZ_CP073710.1	5	7444	8478	-1	C	K07027	glycosyltransferase 2 family protein								Lysylphosphatidylglycerol synthase TM region [PF03706.16]					0
GCF_021184045.1_NZ_CP073710.1_6	GCF_021184045.1	NZ_CP073710.1	6	8498	9658	-1	C	K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]								Nucleotidyl transferase [PF00483.26]; MobA-like NTP transferase domain [PF12804.10]; Hexapeptide repeat of succinyl-transferase [PF14602.9]					0
GCF_021184045.1_NZ_CP073710.1_7	GCF_021184045.1	NZ_CP073710.1	7	9719	10099	-1	E															0
GCF_021184045.1_NZ_CP073710.1_8	GCF_021184045.1	NZ_CP073710.1	8	10123	10848	-1	D										FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.31]					0
GCF_021184045.1_NZ_CP073710.1_9	GCF_021184045.1	NZ_CP073710.1	9	11405	12079	1	D										Predicted transporter (DUF2162) [PF09930.12]					0
GCF_021184045.1_NZ_CP073710.1_10	GCF_021184045.1	NZ_CP073710.1	10	12082	12705	1	D										MotA/TolQ/ExbB proton channel family [PF01618.19]					0
GCF_021184045.1_NZ_CP073710.1_11	GCF_021184045.1	NZ_CP073710.1	11	12702	13061	1	D										Uncharacterized conserved protein (DUF2149) [PF09919.12]					0
GCF_021184045.1_NZ_CP073710.1_12	GCF_021184045.1	NZ_CP073710.1	12	13200	17519	1	C	K02230	cobaltochelatase CobN [EC:6.6.1.2]								CobN/Magnesium Chelatase [PF02514.19]					0
GCF_021184045.1_NZ_CP073710.1_13	GCF_021184045.1	NZ_CP073710.1	13	17698	18720	1	C	K00441	coenzyme F420 hydrogenase subunit beta [EC:1.12.98.1]								Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus [PF04432.16]; Coenzyme F420 hydrogenase/dehydrogenase, beta subunit N-term [PF04422.16]; YHS domain [PF04945.16]; 4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF13187.9]					0
GCF_021184045.1_NZ_CP073710.1_14	GCF_021184045.1	NZ_CP073710.1	14	19580	19951	1	E															0
GCF_021184045.1_NZ_CP073710.1_15	GCF_021184045.1	NZ_CP073710.1	15	20164	21405	1	C	K16792	methanogen homoaconitase large subunit [EC:4.2.1.114]								Aconitase family (aconitate hydratase) [PF00330.23]					0
GCF_021184045.1_NZ_CP073710.1_16	GCF_021184045.1	NZ_CP073710.1	16	21431	21643	1	E															0
GCF_021184045.1_NZ_CP073710.1_17	GCF_021184045.1	NZ_CP073710.1	17	21768	21911	-1	E															0
