	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000496.1_1	QGNH01000496.1	QGNH01000496.1	1	103	435	1	E																								0	False	F
QGNH01000496.1_2	QGNH01000496.1	QGNH01000496.1	2	522	722	1	E																								0	False	F
QGNH01000496.1_3	QGNH01000496.1	QGNH01000496.1	3	627	818	-1	E																								0	False	F
QGNH01000496.1_4	QGNH01000496.1	QGNH01000496.1	4	849	1328	1	E																								0	False	F
QGNH01000496.1_5	QGNH01000496.1	QGNH01000496.1	5	1325	1510	1	E																								0	False	F
QGNH01000496.1_6	QGNH01000496.1	QGNH01000496.1	6	1676	2269	1	C	K13583	GcrA cell cycle regulator														GcrA cell cycle regulator [PF07750.14]								0	False	F
QGNH01000496.1_7	QGNH01000496.1	QGNH01000496.1	7	2266	2616	1	D																Bacterial dnaA protein helix-turn-helix [PF08299.14]								0	False	F
QGNH01000496.1_8	QGNH01000496.1	QGNH01000496.1	8	2613	3014	1	E																								0	False	F
QGNH01000496.1_9	QGNH01000496.1	QGNH01000496.1	9	3008	3361	1	E																								0	False	F
QGNH01000496.1_10	QGNH01000496.1	QGNH01000496.1	10	3358	3651	1	E																					VOG09476	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000496.1_11	QGNH01000496.1	QGNH01000496.1	11	3648	3788	1	E																								0	False	F
QGNH01000496.1_12	QGNH01000496.1	QGNH01000496.1	12	3785	4144	1	D			YP_009146986.1	YP_009146986.1 hypothetical protein ACQ23_gp49 [Aurantimonas phage AmM-1]	False	0.428	88.0	7.05e-20								Domain of unknown function (DUF4326) [PF14216.9]								0	False	F
QGNH01000496.1_13	QGNH01000496.1	QGNH01000496.1	13	4141	4740	1	D			YP_009997120.1	YP_009997120.1 DNA methyltransferase [Synechococcus virus S-ESS1]	False	0.505	185.0	3.139e-52								MT-A70 [PF05063.17]					VOG03909	sp|P43641|MTMU_MYCSP Type II methyltransferase M.MunI; XhXp	Xh;Xp	0	False	F
QGNH01000496.1_14	QGNH01000496.1	QGNH01000496.1	14	4737	4883	1	E																								0	False	F
QGNH01000496.1_15	QGNH01000496.1	QGNH01000496.1	15	4880	5305	1	D																Domain of unknown function (DUF1937) [PF09152.13]; Domain of unknown function (DUF4406) [PF14359.9]; Nucleoside 2-deoxyribosyltransferase [PF05014.18]								0	False	F
QGNH01000496.1_16	QGNH01000496.1	QGNH01000496.1	16	5302	5610	1	E																								0	False	
QGNH01000496.1_17	QGNH01000496.1	QGNH01000496.1	17	5607	6332	1	D			YP_010682571.1	YP_010682571.1 hypothetical protein PQE91_gp47 [Streptococcus phage CHPC1246]	False	0.384	97.0	2.492e-21								HNH endonuclease [PF13392.9]								0	False	
QGNH01000496.1_18	QGNH01000496.1	QGNH01000496.1	18	6329	6604	1	E																								0	False	
QGNH01000496.1_19	QGNH01000496.1	QGNH01000496.1	19	6601	6924	1	E																								0	False	
QGNH01000496.1_20	QGNH01000496.1	QGNH01000496.1	20	6921	7181	1	E																								0	False	
QGNH01000496.1_21	QGNH01000496.1	QGNH01000496.1	21	7178	7435	1	E			YP_010660230.1	YP_010660230.1 hypothetical protein PP590_gp73 [Pseudoalteromonas phage HS1]	False	0.457	60.0	6.992e-11													VOG16292	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000496.1_22	QGNH01000496.1	QGNH01000496.1	22	7432	7611	1	E																								0	False	
QGNH01000496.1_23	QGNH01000496.1	QGNH01000496.1	23	7608	7790	1	E																								0	False	
QGNH01000496.1_24	QGNH01000496.1	QGNH01000496.1	24	7787	8071	1	D			YP_010115352.1	YP_010115352.1 DUF2312 domain-containing protein [Sinorhizobium phage PBC5]	False	0.683	106.0	8.148e-27								Uncharacterized protein conserved in bacteria (DUF2312) [PF10073.12]					VOG02322	sp|B9JS29|Y3695_AGRVS UPF0335 protein Avi_3695; Xu	Xu	0	False	
QGNH01000496.1_25	QGNH01000496.1	QGNH01000496.1	25	8071	8514	1	D																T5orf172 domain [PF10544.12]; Meiotically up-regulated gene 113 [PF13455.9]								0	False	
QGNH01000496.1_26	QGNH01000496.1	QGNH01000496.1	26	8523	9494	1	E			NP_203433.1	NP_203433.1 replication initiation protein [Myxococcus phage Mx8]	False	0.47	93.0	4.247e-19																0	False	
QGNH01000496.1_27	QGNH01000496.1	QGNH01000496.1	27	9491	9841	1	E																								0	False	
QGNH01000496.1_28	QGNH01000496.1	QGNH01000496.1	28	9927	10157	1	E																								0	False	
QGNH01000496.1_29	QGNH01000496.1	QGNH01000496.1	29	10159	10455	1	E																								0	False	
QGNH01000496.1_30	QGNH01000496.1	QGNH01000496.1	30	10442	12028	1	C	K07448	restriction system protein														Restriction endonuclease [PF04471.15]; Protein of unknown function (DUF2034) [PF10356.12]								0	False	
QGNH01000496.1_31	QGNH01000496.1	QGNH01000496.1	31	12081	12275	1	E																								0	False	
QGNH01000496.1_32	QGNH01000496.1	QGNH01000496.1	32	12303	12614	1	E																								0	False	
QGNH01000496.1_33	QGNH01000496.1	QGNH01000496.1	33	12611	12790	1	E																								0	False	
QGNH01000496.1_34	QGNH01000496.1	QGNH01000496.1	34	12792	13100	1	E																								0	False	
QGNH01000496.1_35	QGNH01000496.1	QGNH01000496.1	35	13087	13677	1	D																Transcription termination factor nusG [PF02357.22]								0	False	
QGNH01000496.1_36	QGNH01000496.1	QGNH01000496.1	36	13688	13915	1	E																								0	False	
QGNH01000496.1_37	QGNH01000496.1	QGNH01000496.1	37	13912	14142	1	E																								0	False	
QGNH01000496.1_38	QGNH01000496.1	QGNH01000496.1	38	14139	14318	1	E																					VOG06992	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000496.1_39	QGNH01000496.1	QGNH01000496.1	39	14315	14542	1	E																								0	False	
QGNH01000496.1_40	QGNH01000496.1	QGNH01000496.1	40	14539	14949	1	E																								0	False	
QGNH01000496.1_41	QGNH01000496.1	QGNH01000496.1	41	15057	15314	1	E																								0	False	
QGNH01000496.1_42	QGNH01000496.1	QGNH01000496.1	42	15298	15486	1	E																								0	False	
QGNH01000496.1_43	QGNH01000496.1	QGNH01000496.1	43	15896	16123	1	E																								0	False	
