	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001268.1_1	QGNH01001268.1	QGNH01001268.1	1	1	393	1	E																								0	False	F
QGNH01001268.1_2	QGNH01001268.1	QGNH01001268.1	2	505	2247	1	E			YP_010678926.1	YP_010678926.1 Hef-like homing endonuclease [Pseudomonas phage vB_PaeM_PA5oct]	False	0.283	119.0	3.4070000000000005e-26													VOG00102	REFSEQ homing endonuclease; Xu	Xu	0	False	F
QGNH01001268.1_3	QGNH01001268.1	QGNH01001268.1	3	2263	2691	1	E																								0	False	F
QGNH01001268.1_4	QGNH01001268.1	QGNH01001268.1	4	2702	3031	1	D			YP_010101217.1	YP_010101217.1 HNH endonuclease [Gordonia phage IDyn]	False	0.555	74.0	2.956e-15								HNH endonuclease [PF14279.9]; HNH endonuclease [PF01844.26]; HNH endonuclease [PF13395.9]								0	False	F
QGNH01001268.1_5	QGNH01001268.1	QGNH01001268.1	5	3083	6973	1	E																								0	False	F
QGNH01001268.1_6	QGNH01001268.1	QGNH01001268.1	6	6974	7708	1	E																								0	False	
QGNH01001268.1_7	QGNH01001268.1	QGNH01001268.1	7	7711	9000	1	E																					VOG20646	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001268.1_8	QGNH01001268.1	QGNH01001268.1	8	9002	10108	1	E																								0	False	
QGNH01001268.1_9	QGNH01001268.1	QGNH01001268.1	9	10113	10271	1	E																								0	False	
QGNH01001268.1_10	QGNH01001268.1	QGNH01001268.1	10	10323	10553	1	E																								0	False	
QGNH01001268.1_11	QGNH01001268.1	QGNH01001268.1	11	10583	15214	1	E																								0	False	
QGNH01001268.1_12	QGNH01001268.1	QGNH01001268.1	12	15244	15966	1	E																								0	False	
QGNH01001268.1_13	QGNH01001268.1	QGNH01001268.1	13	15978	16565	-1	E																								0	False	
QGNH01001268.1_14	QGNH01001268.1	QGNH01001268.1	14	16767	17267	-1	E																								0	False	
QGNH01001268.1_15	QGNH01001268.1	QGNH01001268.1	15	18066	18461	1	E																								0	False	
QGNH01001268.1_16	QGNH01001268.1	QGNH01001268.1	16	18593	20377	-1	D			YP_009602116.1	YP_009602116.1 terminase large subunit [Escherichia phage ECD7]	False	0.321	178.0	5.246e-45	MER0295503	N09	MER0295503 - family N9 unassigned peptide lyases (Ignavibacterium album) [N09.UPW]#N09#{peptidase unit: 229-570}~source YP_005845691~	False	77.0	7.463e-13	0.22	Homing endonuclease [PF05204.17]; Hom_end-associated Hint [PF05203.19]					VOG00428	sp|B6YUE9|CDC6_THEON ORC1-type DNA replication protein; XhXr	Xh;Xr	0	False	VP
