	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001250.1_1	QGNH01001250.1	QGNH01001250.1	1	306	740	1	E																								0	False	F
QGNH01001250.1_2	QGNH01001250.1	QGNH01001250.1	2	740	1441	1	E																								0	False	F
QGNH01001250.1_3	QGNH01001250.1	QGNH01001250.1	3	1438	2466	1	E																								0	False	F
QGNH01001250.1_4	QGNH01001250.1	QGNH01001250.1	4	2466	3038	1	E																								0	False	F
QGNH01001250.1_5	QGNH01001250.1	QGNH01001250.1	5	3078	3944	1	E																								0	False	F
QGNH01001250.1_6	QGNH01001250.1	QGNH01001250.1	6	3989	4426	1	E																								0	False	F
QGNH01001250.1_7	QGNH01001250.1	QGNH01001250.1	7	4573	4905	1	E																								0	False	F
QGNH01001250.1_8	QGNH01001250.1	QGNH01001250.1	8	4908	5858	1	E																								0	False	F
QGNH01001250.1_9	QGNH01001250.1	QGNH01001250.1	9	5875	12252	1	E																								0	False	
QGNH01001250.1_10	QGNH01001250.1	QGNH01001250.1	10	12290	14941	1	E																								0	False	
QGNH01001250.1_11	QGNH01001250.1	QGNH01001250.1	11	14979	15392	1	E																								0	False	
QGNH01001250.1_12	QGNH01001250.1	QGNH01001250.1	12	15487	17310	1	D			YP_007517474.1	YP_007517474.1 terminase large subunit [Bacillus phage Andromeda]	False	0.246	186.0	1.7400000000000002e-47								Phage terminase large subunit gpA, ATPase domain [PF05876.15]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001250.1_13	QGNH01001250.1	QGNH01001250.1	13	17310	18485	1	E																								0	False	
QGNH01001250.1_14	QGNH01001250.1	QGNH01001250.1	14	18496	18894	1	E																								0	False	
