	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_016215465.1_JACRJT010000001.1_1	GCA_016215465.1	JACRJT010000001.1	1	2	289	-1	E															0
GCA_016215465.1_JACRJT010000001.1_2	GCA_016215465.1	JACRJT010000001.1	2	1209	2528	1	E															0
GCA_016215465.1_JACRJT010000001.1_3	GCA_016215465.1	JACRJT010000001.1	3	2722	3360	-1	C	K06137	pyrroloquinoline-quinone synthase [EC:1.3.3.11]								Iron-containing redox enzyme [PF14518.9]; TENA/THI-4/PQQC family [PF03070.19]					0
GCA_016215465.1_JACRJT010000001.1_4	GCA_016215465.1	JACRJT010000001.1	4	3568	4431	1	D										Polyprenyl synthetase [PF00348.20]					0
GCA_016215465.1_JACRJT010000001.1_5	GCA_016215465.1	JACRJT010000001.1	5	4415	5902	-1	C	K00343	NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]								Proton-conducting membrane transporter [PF00361.23]					0
GCA_016215465.1_JACRJT010000001.1_6	GCA_016215465.1	JACRJT010000001.1	6	5913	7985	-1	C	K00341	NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]								Proton-conducting membrane transporter [PF00361.23]; NADH dehydrogenase subunit 5 C-terminus [PF06455.14]; NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus [PF00662.23]; NADH-dehyrogenase subunit F, TMs, (complex I) C-terminus [PF01010.22]					0
GCA_016215465.1_JACRJT010000001.1_7	GCA_016215465.1	JACRJT010000001.1	7	7987	9561	-1	D										Proton-conducting membrane transporter [PF00361.23]					0
GCA_016215465.1_JACRJT010000001.1_8	GCA_016215465.1	JACRJT010000001.1	8	9561	9866	-1	C	K00340	NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]								NADH-ubiquinone/plastoquinone oxidoreductase chain 4L [PF00420.27]					0
GCA_016215465.1_JACRJT010000001.1_9	GCA_016215465.1	JACRJT010000001.1	9	9847	10359	-1	D										NADH-ubiquinone/plastoquinone oxidoreductase chain 6 [PF00499.23]					0
GCA_016215465.1_JACRJT010000001.1_10	GCA_016215465.1	JACRJT010000001.1	10	10352	10849	-1	D										4Fe-4S dicluster domain [PF12838.10]; 4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF13187.9]; 4Fe-4S binding domain [PF00037.30]; 4Fe-4S binding domain [PF12837.10]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S dicluster domain [PF13247.9]					0
GCA_016215465.1_JACRJT010000001.1_11	GCA_016215465.1	JACRJT010000001.1	11	10850	12154	-1	D										NADH dehydrogenase [PF00146.24]					0
GCA_016215465.1_JACRJT010000001.1_12	GCA_016215465.1	JACRJT010000001.1	12	12155	13288	-1	D										Respiratory-chain NADH dehydrogenase, 49 Kd subunit [PF00346.22]					0
GCA_016215465.1_JACRJT010000001.1_13	GCA_016215465.1	JACRJT010000001.1	13	13292	13846	-1	D										Respiratory-chain NADH dehydrogenase, 30 Kd subunit [PF00329.22]					0
GCA_016215465.1_JACRJT010000001.1_14	GCA_016215465.1	JACRJT010000001.1	14	13856	14371	-1	D										NADH ubiquinone oxidoreductase, 20 Kd subunit [PF01058.25]					0
GCA_016215465.1_JACRJT010000001.1_15	GCA_016215465.1	JACRJT010000001.1	15	14415	14747	-1	D										NADH-ubiquinone/plastoquinone oxidoreductase, chain 3 [PF00507.22]					0
GCA_016215465.1_JACRJT010000001.1_16	GCA_016215465.1	JACRJT010000001.1	16	14907	15380	1	C	K24129	glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]								AhpC/TSA family [PF00578.24]; Redoxin [PF08534.13]					0
GCA_016215465.1_JACRJT010000001.1_17	GCA_016215465.1	JACRJT010000001.1	17	15393	15905	-1	C	K18605	biotin carboxyl carrier protein								Biotin-requiring enzyme [PF00364.25]; Biotin-lipoyl like [PF13533.9]					0
GCA_016215465.1_JACRJT010000001.1_18	GCA_016215465.1	JACRJT010000001.1	18	15910	17397	-1	C	K18603	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3]								Carbamoyl-phosphate synthase L chain, ATP binding domain [PF02786.20]; Biotin carboxylase, N-terminal domain [PF00289.25]; Biotin carboxylase C-terminal domain [PF02785.22]; ATP-grasp domain [PF02222.25]; ATP-grasp domain [PF02655.17]; ATP-grasp domain [PF13535.9]; RimK-like ATP-grasp domain [PF08443.14]; D-ala D-ala ligase C-terminus [PF07478.16]; Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain [PF01071.22]; ATP-grasp in the biosynthetic pathway with Ter operon [PF15632.9]					0
GCA_016215465.1_JACRJT010000001.1_19	GCA_016215465.1	JACRJT010000001.1	19	17403	18950	-1	C	K18604	acetyl-CoA/propionyl-CoA carboxylase [EC:6.4.1.2 6.4.1.3 2.1.3.15]								Carboxyl transferase domain [PF01039.25]					0
GCA_016215465.1_JACRJT010000001.1_20	GCA_016215465.1	JACRJT010000001.1	20	19002	19310	-1	E															0
GCA_016215465.1_JACRJT010000001.1_21	GCA_016215465.1	JACRJT010000001.1	21	19396	20511	-1	D										Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; GHKL domain [PF14501.9]					0
GCA_016215465.1_JACRJT010000001.1_22	GCA_016215465.1	JACRJT010000001.1	22	20561	21628	-1	D										Alcohol dehydrogenase GroES-like domain [PF08240.15]; Zinc-binding dehydrogenase [PF00107.29]; Zinc-binding dehydrogenase [PF13602.9]					0
GCA_016215465.1_JACRJT010000001.1_23	GCA_016215465.1	JACRJT010000001.1	23	21660	21983	-1	E															0
GCA_016215465.1_JACRJT010000001.1_24	GCA_016215465.1	JACRJT010000001.1	24	21980	23140	-1	C	K04800	replication factor C large subunit								ATPase family associated with various cellular activities (AAA) [PF00004.32]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; Rad17 P-loop domain [PF03215.18]; AAA domain [PF13173.9]; TIP49 P-loop domain [PF06068.16]; AAA domain (Cdc48 subfamily) [PF07724.17]; AAA domain (dynein-related subfamily) [PF07728.17]					0
GCA_016215465.1_JACRJT010000001.1_25	GCA_016215465.1	JACRJT010000001.1	25	23148	24263	-1	E															0
GCA_016215465.1_JACRJT010000001.1_26	GCA_016215465.1	JACRJT010000001.1	26	24340	25140	1	D										Inositol monophosphatase family [PF00459.28]					0
GCA_016215465.1_JACRJT010000001.1_27	GCA_016215465.1	JACRJT010000001.1	27	25553	27010	-1	C	K01755	argininosuccinate lyase [EC:4.3.2.1]								Lyase [PF00206.23]; Argininosuccinate lyase C-terminal [PF14698.9]					0
GCA_016215465.1_JACRJT010000001.1_28	GCA_016215465.1	JACRJT010000001.1	28	27060	27386	1	D										Iron-sulfur cluster assembly protein [PF01883.22]					0
GCA_016215465.1_JACRJT010000001.1_29	GCA_016215465.1	JACRJT010000001.1	29	27388	28152	-1	C	K00240	succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]								2Fe-2S iron-sulfur cluster binding domain [PF13085.9]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S dicluster domain [PF13534.9]					0
GCA_016215465.1_JACRJT010000001.1_30	GCA_016215465.1	JACRJT010000001.1	30	28154	28501	-1	E															0
GCA_016215465.1_JACRJT010000001.1_31	GCA_016215465.1	JACRJT010000001.1	31	28504	28935	-1	C	K00241	succinate dehydrogenase cytochrome b subunit								Succinate dehydrogenase/Fumarate reductase transmembrane subunit [PF01127.25]					0
GCA_016215465.1_JACRJT010000001.1_32	GCA_016215465.1	JACRJT010000001.1	32	28936	30648	-1	C	K00239	succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]								FAD binding domain [PF00890.27]; Fumarate reductase flavoprotein C-term [PF02910.23]					0
GCA_016215465.1_JACRJT010000001.1_33	GCA_016215465.1	JACRJT010000001.1	33	30753	31259	1	C	K10947	PadR family transcriptional regulator, regulatory protein PadR								Transcriptional regulator PadR-like family [PF03551.17]					0
GCA_016215465.1_JACRJT010000001.1_34	GCA_016215465.1	JACRJT010000001.1	34	31287	32108	-1	E															0
GCA_016215465.1_JACRJT010000001.1_35	GCA_016215465.1	JACRJT010000001.1	35	32281	33075	-1	E															0
