	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN03319958_LCPJ01000001.1_1	SAMN03319958	LCPJ01000001.1	1	1	90	1	D										NusB family [PF01029.21]					0
SAMN03319958_LCPJ01000001.1_2	SAMN03319958	LCPJ01000001.1	2	87	773	1	C	K03685	ribonuclease III [EC:3.1.26.3]								Ribonuclease-III-like [PF14622.9]; Ribonuclease III domain [PF00636.29]; Double-stranded RNA binding motif [PF00035.29]; double strand RNA binding domain from DEAD END PROTEIN 1 [PF14709.10]					0
SAMN03319958_LCPJ01000001.1_3	SAMN03319958	LCPJ01000001.1	3	786	1019	1	C	K02959	small subunit ribosomal protein S16								Ribosomal protein S16 [PF00886.22]					0
SAMN03319958_LCPJ01000001.1_4	SAMN03319958	LCPJ01000001.1	4	1016	1246	1	C	K06960	uncharacterized protein								KH domain [PF13083.9]					0
SAMN03319958_LCPJ01000001.1_5	SAMN03319958	LCPJ01000001.1	5	1246	1989	1	C	K00554	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]								tRNA (Guanine-1)-methyltransferase [PF01746.24]					0
SAMN03319958_LCPJ01000001.1_6	SAMN03319958	LCPJ01000001.1	6	1955	2698	-1	E															0
SAMN03319958_LCPJ01000001.1_7	SAMN03319958	LCPJ01000001.1	7	2708	3262	-1	E															0
SAMN03319958_LCPJ01000001.1_8	SAMN03319958	LCPJ01000001.1	8	3273	4292	-1	C	K02662	type IV pilus assembly protein PilM								Type IV pilus assembly protein PilM; [PF11104.11]; MreB/Mbl protein [PF06723.16]; Cell division protein FtsA [PF14450.9]					0
SAMN03319958_LCPJ01000001.1_9	SAMN03319958	LCPJ01000001.1	9	4306	5139	-1	E															0
SAMN03319958_LCPJ01000001.1_10	SAMN03319958	LCPJ01000001.1	10	5179	5721	-1	E															0
SAMN03319958_LCPJ01000001.1_11	SAMN03319958	LCPJ01000001.1	11	5718	6185	-1	E															0
SAMN03319958_LCPJ01000001.1_12	SAMN03319958	LCPJ01000001.1	12	6182	6700	-1	E															0
SAMN03319958_LCPJ01000001.1_13	SAMN03319958	LCPJ01000001.1	13	6697	7170	-1	C	K02456	general secretion pathway protein G								Type II secretion system (T2SS), protein G [PF08334.14]					0
SAMN03319958_LCPJ01000001.1_14	SAMN03319958	LCPJ01000001.1	14	7167	7589	-1	C	K02456	general secretion pathway protein G													0
