locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MFIY01000001.1_1_171_599_-												Hypothetical
MFIY01000001.1_1_993_2540_+		K21000		GH5, GH5			KEGG:K21000	515	2.5e-33	111.5		pslG; polysaccharide biosynthesis protein PslG
MFIY01000001.1_1_2885_3769_-												Hypothetical
MFIY01000001.1_1_3858_3995_-												Hypothetical
MFIY01000001.1_1_4186_4557_-		K08234	COG3324				COG:COG3324	123	1.1e-12	44.0		VOC; 
MFIY01000001.1_1_4623_5105_-			COG1814				COG:COG1814	160	5.9e-10	35.2		Ccc1; 
MFIY01000001.1_2_94_216_-												Hypothetical
MFIY01000001.1_3_2_1393_-												Hypothetical
MFIY01000001.1_3_1416_2516_-												Hypothetical
MFIY01000001.1_3_2521_3942_-		K19294	COG1696				COG:COG1696	473	4.7e-181	600.4		DltB; 
MFIY01000001.1_3_4152_5132_-		K07089	COG0701				COG:COG0701	326	1.6e-100	333.5		YraQ; 
MFIY01000001.1_3_5136_5393_-												Hypothetical
MFIY01000001.1_3_5455_6222_-		K07755	COG0500		phrog_4752	VOG00106	KEGG:K07755	256	9.8e-94	310.7	2.1.1.137	AS3MT; arsenite methyltransferase
MFIY01000001.1_4_80_328_-		K03892	COG0640				COG:COG0640	83	8.5e-21	71.2		ArsR; 
MFIY01000001.1_5_125_550_-												Hypothetical
MFIY01000001.1_5_572_844_-												Hypothetical
MFIY01000001.1_5_992_1123_+												Hypothetical
MFIY01000001.1_6_1_915_+		K03665	COG2262		phrog_16468		COG:COG2262	304	9.1e-110	364.2		HflX; 
MFIY01000001.1_6_931_1596_-	K11927	K11927	COG0513		phrog_16	VOG00107	FOAM:K11927	222	9.6e-97	320.9	3.6.4.13	rhlE; ATP-dependent RNA helicase RhlE
MFIY01000001.1_7_1_456_-	K11927	K11927	COG0513		phrog_16	VOG25294	COG:COG0513	152	3.1e-36	121.2		SrmB; 
MFIY01000001.1_7_737_1273_-		K05384	COG1413				KEGG:K05384	178	2.4e-12	42.5		cpeU, mpeU; bilin biosynthesis protein
MFIY01000001.1_7_1316_1582_-												Hypothetical
MFIY01000001.1_7_1721_1915_-												Hypothetical
MFIY01000001.1_7_2073_2237_-												Hypothetical
MFIY01000001.1_7_2498_2881_-		K16568	COG1835		phrog_6705	VOG00121	COG:COG1835	128	3.5e-11	38.4		OafA; 
MFIY01000001.1_8_3_746_-		K16568	COG1835		phrog_3333	VOG00121	COG:COG1835	248	1.3e-28	95.9		OafA; 
MFIY01000001.1_8_1050_1712_-		K09144	COG2253				COG:COG2253	220	2.5e-17	59.4		; 
MFIY01000001.1_10_1_933_-												Hypothetical
MFIY01000001.1_10_1161_2342_-	K06949	K06949	COG1162		phrog_293		COG:COG1162	393	5.8e-110	364.6		RsgA; 
MFIY01000001.1_10_2380_2931_-		K23242	COG1971				COG:COG1971	183	8.6e-66	219.6		MntP; 
MFIY01000001.1_10_3154_3765_-		K07052	COG1266				COG:COG1266	204	2.5e-08	29.5		YdiL; 
MFIY01000001.1_11_3_404_-												Hypothetical
MFIY01000001.1_11_433_708_-												Hypothetical
MFIY01000001.1_11_1071_1547_+												Hypothetical
MFIY01000001.1_11_1559_1765_+		K07727	COG3655		phrog_3	VOG00002	COG:COG3655	68	2.5e-36	121.6		YozG; 
MFIY01000002.1_2_1_369_-		K07076	COG1708				KEGG:K07076	123	1.5e-08	31.0		K07076; uncharacterized protein
MFIY01000002.1_2_452_1933_-		K07165	COG4254				COG:COG4254	493	9.6e-23	76.8		; 
MFIY01000002.1_2_1974_2120_-												Hypothetical
MFIY01000002.1_3_32_358_-		K02601	COG0250		phrog_6386	VOG07695	COG:COG0250	109	1.4e-45	151.5		NusG; 
MFIY01000002.1_4_1_381_-		K02601	COG0250				COG:COG0250	127	2.7e-17	58.6		NusG; 
MFIY01000002.1_4_389_610_-		K03073	COG0690				COG:COG0690	73	1.9e-23	79.3		SecE; 
MFIY01000002.1_4_667_1368_+	K01840	K01840	COG1210		phrog_3980	VOG00785	COG:COG1210	235	1.9e-115	382.7		GalU; 
MFIY01000002.1_5_191_1489_+		K21000	COG3693	GH39			KEGG:K21000	434	9.4e-44	146.0		pslG; polysaccharide biosynthesis protein PslG
MFIY01000002.1_6_72_311_+												Hypothetical
MFIY01000002.1_7_2_409_+		K07491	COG1943				COG:COG1943	135	1.6e-13	47.2		RAYT; 
MFIY01000002.1_8_3_188_-												Hypothetical
MFIY01000002.1_9_3_305_-												Hypothetical
MFIY01000002.1_10_193_918_+		K03470	COG0164		phrog_19422, phrog_19422	VOG17503	KEGG:K03470	241	1e-67	224.8	3.1.26.4	rnhB; ribonuclease HII
MFIY01000002.1_10_941_1705_-		K09981	COG3809				COG:COG3809	254	3.1e-13	37.8		; 
MFIY01000003.1_1_1_543_-		K20712	COG0174		phrog_21628		KEGG:K20712	182	1.1e-65	218.0	5.4.4.3	glnA; 3-(hydroxyamino)phenol mutase
MFIY01000003.1_3_3_953_-		K01950	COG0171		phrog_36784	VOG00380	COG:COG0171	318	5.9e-120	397.7		NadE; NAD biosynthesis
MFIY01000003.1_4_1_651_-		K01950	COG0171		phrog_36784	VOG08915	COG:COG0171	217	9.3e-82	271.5		NadE; NAD biosynthesis
MFIY01000003.1_4_733_1140_+		K18923	COG2161		phrog_2268		KEGG:K18923	135	1e-14	51.2		stbD; antitoxin StbD
MFIY01000003.1_5_290_832_-			COG4633				COG:COG4633	180	6.8e-18	58.0		; 
MFIY01000003.1_5_1047_1688_-												Hypothetical
MFIY01000003.1_6_1_441_-												Hypothetical
MFIY01000003.1_7_2_247_-												Hypothetical
MFIY01000004.1_2_3_194_+												Hypothetical
MFIY01000004.1_3_1_147_+												Hypothetical
MFIY01000004.1_3_725_1369_-		K07052	COG1266				COG:COG1266	215	5.1e-18	61.3		YdiL; 
MFIY01000004.1_4_74_421_-												Hypothetical
MFIY01000004.1_4_450_1052_-		K01056	COG0193		phrog_30156		COG:COG0193	200	4e-66	219.0		Pth; Translation factors
MFIY01000004.1_4_1110_1598_-		K07100	COG1926				COG:COG1926	163	1.2e-41	138.9		; 
MFIY01000004.1_5_204_545_-		K09940	COG4818				COG:COG4818	113	9e-44	146.0		; 
MFIY01000004.1_6_2_139_-			COG2120				COG:COG2120	47	5.5e-07	25.4		LmbE; 
MFIY01000004.1_7_1_345_-		K22135	COG2120	CE14	phrog_11796		COG:COG2120	115	7.6e-32	107.2		LmbE; 
MFIY01000004.1_7_405_1226_-	K05363	K05363	COG5653				COG:COG5653	274	6.8e-56	186.1		BcsL; 
MFIY01000004.1_8_2_253_-			COG5653				COG:COG5653	84	5.6e-12	41.4		BcsL; 
MFIY01000004.1_8_608_2077_-			COG1379, COG1379				COG:COG1379	489	2.2e-158	428.2		YqxK; 
MFIY01000004.1_8_2167_2583_+		K19002					KEGG:K19002	140	2.1e-09	33.0	2.4.1.337	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase
MFIY01000004.1_9_3_764_+		K00754		GT4	phrog_2170	VOG00164	KEGG:K00754	253	5.5e-43	143.7	2.4.1.-	bshA; L-malate glycosyltransferase
MFIY01000004.1_9_770_1573_-		K00433	COG2267		phrog_789	VOG00261	KEGG:K00433	267	3.6e-38	128.0	1.11.1.10	cpo; non-heme chloroperoxidase
MFIY01000004.1_9_1702_2037_+		K11936	COG1216	GT81	phrog_841	VOG00739	KEGG:K11936	113	1.7e-24	82.4	2.4.1.-	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase
MFIY01000004.1_10_168_758_+		K11936	COG1216	GT27	phrog_841	VOG00739	KEGG:K11936	198	5.5e-39	130.2	2.4.1.-	pgaC, icaA; poly-beta-1,6-N-acetyl-D-glucosamine synthase
MFIY01000004.1_11_150_1256_-												Hypothetical
MFIY01000004.1_12_3_1622_-		K10747	COG1793		phrog_114	VOG00242	KEGG:K10747	540	1.1e-127	422.2	6.5.1.1 6.5.1.6 6.5.1.7	LIG1; DNA ligase 1
MFIY01000004.1_12_1677_2504_-		K04095	COG3177		phrog_5978	VOG01532	COG:COG3177	276	1e-67	225.2		; 
MFIY01000004.1_13_3_206_-												Hypothetical
MFIY01000004.1_13_307_1539_+												Hypothetical
MFIY01000005.1_1_1_324_+												Hypothetical
MFIY01000005.1_1_261_929_+		K07284	COG3764		phrog_23668		COG:COG3764	222	5.9e-38	127.4		SrtA; 
MFIY01000005.1_1_1079_2809_+												Hypothetical
MFIY01000005.1_1_2911_3813_+			COG2340		phrog_16914	VOG04453	COG:COG2340	300	1.3e-45	152.0		YkwD; 
MFIY01000005.1_1_3815_4072_+												Hypothetical
MFIY01000005.1_1_4074_4808_+		K00973	COG1209		phrog_3980	VOG00785	KEGG:K00973	244	8.1e-87	288.1	2.7.7.24	rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase
MFIY01000005.1_2_2_382_+		K01790	COG1898		phrog_8784	VOG12056	COG:COG1898	126	1.1e-35	119.4		RfbC; 
MFIY01000005.1_3_2_307_+		K01710	COG1088		phrog_540	VOG00055	KEGG:K01710	103	2.2e-48	161.6	4.2.1.46	rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase
MFIY01000005.1_4_2_496_+		K01710	COG1088		phrog_540	VOG00055	KEGG:K01710	166	1.9e-78	260.7	4.2.1.46	rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase
MFIY01000005.1_5_117_1043_+		K00067	COG1091		phrog_540	VOG00055	COG:COG1091	308	4.1e-67	222.6		RfbD; 
MFIY01000005.1_5_1116_2408_+	K00012	K00012	COG1004		phrog_9148	VOG09082	COG:COG1004	430	1.5e-189	627.0		Ugd; 
MFIY01000005.1_5_2421_3389_+		K15856	COG1089		phrog_540	VOG00055	KEGG:K15856	322	5.1e-127	420.1	1.1.1.281	rmd; GDP-4-dehydro-6-deoxy-D-mannose reductase
MFIY01000005.1_5_3411_4370_+	K08678	K08678	COG1088		phrog_540	VOG00055	FOAM:K08678	319	1.1e-144	478.9	4.1.1.35	UXS1, uxs; UDP-glucuronate decarboxylase
MFIY01000005.1_5_4421_5539_+	K00721	K00721	COG2246, COG1216		phrog_841	VOG10964	FOAM:K00721	372	2.5e-61	204.1	2.4.1.83	DPM1; dolichol-phosphate mannosyltransferase
MFIY01000005.1_5_5505_7019_+	K14340	K14340	COG1807	GT83			COG:COG1807	504	1.5e-42	142.1		ArnT; 
MFIY01000005.1_5_7025_7555_+	K00729	K00729	COG1216	GT81	phrog_841	VOG10964	FOAM:K00729	178	3.2e-47	157.5	2.4.1.117	ALG5; dolichyl-phosphate beta-glucosyltransferase
MFIY01000005.1_7_2_1102_+	K14337	K14337					FOAM:K14337	366	2.2e-38	128.3	2.4.1.-	mptA; alpha-1,6-mannosyltransferase
MFIY01000005.1_7_1110_2591_+	K14340	K14340	COG1807	GT83			COG:COG1807	493	2.6e-47	157.6		ArnT; 
MFIY01000005.1_7_2724_4226_+			COG5617				COG:COG5617	500	1.1e-68	228.5		PTPS; 
MFIY01000005.1_7_4223_5944_+			COG5617				COG:COG5617	573	5.2e-84	279.1		PTPS; 
MFIY01000005.1_7_5923_6660_+		K23683	COG1216	GT81	phrog_841	VOG10964	KEGG:K23683	245	7.9e-63	208.9	2.4.1.-	aglD; glycosyltransferase AglD
MFIY01000005.1_7_6657_6983_+		K12454	COG1088		phrog_540	VOG00055	KEGG:K12454	110	2.5e-43	144.4	5.1.3.10	rfbE; CDP-paratose 2-epimerase
MFIY01000005.1_8_2_154_+		K12454	COG1087				KEGG:K12454	52	6e-12	40.9	5.1.3.10	rfbE; CDP-paratose 2-epimerase
MFIY01000005.1_9_3_290_+		K17947	COG1087		phrog_540	VOG00055	KEGG:K17947	97	3e-33	111.4	5.1.3.25	wbiB; dTDP-L-rhamnose 4-epimerase
MFIY01000005.1_10_2_784_+		K17947	COG1087		phrog_540	VOG00055	KEGG:K17947	260	5.6e-86	285.4	5.1.3.25	wbiB; dTDP-L-rhamnose 4-epimerase
MFIY01000005.1_10_835_1521_+	K00721	K00721	COG1216		phrog_841	VOG10964	FOAM:K00721	228	6.2e-50	166.4	2.4.1.83	DPM1; dolichol-phosphate mannosyltransferase
MFIY01000005.1_10_1618_1842_-		K00773	COG0343				KEGG:K00773	75	4.5e-30	100.6	2.4.2.29	tgt; queuine tRNA-ribosyltransferase
MFIY01000006.1_1_154_807_+			COG2133	AA12			COG:COG2133	219	1.6e-29	99.0		YliI; 
MFIY01000006.1_2_1_285_+		K21430	COG2133				COG:COG2133	96	1.2e-25	86.2		YliI; 
MFIY01000006.1_3_3_206_+			COG2133				COG:COG2133	67	9.7e-10	33.6		YliI; 
MFIY01000006.1_3_296_664_+	K07305	K07305	COG0229		phrog_35155		COG:COG0229	122	9.5e-60	199.1		MsrB; 
MFIY01000006.1_3_840_1127_+												Hypothetical
MFIY01000006.1_3_1447_2019_-												Hypothetical
MFIY01000006.1_4_3_1445_-	K00694	K00694	COG1216	GT21	phrog_30838	VOG09034	FOAM:K00694	481	7e-144	476.8	2.4.1.12	bcsA; cellulose synthase (UDP-forming)
MFIY01000006.1_4_1730_2401_-												Hypothetical
MFIY01000006.1_6_1_513_-												Hypothetical
MFIY01000007.1_1_2_331_+		K06187	COG0353				COG:COG0353	109	1.8e-43	144.0		RecR; 
MFIY01000007.1_1_392_694_+		K02612	COG2151				COG:COG2151	100	6e-42	140.3		PaaD; 
MFIY01000007.1_1_712_1212_+												Hypothetical
MFIY01000007.1_1_1256_2665_+		K01883	COG0215		phrog_30090	VOG09718	COG:COG0215	469	3.5e-168	557.1		CysS; Aminoacyl-tRNA synthetases
MFIY01000007.1_1_2667_3134_+		K05967	COG5663		phrog_420	VOG07198	KEGG:K05967	157	2.6e-25	85.5		K05967; uncharacterized protein
MFIY01000007.1_2_97_573_-												Hypothetical
MFIY01000007.1_3_2_1009_-		K06889	COG1506	CE7, CE1			COG:COG1506	305	6.5e-32	107.2		DAP2; 
MFIY01000007.1_3_1108_1842_+												Hypothetical
MFIY01000007.1_4_2_496_+												Hypothetical
MFIY01000007.1_4_512_745_-												Hypothetical
MFIY01000007.1_4_847_1812_+		K23424	COG1807	GT105			KEGG:K23424	323	3.1e-55	184.4	2.4.1.-	TMTC; protein O-mannosyl-transferase
MFIY01000007.1_5_93_815_+		K23424, K16474	COG3914	GT41	phrog_7590	VOG00147	KEGG:K23424	242	1.7e-55	129.3	2.4.1.-	TMTC; protein O-mannosyl-transferase
MFIY01000007.1_7_2_1186_+		K19788	COG0012		phrog_23947		COG:COG0012	394	9.7e-128	422.3		GTP1; 
MFIY01000007.1_7_1230_1529_+												Hypothetical
MFIY01000007.1_8_17_628_+		K03111	COG0629		phrog_44	VOG00906	COG:COG0629	203	5.9e-57	189.2		Ssb; 
MFIY01000007.1_8_705_878_+		K02963	COG0238				COG:COG0238	57	3.6e-26	88.2		RpsR; Ribosome 30S subunit
MFIY01000007.1_8_899_1627_+												Hypothetical
MFIY01000007.1_8_1633_2916_+		K03797	COG0793				KEGG:K03797	427	5.1e-112	372.0	3.4.21.102	E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease
MFIY01000007.1_8_2985_4148_+		K04772	COG0265		phrog_11383	VOG02002	COG:COG0265	387	3.2e-110	365.9		DegQ; 
MFIY01000007.1_8_4152_4856_-		K02835	COG0216		phrog_19918	VOG01215	KEGG:K02835	234	7.9e-102	337.9		prfA, MTRF1, MRF1; peptide chain release factor 1
MFIY01000007.1_8_4901_5191_-		K02909	COG0254				COG:COG0254	97	5.7e-30	100.6		RpmE; Ribosome 50S subunit
MFIY01000008.1_1_45_701_-		K02237	COG1555				KEGG:K02237	218	8.3e-34	113.5		comEA; competence protein ComEA
MFIY01000008.1_1_779_922_-												Hypothetical
MFIY01000008.1_2_257_706_-		K01869	COG0495		phrog_12710		KEGG:K01869	150	1.8e-41	138.4	6.1.1.4	LARS, leuS; leucyl-tRNA synthetase
