KO-ID	Name	PC1	PC2	PC3	PC4	PC5
K01959	 pycA; pyruvate carboxylase subunit A	-0.0316994842448148	0.004496407823596523	0.000462510578088144	-0.002873346994742049	0.7039139750485315
K02031	 ddpD; peptide/nickel transport system ATP-binding protein	-6.250654883888384e-16	-5.3814366097947044e-15	5.193804335687231e-15	-1.2441718475444604e-14	0.44928582477610474
K02032	 ddpF; peptide/nickel transport system ATP-binding protein	5.327406818335555e-16	1.5942548872908871e-15	-4.479371272796817e-15	-1.1785278699702551e-16	-0.5002052445298951
K02010	 afuC, fbpC; iron(III) transport system ATP-binding protein	-2.4257064845632266e-16	-7.558329022577264e-16	2.074521837288484e-15	-5.659270455743614e-17	0.2266518509338785
K13004	 wbtD; galacturonosyltransferase WbtD	-0.0	-0.0	0.0	-0.0	0.0
K02056	 ABC.SS.A; simple sugar transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00382	 DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
K09817	 znuC; zinc transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K02013	 ABC.FEV.A; iron complex transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K08483	 ptsI; phosphoenolpyruvate-protein phosphotransferase (PTS system enzyme I)	-0.010719743983400996	0.05463109896517702	-0.005545367476760748	0.003966129403180201	0.0004152727242150403
K01897	 ACSL, fadD; long-chain acyl-CoA synthetase	-0.0	-0.0	0.0	-0.0	0.0
K00360	 nasB; assimilatory nitrate reductase electron transfer subunit	-0.009229867260288148	-0.05487402414961622	0.006022673823738591	0.03582651267169415	0.001203425984279196
K00219	 fadH; 2,4-dienoyl-CoA reductase (NADPH2)	-0.03169948424481412	0.0044964078235962875	0.00046251057808867867	-0.002873346994742109	-0.0007958952181183645
K01840	 manB; phosphomannomutase	-0.0	-0.0	0.0	-0.0	0.0
K11072	 potA; spermidine/putrescine transport system ATP-binding protein	-0.0	-0.0	0.0	-0.0	0.0
K00248	 ACADS, bcd; butyryl-CoA dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00249	 ACADM, acd; acyl-CoA dehydrogenase	-0.009033576704322558	-0.028147983037714274	0.07725729498270985	-0.0021075696535358254	0.0004344382251315578
K01426	 E3.5.1.4, amiE; amidase	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
K00128	 ALDH; aldehyde dehydrogenase (NAD+)	-0.0	-0.0	0.0	-0.0	0.0
K02768	 fruB; fructose PTS system EIIA component	-0.01694226260016744	0.042590528361841434	0.03955561264867133	0.003054216075053533	0.0002725332470882357
K11183	 fruB, fpr; multiphosphoryl transfer protein	-0.010719743983400995	0.05463109896517701	-0.005545367476760744	0.003966129403180203	-0.001552660155683196
K04757	 rsbW; serine/threonine-protein kinase RsbW	-0.0	-0.0	0.0	-0.0	0.0
K14085	 ALDH7A1; aldehyde dehydrogenase family 7 member A1	-0.0	-0.0	0.0	-0.0	0.0
K00155	 LNAA, LNBA; L-tyrosine reductase	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
K03407	 cheA; two-component system, chemotaxis family, sensor kinase CheA	-0.0	-0.0	0.0	-0.0	0.0
K02482	 flgS; two-component system, NtrC family, sensor kinase	-0.031653237299666334	-0.0053725352334408226	0.001520628599050118	-0.003786081970109737	-0.001441689925751781
K11711	 dctS; two-component system, LuxR family, sensor histidine kinase DctS	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
K02509	 hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase	0.010719743983400995	-0.05463109896517701	0.005545367476760744	-0.003966129403180203	0.001552660155683196
K01835	 pgm; phosphoglucomutase	-0.0	-0.0	0.0	-0.0	0.0
K07683	 nreB; two-component system, NarL family, sensor histidine kinase NreB	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
K07777	 degS; two-component system, NarL family, sensor histidine kinase DegS	-0.03169948424481413	0.0044964078235962875	0.0004625105780886789	-0.0028733469947421096	-0.0015455839342700633
K07642	 baeS, smeS; two-component system, OmpR family, sensor histidine kinase BaeS	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
K01537	 ATP2C; P-type Ca2+ transporter type 2C	-0.0	-0.0	0.0	-0.0	0.0
K02476	 K02476; two-component system, CitB family, sensor kinase	-0.03169948424481413	0.0044964078235962875	0.0004625105780886786	-0.00287334699474211	0.0007269099865648003
K00146	 feaB; phenylacetaldehyde dehydrogenase	-0.0	-0.0	0.0	-0.0	0.0
K00756	 pdp; pyrimidine-nucleoside phosphorylase	-0.0	-0.0	0.0	-0.0	0.0
K07700	 dpiB, citA; two-component system, CitB family, cit operon sensor histidine kinase CitA	-0.0	-0.0	0.0	-0.0	0.0
K01652	 E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	0.010719743983400996	-0.05463109896517702	0.005545367476760751	-0.003966129403180222	0.001458949066164224
K02484	 K02484; two-component system, OmpR family, sensor kinase	-0.03169948424481412	0.0044964078235962875	0.00046251057808867867	-0.002873346994742109	-0.0007958952181183645
K07645	 qseC; two-component system, OmpR family, sensor histidine kinase QseC	-0.0	-0.0	0.0	-0.0	0.0
K00384	 trxB, TRR; thioredoxin reductase (NADPH)	-0.0	-0.0	0.0	-0.0	0.0
K02668	 pilS, pehS; two-component system, NtrC family, sensor histidine kinase PilS	-0.03169948424481413	0.0044964078235962875	0.00046251057808867867	-0.0028733469947421096	-0.0007958952181183576
