locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
MHJJ01000001.1_1		K17686	COG0474		phrog_12316, phrog_12316	VOG20955, VOG20955	KEGG:K17686	694	1.1e-241	795.9	7.2.2.8	copA, ctpA, ATP7; P-type Cu+ transporter
MHJJ01000001.1_2		K05685	COG0577		phrog_31849		COG:COG0577	402	1e-85	284.2		SalY:
MHJJ01000001.1_3	K02003	K02003	COG1136		phrog_293	VOG02992	COG:COG1136	288	3.2e-96	317.5		LolD:
MHJJ01000001.1_4		K02005	COG1566		phrog_13642, phrog_13642		KEGG:K02005	515	3e-62	200.3		ABC.CD.TX; HlyD family secretion protein
MHJJ01000001.1_5												Hypothetical
MHJJ01000001.1_6												Hypothetical
MHJJ01000001.1_7												Hypothetical
MHJJ01000001.1_8		K21600	COG1937		phrog_6180		COG:COG1937	90	3.3e-28	94.2		FrmR:
MHJJ01000001.1_9												Hypothetical
MHJJ01000001.1_10		K13984			phrog_22	VOG00033	KEGG:K13984	128	4.1e-11	38.0		TXNDC5, ERP46; thioredoxin domain-containing protein 5
MHJJ01000001.1_11												Hypothetical
MHJJ01000001.1_12		K06196	COG0785				COG:COG0785	261	2.2e-29	97.9		CcdA:
MHJJ01000001.1_13												Hypothetical
MHJJ01000001.1_14												Hypothetical
MHJJ01000001.1_15		K06182	COG1187		phrog_9266		KEGG:K06182	225	6.5e-68	225.4	5.4.99.21	rluF; 23S rRNA pseudouridine2604 synthase
MHJJ01000001.1_16		K00059	COG4221		phrog_3142	VOG09790	KEGG:K00059	252	2.9e-99	328.1	1.1.1.100	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase
MHJJ01000001.1_17		K14673	COG0662		phrog_13536	VOG09848	VOG:VOG09848	181	8.2e-47	155.0		sp|Q5UP75|YL612_MIMIV Uncharacterized protein L612
MHJJ01000001.1_18		K13195	COG0724			VOG21286	COG:COG0724	107	4.7e-46	151.6		RRM:
