locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_BMDT01000001.1_138_278_+												Hypothetical
NZ_BMDT01000001.1_378_1454_+	K10112	K10112	COG3839		phrog_293	VOG02992	FOAM:K10112	358	2.5e-139	463.3	7.5.2.-	msmX, msmK, malK, sugC, ggtA, msiK; multiple sugar transport system ATP-binding protein
NZ_BMDT01000001.1_1454_2335_+	K02025	K02025	COG1175		phrog_1577		COG:COG1175	293	2.2e-97	323.6		UgpA; 
NZ_BMDT01000001.1_2337_3155_+	K02026	K02026	COG0395		phrog_1577		COG:COG0395	272	6.6e-93	308.9		UgpE; 
NZ_BMDT01000001.1_3139_4431_+		K12574	COG0595		phrog_392		COG:COG0595	430	2.8e-55	184.9		RnjA; 
NZ_BMDT01000001.1_4458_5750_+	K05813	K05813	COG1653				COG:COG1653	430	1.3e-71	239.2		UgpB; 
NZ_BMDT01000001.1_5821_7377_+	K01119	K01119	COG0737		phrog_19584		FOAM:K01119	518	1.5e-161	536.6	3.1.4.16 3.1.3.6	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase
NZ_BMDT01000001.1_7689_8795_-		K03153	COG0665				COG:COG0665	355	5e-57	190.7		DadA; 
NZ_BMDT01000001.1_8792_9727_-		K03471	COG1039			VOG17503	COG:COG1039	311	1.2e-113	376.6		RnhC; 
NZ_BMDT01000001.1_9872_10312_+		K09888	COG3027				COG:COG3027	146	1.6e-13	48.0		ZapA; 
NZ_BMDT01000001.1_10331_10882_+			COG1286				COG:COG1286	183	5.6e-17	59.2		CvpA; 
NZ_BMDT01000001.1_10948_13314_+		K07456	COG1193		phrog_30120, phrog_30120	VOG03661	COG:COG1193	788	6.7e-297	984.2		MutS2; 
NZ_BMDT01000001.1_13393_13707_+		K03671	COG0526		phrog_22	VOG00033	KEGG:K03671	104	4.1e-40	135.4		trxA; thioredoxin 1
NZ_BMDT01000001.1_13810_15618_+		K03703	COG0322		phrog_22664	VOG01276	COG:COG0322	602	2.7e-227	754.1		UvrC; 
NZ_BMDT01000001.1_15771_16670_+	K01990	K01990	COG4152		phrog_293	VOG35465	COG:COG4152	299	4.7e-123	408.3		YhaQ; 
NZ_BMDT01000001.1_16663_17922_+	K09696	K09696	COG1668				COG:COG1668	419	5.1e-88	293.3		NatB; 
NZ_BMDT01000001.1_17935_18966_+		K01054	COG2267		phrog_18103	VOG00261	COG:COG2267	343	1.8e-48	162.7		PldB; 
NZ_BMDT01000001.1_19034_19408_-	K01759	K01759	COG0346		phrog_14937		FOAM:K01759	124	7e-41	137.6	4.4.1.5	GLO1, gloA; lactoylglutathione lyase
NZ_BMDT01000001.1_19570_20019_+	K03574	K03574	COG1051		phrog_19657	VOG00129	PHROG:phrog_19657	149	3e-21	72.5		nudix hydrolase
NZ_BMDT01000001.1_20068_20880_-		K21064	COG0561		phrog_4901	VOG01378, VOG20955	COG:COG0561	270	3.1e-89	297.0		Cof; 
NZ_BMDT01000001.1_20899_22257_-		K06885	COG1078		phrog_35128, phrog_35128	VOG09781	COG:COG1078	452	7.6e-143	474.0		YdhJ; 
NZ_BMDT01000001.1_22259_23062_-		K16869	COG0095				KEGG:K16869	267	4.5e-76	253.3	2.3.1.204	lipL; octanoyl-[GcvH]:protein N-octanoyltransferase
NZ_BMDT01000001.1_23166_23606_+			COG4506				COG:COG4506	146	6.2e-32	107.6		YwiB; 
NZ_BMDT01000001.1_23693_24304_+	K03048	K03048	COG3343				COG:COG3343	203	9.4e-56	185.7		RpoE; RNA polymerase
NZ_BMDT01000001.1_24363_25217_-		K19337	COG1737		phrog_9758		COG:COG1737	284	6.4e-71	236.4		RpiR; 
NZ_BMDT01000001.1_25387_26412_+		K16044		GH109			KEGG:K16044	341	9.2e-83	275.7	1.1.1.371	iolW; scyllo-inositol 2-dehydrogenase (NADP+)
NZ_BMDT01000001.1_26615_27934_+		K03092	COG1508				COG:COG1508	439	9.2e-147	486.9		RpoN; RNA polymerase
NZ_BMDT01000001.1_28123_29160_+		K05311	COG2390				KEGG:K05311	345	1.1e-139	462.0		cggR; central glycolytic genes regulator
NZ_BMDT01000001.1_29201_30202_+	K00134	K00134	COG0057		phrog_21942		COG:COG0057	333	1.4e-175	582.6		GapA; Glycolysis
NZ_BMDT01000001.1_30299_31489_+	K00927	K00927	COG0126				FOAM:K00927	396	3.3e-187	621.0	2.7.2.3	PGK, pgk; phosphoglycerate kinase
NZ_BMDT01000001.1_31506_32261_+	K01803	K01803	COG0149				COG:COG0149	251	2.2e-119	396.4		TpiA; Glycolysis
NZ_BMDT01000001.1_32370_33671_+												Hypothetical
NZ_BMDT01000001.1_33818_34528_+	K01779	K01779	COG1794		phrog_34473		COG:COG1794	236	1.1e-101	336.8		RacX; 
NZ_BMDT01000001.1_34699_35289_-		K00661	COG0110		phrog_36734	VOG20801	KEGG:K00661	196	4.3e-76	253.3	2.3.1.79	maa; maltose O-acetyltransferase
NZ_BMDT01000001.1_35402_35905_+		K22441	COG0456		phrog_1249	VOG00089	KEGG:K22441	167	3.4e-20	69.9	2.3.1.57	paiA; diamine N-acetyltransferase
NZ_BMDT01000001.1_36002_36241_+		K03075	COG1314				COG:COG1314	79	8.3e-24	81.7		SecG; 
NZ_BMDT01000001.1_36404_37147_+	K03928	K03928	COG1647		phrog_789		COG:COG1647	247	3.9e-64	214.1		YvaK; 
NZ_BMDT01000001.1_37144_39495_+		K12573	COG0557		phrog_13933	VOG17500	KEGG:K12573	783	2.8e-275	912.9	3.1.13.1	rnr, vacB; ribonuclease R
NZ_BMDT01000001.1_39513_39971_+		K03664	COG0691		phrog_6791	VOG15158	KEGG:K03664	152	8.6e-74	244.9		smpB; SsrA-binding protein
NZ_BMDT01000001.1_40230_40949_+		K02108	COG0356				COG:COG0356	239	2.5e-70	234.1		AtpB; FoF1-type ATP synthase
NZ_BMDT01000001.1_40988_41200_+		K02110	COG0636				COG:COG0636	70	1.2e-29	100.5		AtpE; FoF1-type ATP synthase
NZ_BMDT01000001.1_41312_41836_+		K02109	COG0711				COG:COG0711	174	4.7e-44	148.3		AtpF; FoF1-type ATP synthase
NZ_BMDT01000001.1_41829_42371_+		K02113	COG0712				COG:COG0712	180	7.6e-48	160.5		AtpH; FoF1-type ATP synthase
NZ_BMDT01000001.1_42396_43952_+		K02111	COG0056				KEGG:K02111	518	1.4e-266	883.6	7.1.2.2 7.2.2.1	ATPF1A, atpA; F-type H+/Na+-transporting ATPase subunit alpha
NZ_BMDT01000001.1_43968_44879_+		K02115	COG0224				COG:COG0224	303	6e-108	358.2		AtpG; FoF1-type ATP synthase
NZ_BMDT01000001.1_44906_46312_+		K02133	COG0055				KEGG:K02133	468	1.7e-281	934.9	7.1.2.2	ATPeF1B, ATP5B, ATP2; F-type H+-transporting ATPase subunit beta
NZ_BMDT01000001.1_46326_46748_+		K02114	COG0355				COG:COG0355	140	1.2e-46	155.7		AtpC; FoF1-type ATP synthase
NZ_BMDT01000001.1_46850_47083_+			COG4836				COG:COG4836	77	3.7e-24	81.4		YwzB; 
NZ_BMDT01000001.1_47145_48482_+	K00790	K00790	COG0766		phrog_25097		COG:COG0766	445	6.6e-186	615.4		MurA; Mureine biosynthesis
NZ_BMDT01000001.1_48494_48670_+												Hypothetical
NZ_BMDT01000001.1_49040_49723_+		K03646, K08304	COG3584		phrog_2307		COG:COG3584	227	1.2e-53	180.0		; 3D
