locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_CP085327.1_1		K13525	COG1222, COG1222		phrog_30773, phrog_30773	VOG00842, VOG00842	KEGG:K13525	732	4e-273	906.6		VCP, CDC48; transitional endoplasmic reticulum ATPase
NZ_CP085327.1_2		K05520	COG0693		phrog_5908		KEGG:K05520	176	7.7e-69	230.8	3.5.1.124	pfpI; protease I
NZ_CP085327.1_3		K10106	COG3011				COG:COG3011	498	1.4e-14	50.5		YuxK:
NZ_CP085327.1_4		K03718	COG1522				COG:COG1522	84	2.4e-16	58.0		Lrp:
NZ_CP085327.1_5		K01304	COG2039				COG:COG2039	214	5.7e-75	251.0		Pcp:
NZ_CP085327.1_6		K03724	COG1201		phrog_16	VOG00107	COG:COG1201	946	0	1034.1		Lhr:
NZ_CP085327.1_7		K06953	COG1407				COG:COG1407	247	2.5e-64	215.2		:
NZ_CP085327.1_8		K09746	COG3390				COG:COG3390	548	1.8e-102	337.9		:
NZ_CP085327.1_9			COG1599				COG:COG1599	424	4.3e-134	446.3		RFA1:
NZ_CP085327.1_10		K01023					KEGG:K01023	457	3e-16	48.4	2.8.2.22	assT; arylsulfate sulfotransferase
NZ_CP085327.1_11		K14654	COG1985				COG:COG1985	211	3.8e-70	235.2		RibD:Riboflavin/FAD biosynthesis
NZ_CP085327.1_12	K00133	K00133	COG0136				COG:COG0136	345	6.9e-94	313.0		Asd:Lysine biosynthesis
NZ_CP085327.1_13												Hypothetical
NZ_CP085327.1_14		K02962	COG1383				COG:COG1383	59	5.6e-30	102.3		RPS17A:Archaeal ribosomal proteins
NZ_CP085327.1_15		K01512	COG1254		phrog_20167		COG:COG1254	93	1.7e-44	151.0		AcyP:
NZ_CP085327.1_16												Hypothetical
NZ_CP085327.1_17	K03660	K03660	COG0122				FOAM:K03660	294	1.3e-77	259.6	3.2.2.- 4.2.99.18	OGG1; N-glycosylase/DNA lyase
NZ_CP085327.1_18		K01273	COG2355				COG:COG2355	346	1.1e-116	388.8		:
NZ_CP085327.1_19		K09731	COG1885				COG:COG1885	151	7.5e-65	215.5		:
NZ_CP085327.1_20		K07722	COG3609				COG:COG3609	70	1.5e-11	43.1		ParD:
NZ_CP085327.1_21												Hypothetical
NZ_CP085327.1_22												Hypothetical
NZ_CP085327.1_23												Hypothetical
NZ_CP085327.1_24												Hypothetical
NZ_CP085327.1_25		K21265	COG2514				COG:COG2514	227	6.7e-40	135.5		CatE:
NZ_CP085327.1_26			COG4742				COG:COG4742	260	2.9e-37	126.7		:
NZ_CP085327.1_27												Hypothetical
NZ_CP085327.1_28		K03594	COG2406				COG:COG2406	150	6.4e-53	176.8		DPS:
NZ_CP085327.1_29												Hypothetical
NZ_CP085327.1_30												Hypothetical
NZ_CP085327.1_31												Hypothetical
NZ_CP085327.1_32		K01613	COG0688				COG:COG0688	199	5.9e-56	187.4		Psd:Phospholipid biosynthesis
NZ_CP085327.1_33												Hypothetical
NZ_CP085327.1_34												Hypothetical
NZ_CP085327.1_35	K13677	K13677	COG0707	GT4	phrog_2170	VOG00313	FOAM:K13677	358	3.8e-140	464.7	2.4.1.208	dgs, bgsA; 1,2-diacylglycerol-3-alpha-glucose alpha-1,2-glucosyltransferase
NZ_CP085327.1_36		K19002	COG0297	GT4, GT5	phrog_2170		KEGG:K19002	377	5.4e-90	300.8	2.4.1.337	mgs, bgsB; 1,2-diacylglycerol 3-alpha-glucosyltransferase
NZ_CP085327.1_37		K09163	COG3294				KEGG:K09163	275	1.9e-102	340.2		K09163; uncharacterized protein
NZ_CP085327.1_38												Hypothetical
NZ_CP085327.1_39		K03116	COG1826				COG:COG1826	96	7.6e-22	76.5		TatA:
NZ_CP085327.1_40		K07332, K07332	COG0630, COG0630		phrog_26606		KEGG:K07332	1035	9.9e-267	795.1		flaI; archaeal flagellar protein FlaI
NZ_CP085327.1_41		K07333	COG1955				COG:COG1955	673	9.1e-203	673.3		ArlJ:
NZ_CP085327.1_42												Hypothetical
NZ_CP085327.1_43												Hypothetical
NZ_CP085327.1_44												Hypothetical
NZ_CP085327.1_45												Hypothetical
NZ_CP085327.1_46												Hypothetical
NZ_CP085327.1_47												Hypothetical
NZ_CP085327.1_48												Hypothetical
NZ_CP085327.1_49		K03236	COG0361			VOG05395	KEGG:K03236	84	3.6e-35	120.1		EIF1A; translation initiation factor 1A
NZ_CP085327.1_50												Hypothetical
NZ_CP085327.1_51												Hypothetical
NZ_CP085327.1_52												Hypothetical
NZ_CP085327.1_53												Hypothetical
NZ_CP085327.1_54												Hypothetical
NZ_CP085327.1_55		K04763	COG4974		phrog_1	VOG00056	COG:COG4974	334	5.6e-39	132.2		XerD:
NZ_CP085327.1_56		K16307					KEGG:K16307	372	2e-07	26.5	2.7.11.1	CDC42BP; serine/threonine-protein kinase MRCK
NZ_CP085327.1_57		K24459	COG3472		phrog_1583	VOG00427	COG:COG3472	701	3e-149	497.1		:
NZ_CP085327.1_58												Hypothetical
