locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
CACDKD010000001.1_3_524_-	K08219	K08219	COG2807		phrog_2034		FOAM:K08219	174	1.5e-20	69.5		UMF2; MFS transporter, UMF2 family, putative MFS family transporter protein
CACDKD010000001.1_530_1558_-		K21395	COG1638		phrog_31178		COG:COG1638	342	2.1e-62	207.7		DctP; 
CACDKD010000001.1_1581_2582_+		K07147	COG2041		phrog_26318		KEGG:K07147	333	2.5e-140	464.5	1.8.-.-	msrP; methionine sulfoxide reductase catalytic subunit
CACDKD010000001.1_2605_3168_+		K17247	COG2717		phrog_29218		COG:COG2717	187	2.9e-44	147.8		MsrQ; 
CACDKD010000001.1_3187_4632_-	K07259	K07259	COG2027				COG:COG2027	481	1.4e-96	321.0		DacB; 
CACDKD010000001.1_4651_5646_-	K00175	K00175	COG1013				FOAM:K00175	331	1.3e-84	281.6	1.2.7.3 1.2.7.11	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta
CACDKD010000001.1_5703_7511_-	K00174	K00174	COG0674				FOAM:K00174	592	7.9e-164	542.7	1.2.7.3 1.2.7.11	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha
CACDKD010000001.1_7511_9316_-		K15022	COG0492, COG1144		phrog_6397		KEGG:K15022	601	4.1e-192	636.2	1.17.1.10	fdhB; formate dehydrogenase (NADP+) beta subunit
CACDKD010000001.1_9471_10811_-	K01465	K01465	COG0044	CE9	phrog_38523		COG:COG0044	446	1.2e-148	492.1		AllB; Pyrimidine biosynthesis
CACDKD010000001.1_10850_12124_+	K08177	K08177	COG2271		phrog_2034		COG:COG2271	424	4.3e-66	219.5		UhpC; 
CACDKD010000001.1_12176_13027_+		K03119	COG2175				COG:COG2175	283	1e-82	274.6		TauD; 
CACDKD010000001.1_13031_14461_+		K07045	COG2159				COG:COG2159	476	1.1e-38	129.5		LigW; 
CACDKD010000001.1_15370_15609_+												Hypothetical
CACDKD010000001.1_15640_16416_-			COG4798				COG:COG4798	258	3.8e-89	295.4		; 
CACDKD010000001.1_16433_17149_-		K07059	COG0705		phrog_16931		COG:COG0705	225	1.9e-65	217.3		GlpG; 
CACDKD010000001.1_17115_17942_-		K23010	COG4784		phrog_26636		KEGG:K23010	270	4.5e-58	193.5	3.4.24.-	OMA1; metalloendopeptidase OMA1, mitochondrial
