	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_013415425.1_NZ_JACBYC010000024.1_1	GCF_013415425.1	NZ_JACBYC010000024.1	1	3	443	-1	E															0
GCF_013415425.1_NZ_JACBYC010000024.1_2	GCF_013415425.1	NZ_JACBYC010000024.1	2	759	1088	1	D										Bacterial capsule synthesis protein PGA_cap [PF09587.13]					0
GCF_013415425.1_NZ_JACBYC010000024.1_3	GCF_013415425.1	NZ_JACBYC010000024.1	3	1183	1950	1	D										Bacterial capsule synthesis protein PGA_cap [PF09587.13]					0
GCF_013415425.1_NZ_JACBYC010000024.1_4	GCF_013415425.1	NZ_JACBYC010000024.1	4	2411	6760	1	D										Muc B2-like domain [PF17966.4]; MucBP domain [PF06458.15]					0
GCF_013415425.1_NZ_JACBYC010000024.1_5	GCF_013415425.1	NZ_JACBYC010000024.1	5	6835	8052	-1	D										Mbeg1-like [PF11187.11]; Lipase (class 3) [PF01764.28]					0
GCF_013415425.1_NZ_JACBYC010000024.1_6	GCF_013415425.1	NZ_JACBYC010000024.1	6	8206	8880	1	D										Haloacid dehalogenase-like hydrolase [PF13419.9]; haloacid dehalogenase-like hydrolase [PF00702.29]					0
GCF_013415425.1_NZ_JACBYC010000024.1_7	GCF_013415425.1	NZ_JACBYC010000024.1	7	9355	9666	1	C	K02946	small subunit ribosomal protein S10								Ribosomal protein S10p/S20e [PF00338.25]					0
GCF_013415425.1_NZ_JACBYC010000024.1_8	GCF_013415425.1	NZ_JACBYC010000024.1	8	9687	10349	1	C	K02906	large subunit ribosomal protein L3								Ribosomal protein L3 [PF00297.25]					0
GCF_013415425.1_NZ_JACBYC010000024.1_9	GCF_013415425.1	NZ_JACBYC010000024.1	9	10378	11001	1	C	K02926	large subunit ribosomal protein L4								Ribosomal protein L4/L1 family [PF00573.25]					0
GCF_013415425.1_NZ_JACBYC010000024.1_10	GCF_013415425.1	NZ_JACBYC010000024.1	10	11001	11282	1	C	K02892	large subunit ribosomal protein L23								Ribosomal protein L23 [PF00276.23]					0
GCF_013415425.1_NZ_JACBYC010000024.1_11	GCF_013415425.1	NZ_JACBYC010000024.1	11	11318	12148	1	C	K02886	large subunit ribosomal protein L2								Ribosomal Proteins L2, C-terminal domain [PF03947.21]; Ribosomal Proteins L2, RNA binding domain [PF00181.26]					0
GCF_013415425.1_NZ_JACBYC010000024.1_12	GCF_013415425.1	NZ_JACBYC010000024.1	12	12227	12508	1	C	K02965	small subunit ribosomal protein S19								Ribosomal protein S19 [PF00203.24]					0
GCF_013415425.1_NZ_JACBYC010000024.1_13	GCF_013415425.1	NZ_JACBYC010000024.1	13	12536	12871	1	C	K02890	large subunit ribosomal protein L22								Ribosomal protein L22p/L17e [PF00237.22]					0
GCF_013415425.1_NZ_JACBYC010000024.1_14	GCF_013415425.1	NZ_JACBYC010000024.1	14	12915	13568	1	C	K02982	small subunit ribosomal protein S3								Ribosomal protein S3, C-terminal domain [PF00189.23]; KH domain [PF07650.20]					0
GCF_013415425.1_NZ_JACBYC010000024.1_15	GCF_013415425.1	NZ_JACBYC010000024.1	15	13571	13996	1	C	K02878	large subunit ribosomal protein L16								Ribosomal protein L16p/L10e [PF00252.21]					0
GCF_013415425.1_NZ_JACBYC010000024.1_16	GCF_013415425.1	NZ_JACBYC010000024.1	16	13996	14205	1	C	K02904	large subunit ribosomal protein L29								Ribosomal L29 protein [PF00831.26]					0
GCF_013415425.1_NZ_JACBYC010000024.1_17	GCF_013415425.1	NZ_JACBYC010000024.1	17	14220	14483	1	C	K02961	small subunit ribosomal protein S17								Ribosomal protein S17 [PF00366.23]					0
GCF_013415425.1_NZ_JACBYC010000024.1_18	GCF_013415425.1	NZ_JACBYC010000024.1	18	14524	14892	1	C	K02874	large subunit ribosomal protein L14								Ribosomal protein L14p/L23e [PF00238.22]					0
GCF_013415425.1_NZ_JACBYC010000024.1_19	GCF_013415425.1	NZ_JACBYC010000024.1	19	14932	15237	1	C	K02895	large subunit ribosomal protein L24								Ribosomal proteins 50S L24/mitochondrial 39S L24 [PF17136.7]; KOW motif [PF00467.32]; Ribosomal proteins L26 eukaryotic, L24P archaeal [PF16906.8]					0
