locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_CP022242.1_87_545_-		K01095	COG1267		phrog_12432	VOG18196	COG:COG1267	152	1e-25	87.3		PgpA; Phospholipid biosynthesis
NZ_CP022242.1_979_2898_-		K03330	COG2511		phrog_1460	VOG00720	KEGG:K03330	639	2.3e-277	917.7	6.3.5.7	gatE; glutamyl-tRNA(Gln) amidotransferase subunit E
NZ_CP022242.1_2981_3277_-		K03892	COG0640		phrog_20880		COG:COG0640	98	4.6e-35	117.9		ArsR; 
NZ_CP022242.1_3493_4185_-		K03753, K06939	COG1763				COG:COG1763	230	6.9e-54	179.8		MobB; Molybdopterin biosynthesis
NZ_CP022242.1_4324_5538_-	K00789	K00789	COG1812				COG:COG1812	404	2.5e-180	595.5		MetK2; Methionine biosynthesis
NZ_CP022242.1_5709_6497_+		K22699	COG1635	AA3	phrog_6397	VOG01756	COG:COG1635	262	3.7e-119	393.7		THI4; 
NZ_CP022242.1_6576_7073_+		K03789	COG0456		phrog_1249	VOG00123	KEGG:K03789	165	2e-36	122.2	2.3.1.266	rimI; [ribosomal protein S18]-alanine N-acetyltransferase
NZ_CP022242.1_7076_8419_+		K04034	COG1032				COG:COG1032	447	9.3e-74	245.2		YgiQ; 
NZ_CP022242.1_8868_9875_+		K03442	COG0668				COG:COG0668	335	3.8e-58	193.4		MscS; 
NZ_CP022242.1_10334_11680_-	K03431	K03431	COG1109		phrog_20109		COG:COG1109	448	2.3e-143	474.9		ManB; 
NZ_CP022242.1_11780_12766_+		K07072	COG1548				KEGG:K07072	328	4.9e-111	367.5	2.5.1.131	mfnF; (4-(4-[2-(gamma-L-glutamylamino)ethyl]phenoxymethyl)furan-2-yl)methanamine synthase
NZ_CP022242.1_13317_14375_-		K16052	COG0668				KEGG:K16052	352	4.3e-117	388.5		ynaI, mscMJ; MscS family membrane protein
NZ_CP022242.1_14424_15476_-		K06402	COG1994				COG:COG1994	341	2.6e-55	184.5		SpoIVFB; 
NZ_CP022242.1_15487_16368_-		K07134	COG0037		phrog_424	VOG00380	COG:COG0037	293	6.9e-28	93.5		TilS; tRNA modification
NZ_CP022242.1_17346_18368_-			COG4012				COG:COG4012	340	2.7e-121	400.5		AF0413; 
NZ_CP022242.1_18472_19449_+												Hypothetical
NZ_CP022242.1_19473_19913_+												Hypothetical
NZ_CP022242.1_20022_20720_+		K09130	COG1851				KEGG:K09130	232	1.6e-111	367.3		K09130; uncharacterized protein
NZ_CP022242.1_20731_20976_+												Hypothetical
NZ_CP022242.1_21228_22280_-	K01933	K01933	COG0150		phrog_1207	VOG09964	COG:COG0150	350	1.5e-136	452.2		PurM; Purine biosynthesis
NZ_CP022242.1_22780_23370_-	K11176	K11176	COG3363				COG:COG3363	196	1e-63	210.9		PurO; Purine biosynthesis
NZ_CP022242.1_23399_24103_-		K06920	COG0603		phrog_1550	VOG00380	COG:COG0603	234	3.6e-82	273.0		QueC; tRNA modification
NZ_CP022242.1_24480_25856_-		K09157	COG2848				COG:COG2848	458	2.6e-188	622.1		; 
NZ_CP022242.1_25875_26492_-	K09887	K09887	COG0717		phrog_1663	VOG36877	FOAM:K09887	204	2.5e-108	356.4	3.5.4.30	dcd; dCTP deaminase (dUMP-forming)
NZ_CP022242.1_27784_28314_-		K07254	COG1303				KEGG:K07254	176	1.1e-87	290.5	2.1.1.206	atrm56; tRNA (cytidine56-2'-O)-methyltransferase
NZ_CP022242.1_28371_28976_-		K03410	COG1776				KEGG:K03410	201	8.1e-39	129.5		cheC; chemotaxis protein CheC
NZ_CP022242.1_29003_29725_-		K03410	COG1776				KEGG:K03410	240	8.4e-41	136.2		cheC; chemotaxis protein CheC
NZ_CP022242.1_29800_30174_-		K03413	COG4753		phrog_731	VOG00352	COG:COG4753	124	9.4e-47	155.8		YesN; 
NZ_CP022242.1_30241_31293_-		K09156	COG2469				KEGG:K09156	350	2.9e-79	262.5		cheF; taxis protein CheF
