	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000502.1_1	QGNH01000502.1	QGNH01000502.1	1	1	225	1	E																								0	False	F
QGNH01000502.1_2	QGNH01000502.1	QGNH01000502.1	2	222	473	1	E																								0	False	F
QGNH01000502.1_3	QGNH01000502.1	QGNH01000502.1	3	546	1079	1	E																								0	False	F
QGNH01000502.1_4	QGNH01000502.1	QGNH01000502.1	4	1076	1414	1	E																								0	False	F
QGNH01000502.1_5	QGNH01000502.1	QGNH01000502.1	5	1572	1739	-1	E																								0	False	F
QGNH01000502.1_6	QGNH01000502.1	QGNH01000502.1	6	1739	2026	-1	E																								0	False	F
QGNH01000502.1_7	QGNH01000502.1	QGNH01000502.1	7	2028	2249	-1	E																								0	False	F
QGNH01000502.1_8	QGNH01000502.1	QGNH01000502.1	8	2261	3046	-1	E																								0	False	F
QGNH01000502.1_9	QGNH01000502.1	QGNH01000502.1	9	3138	3557	-1	E																								0	False	F
QGNH01000502.1_10	QGNH01000502.1	QGNH01000502.1	10	3529	3750	-1	E																								0	False	F
QGNH01000502.1_11	QGNH01000502.1	QGNH01000502.1	11	3776	3955	-1	E																								0	False	F
QGNH01000502.1_12	QGNH01000502.1	QGNH01000502.1	12	4015	4302	1	E																								0	False	F
QGNH01000502.1_13	QGNH01000502.1	QGNH01000502.1	13	4371	4577	-1	E																								0	False	F
QGNH01000502.1_14	QGNH01000502.1	QGNH01000502.1	14	4574	4753	-1	E																								0	False	F
QGNH01000502.1_15	QGNH01000502.1	QGNH01000502.1	15	4753	5169	-1	E																								0	False	F
QGNH01000502.1_16	QGNH01000502.1	QGNH01000502.1	16	5185	5604	-1	E			YP_010649840.1	YP_010649840.1 hypothetical protein PP411_gp30 [Vibrio phage vB_VpP_BT-1011]	False	0.369	74.0	9.403e-15																0	False	
QGNH01000502.1_17	QGNH01000502.1	QGNH01000502.1	17	5841	6311	-1	E																								0	False	
QGNH01000502.1_18	QGNH01000502.1	QGNH01000502.1	18	6326	7387	-1	D			YP_010751824.1	YP_010751824.1 glycosyltransferase [Microbacterium phage Tyrumbra]	False	0.215	61.0	1.034e-08								Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family group 2 [PF13632.9]; Chitin synthase [PF03142.18]; Glycosyl transferase family 2 [PF00535.29]; Cellulose synthase [PF03552.17]	GT2_Glycos_transf_2; GT2_Glyco_tranf_2_3; GT2_Glyco_trans_2_3	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glyco_tranf_2_3.hmm	VOG21714	REFSEQ glycosyltransferase; Xu	Xu	0	False	M
QGNH01000502.1_19	QGNH01000502.1	QGNH01000502.1	19	7739	8347	-1	E			YP_009361592.1	YP_009361592.1 endonuclease VII [Pacmanvirus A23]	False	0.394	121.0	5.886e-30													VOG02202	sp|Q5UPT5|YL246_MIMIV Uncharacterized protein L246; Xu	Xu	0	False	
QGNH01000502.1_20	QGNH01000502.1	QGNH01000502.1	20	8432	9337	-1	E																								0	False	
