KO Id	Name	Count
K00012	UGDH, ugd; UDPglucose 6-dehydrogenase	4
K00016	LDH, ldh; L-lactate dehydrogenase	8
K00020	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	1
K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	2
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase	1
K00046	idnO; gluconate 5-dehydrogenase	1
K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase	2
K00053	ilvC; ketol-acid reductoisomerase	2
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	4
K00098	idnD; L-idonate 5-dehydrogenase	1
K00116	mqo; malate dehydrogenase (quinone)	2
K00133	asd; aspartate-semialdehyde dehydrogenase	4
K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	5
K00221	E4.99.1.2; alkylmercury lyase	1
K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	5
K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	4
K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	4
K00242	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	4
K00252	GCDH, gcdH; glutaryl-CoA dehydrogenase	4
K00344	qor, CRYZ; NADPH:quinone reductase	1
K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	10
K00446	dmpB, xylE; catechol 2,3-dioxygenase	4
K00459	ncd2, npd; nitronate monooxygenase	1
K00520	merA; mercuric reductase	1
K00666	K00666; fatty-acyl-CoA synthase	1
K00758	deoA, TYMP; thymidine phosphorylase	3
K00793	ribE, RIB5; riboflavin synthase	1
K00794	ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	1
K00826	E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	6
K00847	E2.7.1.4, scrK; fructokinase	3
K00851	idnK, gntK; gluconokinase	1
K00857	tdk, TK; thymidine kinase	2
K00882	fruK; 1-phosphofructokinase	2
K00925	ackA; acetate kinase	5
K00928	lysC; aspartate kinase	4
K00936	pdtaS; two-component system, sensor histidine kinase PdtaS	2
K00943	tmk, DTYMK; dTMP kinase	1
K00948	PRPS, prsA; ribose-phosphate pyrophosphokinase	2
K00971	manC, cpsB; mannose-1-phosphate guanylyltransferase	3
