KO Id	Name	Count
COG0005	COG0005: XapA:Purine salvage	1
COG0008	COG0008: GlnS:Heme biosynthesis	1
COG0026	COG0026: PurK:Purine biosynthesis	1
COG0028	COG0028: IlvB:Isoleucine, leucine, valine biosynthesis	2
COG0031	COG0031: CysK:Cysteine biosynthesis	1
COG0039	COG0039: Mdh:TCA cycle	1
COG0041	COG0041: PurE:Purine biosynthesis	1
COG0054	COG0054: RibE:Riboflavin/FAD biosynthesis	1
COG0059	COG0059: IlvC:Isoleucine, leucine, valine biosynthesis	2
COG0080	COG0080: RplK:Ribosome 50S subunit	1
COG0081	COG0081: RplA:Ribosome 50S subunit	1
COG0111	COG0111: SerA:Serine biosynthesis	1
COG0115	COG0115: IlvE:Isoleucine, leucine, valine biosynthesis	2
COG0124	COG0124: HisS:Aminoacyl-tRNA synthetases	1
COG0125	COG0125: Tmk:Thymidylate biosynthesis	1
COG0129	COG0129: IlvD:Isoleucine, leucine, valine biosynthesis	2
COG0136	COG0136: Asd:Lysine biosynthesis	1
COG0148	COG0148: Eno:Glycolysis	1
COG0179	COG0179: YcgM:	1
COG0180	COG0180: TrpS:Aminoacyl-tRNA synthetases	1
COG0193	COG0193: Pth:Translation factors	1
COG0213	COG0213: DeoA:Pyrimidine salvage	1
COG0222	COG0222: RplL:Ribosome 50S subunit	1
COG0244	COG0244: RplJ:Ribosome 50S subunit	1
COG0250	COG0250: NusG:	1
COG0251	COG0251: RidA:Pyrimidine degradation	1
COG0277	COG0277: GlcD:	1
COG0282	COG0282: AckA:	1
COG0295	COG0295: Cdd:Pyrimidine salvage	1
COG0307	COG0307: RibC:Riboflavin/FAD biosynthesis	1
COG0340	COG0340: BirA2:Biotin biosynthesis	1
COG0353	COG0353: RecR:	1
COG0362	COG0362: Gnd:Pentose phosphate pathway	1
COG0365	COG0365: Acs:	1
COG0388	COG0388: Nit2:	1
COG0424	COG0424: Maf:	1
COG0433	COG0433: HerA:	1
COG0436	COG0436: AspB:Isoleucine, leucine, valine biosynthesis	1
COG0440	COG0440: IlvH:Isoleucine, leucine, valine biosynthesis	1
COG0462	COG0462: PrsA:Histidine biosynthesis, Purine biosynthesis	1
COG0473	COG0473: LeuB:TCA cycle	2
COG0477	COG0477: ProP:	4
COG0479	COG0479: SdhB/FrdB:TCA cycle	1
