locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
LBRB01000001.1_1_1		K02836	COG1186		phrog_19918	VOG01215	KEGG:K02836	259	8.4e-129	425.5		prfB; peptide chain release factor 2
LBRB01000001.1_1_2		K09747	COG0718				COG:COG0718	102	1.3e-23	79.2		YbaB:
LBRB01000001.1_1_3		K01056	COG0193		phrog_30156		KEGG:K01056	163	1.8e-49	163.4	3.1.1.29	PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family
LBRB01000001.1_1_4		K02863	COG0081				KEGG:K02863	259	4.3e-43	139.6		RP-L1, MRPL1, rplA; large subunit ribosomal protein L1
LBRB01000001.1_1_5												Hypothetical
LBRB01000001.1_1_6		K02864	COG0244		phrog_31116		COG:COG0244	170	4.5e-43	143.7		RplJ:Ribosome 50S subunit
LBRB01000001.1_1_7		K02935	COG0222		phrog_26927	VOG16581	COG:COG0222	134	7.2e-44	145.8		RplL:Ribosome 50S subunit
LBRB01000001.1_1_8												Hypothetical
LBRB01000001.1_1_9												Hypothetical
LBRB01000001.1_1_10												Hypothetical
LBRB01000001.1_1_11												Hypothetical
LBRB01000001.1_1_12		K03074	COG0341				COG:COG0341	296	2.3e-93	308.4		SecF:
LBRB01000001.1_1_13		K03072	COG0342		phrog_7301		COG:COG0342	444	2.5e-144	477.3		SecD:
LBRB01000001.1_1_14		K06180	COG0564		phrog_9266		KEGG:K06180	229	9.5e-58	191.7	5.4.99.23	rluD; 23S rRNA pseudouridine1911/1915/1917 synthase
LBRB01000001.1_1_15		K05770	COG3476				COG:COG3476	159	1e-54	181.1		TspO:
LBRB01000001.1_1_16		K03087	COG0568		phrog_351	VOG00158	KEGG:K03087	280	2.6e-23	77.8		rpoS; RNA polymerase nonessential primary-like sigma factor
LBRB01000001.1_1_17			COG4487				COG:COG4487	367	5.2e-91	289.8		:
LBRB01000001.1_1_18		K03657	COG0210		phrog_1967, phrog_69	VOG03885	COG:COG0210	964	2.6e-141	468.2		UvrD:
LBRB01000001.1_1_19		K03671	COG0526		phrog_22	VOG00033	KEGG:K03671	86	3.7e-36	120.5		trxA; thioredoxin 1
LBRB01000001.1_1_20												Hypothetical
LBRB01000001.1_1_21												Hypothetical
LBRB01000001.1_1_22		K00556	COG0566				COG:COG0566	171	8.1e-42	138.7		SpoU:tRNA modification
LBRB01000001.1_1_23												Hypothetical
LBRB01000001.1_1_24		K02346	COG0389		phrog_1268	VOG12460	COG:COG0389	403	1.5e-86	286.1		DinP:
LBRB01000001.1_1_25	K00525	K00525	COG0209		phrog_84, phrog_23565	VOG00122	FOAM:K00525	873	6.8e-199	657.7	1.17.4.1	E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain
LBRB01000001.1_1_26		K03531	COG0206			VOG02516	COG:COG0206	368	1.2e-157	520.6		FtsZ:
LBRB01000001.1_1_27		K03590	COG0849		phrog_691		COG:COG0849	413	1.8e-148	491.3		FtsA:
LBRB01000001.1_1_28												Hypothetical
LBRB01000001.1_1_29	K15916	K15916	COG0166				FOAM:K15916	359	7.9e-92	303.3	5.3.1.9 5.3.1.8	pgi-pmi; glucose/mannose-6-phosphate isomerase
LBRB01000001.1_1_30	K00971	K00971	COG0836		phrog_3980		COG:COG0836	361	6.8e-136	449.6		CpsB:
LBRB01000001.1_1_31												Hypothetical
LBRB01000001.1_1_32		K13195	COG0724			VOG21286	COG:COG0724	97	1.1e-41	137.2		RRM:
LBRB01000001.1_1_33		K14673	COG0662		phrog_13536	VOG09848	VOG:VOG09848	131	7.9e-44	145.3		sp|Q5UP75|YL612_MIMIV Uncharacterized protein L612
LBRB01000001.1_1_34		K02456	COG2165		phrog_13280	VOG00821	COG:COG2165	168	2.9e-27	91.3		PulG:
LBRB01000001.1_1_35	K15916	K15916	COG0166				FOAM:K15916	361	3.2e-100	331.0	5.3.1.9 5.3.1.8	pgi-pmi; glucose/mannose-6-phosphate isomerase
LBRB01000001.1_1_36	K01689	K01689	COG0148		phrog_35063		COG:COG0148	397	5.2e-112	369.5		Eno:Glycolysis
LBRB01000001.1_1_37	K15633	K15633	COG0696				FOAM:K15633	527	1e-201	667.0	5.4.2.12	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LBRB01000001.1_1_38	K15633	K15633	COG0696				FOAM:K15633	507	5.5e-190	628.3	5.4.2.12	gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase
LBRB01000001.1_1_39	K00974	K00974	COG0617		phrog_2244	VOG02285	COG:COG0617	438	1.9e-117	388.5		PcnB:tRNA modification
LBRB01000001.1_1_40		K01869	COG0495		phrog_12710, phrog_12710	VOG02932, VOG02932, VOG02932	KEGG:K01869	791	0	1112.7	6.1.1.4	LARS, leuS; leucyl-tRNA synthetase
LBRB01000001.1_1_41		K02911	COG0333				COG:COG0333	59	4.8e-16	54.0		RpmF:Ribosome 50S subunit
LBRB01000001.1_1_42		K03625	COG0781				KEGG:K03625	154	6.4e-43	142.7		nusB; transcription antitermination protein NusB
LBRB01000001.1_1_43		K03685	COG0571		phrog_28637	VOG03160	COG:COG0571	236	6.4e-94	310.2		Rnc:
LBRB01000001.1_1_44												Hypothetical
LBRB01000001.1_1_45	K07258	K07258	COG1686		phrog_5304		COG:COG1686	340	5.9e-88	291.0		DacC:
LBRB01000001.1_1_46		K01876, K01876	COG0173, COG0173		phrog_19509, phrog_19509	VOG03103	COG:COG0173	466	8.8e-206	436.4		AspS:Aminoacyl-tRNA synthetases
LBRB01000001.1_1_47		K07501	COG0417		phrog_403	VOG01302	KEGG:K07501	200	3.1e-45	150.3		K07501; 3'-5' exonuclease
LBRB01000001.1_1_48		K01890, K01890	COG0072, COG0072		phrog_21682		COG:COG0072	616	3.1e-146	430.4		PheT:Aminoacyl-tRNA synthetases
LBRB01000001.1_1_49		K01889	COG0016		phrog_19793	VOG21380	COG:COG0016	227	2.1e-112	371.9		PheS:Aminoacyl-tRNA synthetases
LBRB01000001.1_1_50												Hypothetical
LBRB01000001.1_1_51		K02834	COG0858				COG:COG0858	110	3.2e-24	80.9		RbfA:
LBRB01000001.1_1_52		K13409					KEGG:K13409	206	3.2e-08	26.6		cvaB, mchF, raxB; ATP-binding cassette, subfamily B, bacterial CvaB/MchF/RaxB
LBRB01000001.1_1_53												Hypothetical
