MZ334520.1_28	cfea80b40021293911db861da210b20c	121	Gene3D	G3DSA:2.60.200.60	-	33	117	3.6E-5	T	10-07-2023	-	-
MZ334520.1_28	cfea80b40021293911db861da210b20c	121	MobiDBLite	mobidb-lite	consensus disorder prediction	88	121	-	T	10-07-2023	-	-
MZ334520.1_28	cfea80b40021293911db861da210b20c	121	MobiDBLite	mobidb-lite	consensus disorder prediction	90	121	-	T	10-07-2023	-	-
MZ334520.1_64	2cc8357a5efa60daae1ac1c07a1d599c	493	MobiDBLite	mobidb-lite	consensus disorder prediction	463	493	-	T	10-07-2023	-	-
MZ334520.1_64	2cc8357a5efa60daae1ac1c07a1d599c	493	Coils	Coil	Coil	447	467	-	T	10-07-2023	-	-
MZ334520.1_64	2cc8357a5efa60daae1ac1c07a1d599c	493	MobiDBLite	mobidb-lite	consensus disorder prediction	468	484	-	T	10-07-2023	-	-
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	Gene3D	G3DSA:1.10.443.10	Intergrase catalytic core	218	387	8.4E-30	T	10-07-2023	IPR013762	Integrase-like, catalytic domain superfamily
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	CDD	cd00397	DNA_BRE_C	226	372	4.44188E-16	T	10-07-2023	-	-
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	ProSiteProfiles	PS51898	Tyrosine recombinase domain profile.	205	384	17.859058	T	10-07-2023	IPR002104	Integrase, catalytic domain
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	MobiDBLite	mobidb-lite	consensus disorder prediction	361	387	-	T	10-07-2023	-	-
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	Pfam	PF00589	Phage integrase family	231	375	2.6E-18	T	10-07-2023	IPR002104	Integrase, catalytic domain
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	MobiDBLite	mobidb-lite	consensus disorder prediction	373	387	-	T	10-07-2023	-	-
MZ334520.1_73	7218fae6157bd7cb6961437fb112a54c	387	SUPERFAMILY	SSF56349	DNA breaking-rejoining enzymes	223	383	1.03E-28	T	10-07-2023	IPR011010	DNA breaking-rejoining enzyme, catalytic core
