AQSF01000005.1_orf666	3bc1aecb3a414ce25c291b65d7369b09	222	Pfam	PF02698	DUF218 domain	79	171	4.5E-9	T	24-06-2023	IPR003848	Domain of unknown function DUF218
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Gene3D	G3DSA:3.20.20.140	-	323	574	1.3E-55	T	24-06-2023	-	-
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Pfam	PF14716	Helix-hairpin-helix domain	17	87	6.4E-11	T	24-06-2023	IPR010996	DNA polymerase beta-like, N-terminal domain
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Gene3D	G3DSA:1.10.150.20	-	104	160	6.2E-8	T	24-06-2023	-	-
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Gene3D	G3DSA:3.30.460.10	Beta Polymerase, domain 2	165	269	5.8E-24	T	24-06-2023	IPR043519	Nucleotidyltransferase superfamily
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	PANTHER	PTHR36928	PHOSPHATASE YCDX-RELATED	19	574	4.9E-59	T	24-06-2023	-	-
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	CDD	cd07436	PHP_PolX	329	569	2.17112E-86	T	24-06-2023	-	-
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	SUPERFAMILY	SSF89550	PHP domain-like	334	560	1.57E-33	T	24-06-2023	IPR016195	Polymerase/histidinol phosphatase-like
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	SUPERFAMILY	SSF47802	DNA polymerase beta, N-terminal domain-like	16	98	3.14E-11	T	24-06-2023	IPR027421	DNA polymerase lambda lyase domain superfamily
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Pfam	PF14791	DNA polymerase beta thumb	264	315	4.7E-11	T	24-06-2023	IPR029398	DNA polymerase beta, thumb domain
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Gene3D	G3DSA:3.30.210.10	DNA polymerase, thumb domain	270	322	1.8E-13	T	24-06-2023	IPR037160	DNA polymerase, thumb domain superfamily
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	CDD	cd00141	NT_POLXc	19	314	2.57207E-68	T	24-06-2023	IPR002054	DNA-directed DNA polymerase X
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	SMART	SM00483	polxneu3	15	315	8.5E-9	T	24-06-2023	IPR002054	DNA-directed DNA polymerase X
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	Gene3D	G3DSA:1.10.150.110	-	9	102	5.4E-20	T	24-06-2023	IPR027421	DNA polymerase lambda lyase domain superfamily
AQSF01000011.1_orf4723	7f81bac8d316c9a2c210cb7b36b64fec	575	SUPERFAMILY	SSF81301	Nucleotidyltransferase	166	315	2.75E-32	T	24-06-2023	IPR043519	Nucleotidyltransferase superfamily
AQSF01000004.1_orf540	dbf0e917ad3800c94c2d6ba6a8f9bf65	167	Pfam	PF04073	Aminoacyl-tRNA editing domain	39	152	2.3E-23	T	24-06-2023	IPR007214	YbaK/aminoacyl-tRNA synthetase-associated domain
AQSF01000004.1_orf540	dbf0e917ad3800c94c2d6ba6a8f9bf65	167	SUPERFAMILY	SSF55826	YbaK/ProRS associated domain	19	166	4.19E-35	T	24-06-2023	IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily
AQSF01000004.1_orf540	dbf0e917ad3800c94c2d6ba6a8f9bf65	167	Gene3D	G3DSA:3.90.960.10	-	8	166	7.7E-41	T	24-06-2023	IPR036754	YbaK/aminoacyl-tRNA synthetase-associated domain superfamily
AQSF01000004.1_orf540	dbf0e917ad3800c94c2d6ba6a8f9bf65	167	PANTHER	PTHR30411	UNCHARACTERIZED	28	164	7.2E-15	T	24-06-2023	-	-
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	SMART	SM00257	LysM_2	114	158	9.2E-10	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	SMART	SM00257	LysM_2	164	212	0.22	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	CDD	cd12797	M23_peptidase	260	346	9.17772E-40	T	24-06-2023	-	-
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	SUPERFAMILY	SSF51261	Duplicated hybrid motif	227	359	5.23E-49	T	24-06-2023	IPR011055	Duplicated hybrid motif
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	Pfam	PF01551	Peptidase family M23	259	355	5.9E-34	T	24-06-2023	IPR016047	Peptidase M23
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	Pfam	PF01476	LysM domain	115	157	2.8E-10	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	Pfam	PF01476	LysM domain	165	212	4.0E-5	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	ProSiteProfiles	PS51782	LysM domain profile.	113	157	14.156881	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	Gene3D	G3DSA:3.10.350.10	LysM domain	98	161	3.2E-14	T	24-06-2023	IPR036779	LysM domain superfamily
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	Gene3D	G3DSA:3.10.350.10	LysM domain	162	220	4.6E-8	T	24-06-2023	IPR036779	LysM domain superfamily
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	Gene3D	G3DSA:2.70.70.10	Glucose Permease (Domain IIA)	227	360	5.1E-45	T	24-06-2023	IPR011055	Duplicated hybrid motif
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	SUPERFAMILY	SSF54106	LysM domain	114	157	2.62E-8	T	24-06-2023	IPR036779	LysM domain superfamily
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	ProSiteProfiles	PS51782	LysM domain profile.	163	211	10.330514	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	CDD	cd00118	LysM	115	157	7.22023E-12	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	CDD	cd00118	LysM	165	211	3.93525E-5	T	24-06-2023	IPR018392	LysM domain
AQSF01000007.1_orf1205	38b401a714b9a73926be1d1d93e48dec	360	PANTHER	PTHR21666	PEPTIDASE-RELATED	231	360	5.8E-41	T	24-06-2023	-	-
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	ProSiteProfiles	PS50126	S1 domain profile.	302	365	15.16144	T	24-06-2023	IPR003029	S1 domain
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	SMART	SM00316	S1_6	211	285	5.8E-21	T	24-06-2023	IPR022967	RNA-binding domain, S1
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	SMART	SM00316	S1_6	300	365	6.0E-17	T	24-06-2023	IPR022967	RNA-binding domain, S1
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	SMART	SM00316	S1_6	124	192	3.6E-9	T	24-06-2023	IPR022967	RNA-binding domain, S1
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	SMART	SM00316	S1_6	39	108	2.9E-8	T	24-06-2023	IPR022967	RNA-binding domain, S1
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	ProSiteProfiles	PS50126	S1 domain profile.	41	108	14.441484	T	24-06-2023	IPR003029	S1 domain
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PANTHER	PTHR10724	30S RIBOSOMAL PROTEIN S1	305	365	1.0E-57	T	24-06-2023	-	-
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Gene3D	G3DSA:2.40.50.140	-	117	196	1.4E-14	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Gene3D	G3DSA:2.40.50.140	-	293	366	1.4E-17	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	59	73	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	105	124	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	129	145	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	315	334	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	147	164	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	41	59	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	PRINTS	PR00681	Ribosomal protein S1 signature	237	258	1.2E-23	T	24-06-2023	IPR035104	Ribosomal protein S1-like
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	282	363	4.03E-17	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Gene3D	G3DSA:2.40.50.140	-	30	116	3.3E-16	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	SUPERFAMILY	SSF50249	Nucleic acid-binding proteins	112	194	9.7E-16	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Pfam	PF00575	S1 RNA binding domain	211	285	1.2E-16	T	24-06-2023	IPR003029	S1 domain
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Pfam	PF00575	S1 RNA binding domain	125	190	2.3E-14	T	24-06-2023	IPR003029	S1 domain
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Pfam	PF00575	S1 RNA binding domain	304	363	1.2E-12	T	24-06-2023	IPR003029	S1 domain
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	Gene3D	G3DSA:2.40.50.140	-	209	292	3.0E-26	T	24-06-2023	IPR012340	Nucleic acid-binding, OB-fold
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	CDD	cd04465	S1_RPS1_repeat_ec2_hs2	126	192	4.199E-20	T	24-06-2023	-	-
AQSF01000008.1_orf2065	ab3a99ac439598b232554030f515f8f9	374	ProSiteProfiles	PS50126	S1 domain profile.	213	285	20.111132	T	24-06-2023	IPR003029	S1 domain
