	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_902782945.1_CACZOU010000002.1_1	GCA_902782945.1	CACZOU010000002.1	1	3	1298	-1	D										Nickel-dependent hydrogenase [PF00374.22]					0
GCA_902782945.1_CACZOU010000002.1_2	GCA_902782945.1	CACZOU010000002.1	2	1322	2239	-1	C	K14128	F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]								NADH ubiquinone oxidoreductase, 20 Kd subunit [PF01058.25]					1
GCA_902782945.1_CACZOU010000002.1_3	GCA_902782945.1	CACZOU010000002.1	3	2244	2672	-1	C	K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]								Methyl-viologen-reducing hydrogenase, delta subunit [PF02662.19]					0
GCA_902782945.1_CACZOU010000002.1_4	GCA_902782945.1	CACZOU010000002.1	4	3405	4142	1	C	K09013	Fe-S cluster assembly ATP-binding protein								ABC transporter [PF00005.30]					0
GCA_902782945.1_CACZOU010000002.1_5	GCA_902782945.1	CACZOU010000002.1	5	4135	5361	1	C	K07033	uncharacterized protein								SUF system FeS cluster assembly, SufBD [PF01458.20]; SufBD protein N-terminal region [PF19295.2]					0
GCA_902782945.1_CACZOU010000002.1_6	GCA_902782945.1	CACZOU010000002.1	6	5577	5846	-1	E															0
GCA_902782945.1_CACZOU010000002.1_7	GCA_902782945.1	CACZOU010000002.1	7	5946	6542	-1	C	K19712	adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.7.62]								MobA-like NTP transferase domain [PF12804.10]; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase [PF01128.22]; Cytidylyltransferase [PF02348.22]; Nucleotidyl transferase [PF00483.26]					0
GCA_902782945.1_CACZOU010000002.1_8	GCA_902782945.1	CACZOU010000002.1	8	6736	7605	1	C	K03799	heat shock protein HtpX [EC:3.4.24.-]	MER0059626	M48B	MER0059626 - subfamily M48B unassigned peptidases (Methanosphaera stadtmanae) [M48.UPB]#M48B#{peptidase unit: 75-280}~source YP_447362~	False	0.769	325.0	1.558e-98	Peptidase family M48 [PF01435.21]; BlaR1 peptidase M56 [PF05569.14]					0
GCA_902782945.1_CACZOU010000002.1_9	GCA_902782945.1	CACZOU010000002.1	9	7621	8994	-1	D										Uncharacterized protein conserved in archaea (DUF2114) [PF09887.12]					0
GCA_902782945.1_CACZOU010000002.1_10	GCA_902782945.1	CACZOU010000002.1	10	8999	9931	-1	C	K00584	tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]								Tetrahydromethanopterin S-methyltransferase MtrH subunit [PF02007.21]					0
GCA_902782945.1_CACZOU010000002.1_11	GCA_902782945.1	CACZOU010000002.1	11	9974	10168	-1	D										Tetrahydromethanopterin S-methyltransferase, subunit G [PF04210.16]					0
GCA_902782945.1_CACZOU010000002.1_12	GCA_902782945.1	CACZOU010000002.1	12	10168	10356	-1	C	K00582	tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]								Tetrahydromethanopterin S-methyltransferase, F subunit (MtrF) [PF09472.13]					0
GCA_902782945.1_CACZOU010000002.1_13	GCA_902782945.1	CACZOU010000002.1	13	10358	11107	-1	C	K00577	tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]								Tetrahydromethanopterin S-methyltransferase, subunit A [PF04208.17]					0
GCA_902782945.1_CACZOU010000002.1_14	GCA_902782945.1	CACZOU010000002.1	14	11137	11436	-1	D										Tetrahydromethanopterin S-methyltransferase subunit B [PF05440.15]					0
GCA_902782945.1_CACZOU010000002.1_15	GCA_902782945.1	CACZOU010000002.1	15	11436	12224	-1	C	K00579	tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]								Tetrahydromethanopterin S-methyltransferase, subunit C [PF04211.16]					0
GCA_902782945.1_CACZOU010000002.1_16	GCA_902782945.1	CACZOU010000002.1	16	12225	12923	-1	C	K00580	tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]								Tetrahydromethanopterin S-methyltransferase, subunit D [PF04207.15]					0
GCA_902782945.1_CACZOU010000002.1_17	GCA_902782945.1	CACZOU010000002.1	17	12941	13840	-1	C	K00581	tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]								Tetrahydromethanopterin S-methyltransferase, subunit E [PF04206.15]					0
GCA_902782945.1_CACZOU010000002.1_18	GCA_902782945.1	CACZOU010000002.1	18	13830	14432	-1	C	K03421	methyl-coenzyme M reductase subunit C								Methyl-coenzyme M reductase operon protein C [PF04609.15]					0
