	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCF_009900715.1_NZ_JAAAJC010000001.1_1	GCF_009900715.1	NZ_JAAAJC010000001.1	1	2	2752	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_2	GCF_009900715.1	NZ_JAAAJC010000001.1	2	3139	4068	-1	C	K23685	glycosyltransferase AglI [EC:2.4.1.-]								Glycosyltransferase like family 2 [PF13641.9]; Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF10111.12]; Glycosyl transferase family group 2 [PF13632.9]; Glycosyl transferase family 21 [PF13506.9]	GT27; GT2_Glycos_transf_2; GT2_Glyco_tranf_2_3	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-); GT27 polypeptide alpha-N-acetylgalactosaminyltransferase (EC 2.4.1.41)	2.4.1.41	GT2_Glycos_transf_2.hmm	0
GCF_009900715.1_NZ_JAAAJC010000001.1_3	GCF_009900715.1	NZ_JAAAJC010000001.1	3	4214	6487	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_4	GCF_009900715.1	NZ_JAAAJC010000001.1	4	6647	7843	-1	C	K16703	colanic acid/amylovoran/stewartan biosynthesis glycosyltransferase WcaL/AmsK/CpsK [EC:2.4.-.-]								Glycosyl transferases group 1 [PF00534.23]; Glycosyl transferases group 1 [PF13692.9]; Glycosyltransferase Family 4 [PF13439.9]; Glycosyl transferases group 1 [PF13524.9]	GT4	GT4 sucrose synthase (EC 2.4.1.13); sucrose-phosphate synthase (EC 2.4.1.14); alpha-glucosyltransferase (EC 2.4.1.52); lipopolysaccharide N-acetylglucosaminyltransferase (EC 2.4.1.56); phosphatidylinositol alpha-mannosyltransferase (EC 2.4.1.57); GDP-Man: Man1GlcNAc2-PP-dolichol alpha-1,3-mannosyltransferase (EC 2.4.1.132); GDP-Man: Man3GlcNAc2-PP-dolichol/Man4GlcNAc2-PP-dolichol alpha-1,2-mannosyltransferase (EC 2.4.1.131); digalactosyldiacylglycerol synthase (EC 2.4.1.141); 1,2-diacylglycerol 3-glucosyltransferase (EC 2.4.1.157); diglucosyl diacylglycerol synthase (EC 2.4.1.208); trehalose phosphorylase (EC 2.4.1.231); NDP-Glc: alpha-glucose alpha-glucosyltransferase / alpha,alpha-trehalose synthase (EC 2.4.1.245); GDP-Man: Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase (EC 2.4.1.257); UDP-GlcNAc: 2-deoxystreptamine alpha-N-acetylglucosaminyltransferase (EC 2.4.1.283); UDP-GlcNAc: ribostamycin alpha-N-acetylglucosaminyltransferase (EC 2.4.1.285); UDP-Gal alpha-galactosyltransferase (EC 2.4.1.-); UDP-Xyl alpha-xylosyltransferase (EC 2.4.2.-); UDP-GlcA alpha-glucuronyltransferase (EC 2.4.1.-); UDP-Glc alpha-glucosyltransferase (EC 2.4.1.-); UDP-GalNAc: GalNAc-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.306); UDP-GalNAc: N,N'-diacetylbacillosaminyl-PP-Und alpha-1,3-N-acetylgalactosaminyltransferase (EC 2.4.1.290); ADP-dependent alpha-maltose-1-phosphate synthase (2.4.1.342); [retaining] UDP-GlcNAc: polypeptide alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-); UDP-GlcNAc: alpha-N-acetylglucosaminyltransferase (EC 2.4.1.-)	2.4.1.131,2.4.1.13,2.4.1.14,2.4.1.157,2.4.1.198,2.4.1.208,2.4.1.21,2.4.1.231,2.4.1.241,2.4.1.245,2.4.1.252,2.4.1.257,2.4.1.270,2.4.1.283,2.4.1.285,2.4.1.290,2.4.1.342,2.4.1.57,2.4.1.-,2.4.2.-,2.4.1.132	GT4.hmm	0
GCF_009900715.1_NZ_JAAAJC010000001.1_5	GCF_009900715.1	NZ_JAAAJC010000001.1	5	8264	9766	1	D										Polysaccharide biosynthesis protein [PF01943.20]; Polysaccharide biosynthesis protein [PF13440.9]; Polysaccharide biosynthesis C-terminal domain [PF14667.9]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_6	GCF_009900715.1	NZ_JAAAJC010000001.1	6	9864	10520	-1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_7	GCF_009900715.1	NZ_JAAAJC010000001.1	7	10533	11639	-1	D										Sulfatase [PF00884.26]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_8	GCF_009900715.1	NZ_JAAAJC010000001.1	8	11775	11873	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_9	GCF_009900715.1	NZ_JAAAJC010000001.1	9	11870	13093	1	C	K01858	myo-inositol-1-phosphate synthase [EC:5.5.1.4]								Myo-inositol-1-phosphate synthase [PF07994.15]; Myo-inositol-1-phosphate synthase [PF01658.20]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_10	GCF_009900715.1	NZ_JAAAJC010000001.1	10	13090	14436	1	D										Type I phosphodiesterase / nucleotide pyrophosphatase [PF01663.25]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_11	GCF_009900715.1	NZ_JAAAJC010000001.1	11	14452	15165	-1	D										Fumarylacetoacetate (FAA) hydrolase family [PF01557.21]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_12	GCF_009900715.1	NZ_JAAAJC010000001.1	12	15235	15930	-1	D										SOS response associated peptidase (SRAP) [PF02586.17]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_13	GCF_009900715.1	NZ_JAAAJC010000001.1	13	16091	16240	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_14	GCF_009900715.1	NZ_JAAAJC010000001.1	14	16237	16623	1	C	K07064	uncharacterized protein								PIN domain [PF01850.24]; PIN domain [PF13470.9]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_15	GCF_009900715.1	NZ_JAAAJC010000001.1	15	16760	17140	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_16	GCF_009900715.1	NZ_JAAAJC010000001.1	16	17184	18470	1	D										LOR/SDH bifunctional enzyme conserved region [PF04455.15]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_17	GCF_009900715.1	NZ_JAAAJC010000001.1	17	18609	19553	1	C	K02291	15-cis-phytoene synthase [EC:2.5.1.32]								Squalene/phytoene synthase [PF00494.22]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_18	GCF_009900715.1	NZ_JAAAJC010000001.1	18	19572	20420	-1	C	K08977	bisanhydrobacterioruberin hydratase [EC:4.2.1.161]								Carotenoid biosynthesis protein [PF04240.15]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_19	GCF_009900715.1	NZ_JAAAJC010000001.1	19	20413	21309	-1	C	K20616	lycopene elongase/hydratase (dihydrobisanhydrobacterioruberin-forming) [EC:2.5.1.150]								UbiA prenyltransferase family [PF01040.21]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_20	GCF_009900715.1	NZ_JAAAJC010000001.1	20	21306	22820	-1	C	K20611	1-hydroxy-2-isopentenylcarotenoid 3,4-desaturase [EC:1.3.99.37]								Flavin containing amine oxidoreductase [PF01593.27]; NAD(P)-binding Rossmann-like domain [PF13450.9]; FAD binding domain [PF00890.27]; FAD dependent oxidoreductase [PF01266.27]; Flavin-binding monooxygenase-like [PF00743.22]; HI0933-like protein [PF03486.17]; FAD binding domain [PF01494.22]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.17]; FAD dependent oxidoreductase [PF12831.10]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_21	GCF_009900715.1	NZ_JAAAJC010000001.1	21	22902	24113	-1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_22	GCF_009900715.1	NZ_JAAAJC010000001.1	22	24267	26060	1	D			MER0995635	S09A	MER0995635 - subfamily S9A unassigned peptidases (Halococcus hamelinensis) [S09.UPA]#S09A#{peptidase unit: 339-579}~source M0LPP6~	True	0.944	479.0	1.464e-146	Prolyl oligopeptidase family [PF00326.24]; Dienelactone hydrolase family [PF01738.21]; Prolyl oligopeptidase, N-terminal beta-propeller domain [PF02897.18]; BD-FAE [PF20434.1]; Acetyl xylan esterase (AXE1) [PF05448.15]; BAAT / Acyl-CoA thioester hydrolase C terminal [PF08840.14]; Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF07859.16]; Esterase PHB depolymerase [PF10503.12]; Phospholipase/Carboxylesterase [PF02230.19]; Esterase FrsA-like [PF06500.14]; Chlorophyllase enzyme [PF12740.10]; Abhydrolase family [PF12715.10]; X-Pro dipeptidyl-peptidase (S15 family) [PF02129.21]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_23	GCF_009900715.1	NZ_JAAAJC010000001.1	23	26186	26695	1	D										NUDIX domain [PF00293.31]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_24	GCF_009900715.1	NZ_JAAAJC010000001.1	24	26754	27521	1	D										Cysteine-rich secretory protein family [PF00188.29]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_25	GCF_009900715.1	NZ_JAAAJC010000001.1	25	27572	27709	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_26	GCF_009900715.1	NZ_JAAAJC010000001.1	26	28583	31027	-1	C	K10844	DNA excision repair protein ERCC-2 [EC:5.6.2.3]								Helicase C-terminal domain [PF13307.9]; DEAD_2 [PF06733.18]; Type III restriction enzyme, res subunit [PF04851.18]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_27	GCF_009900715.1	NZ_JAAAJC010000001.1	27	31128	31391	-1	D										Family of unknown function (DUF5827) [PF19145.3]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_28	GCF_009900715.1	NZ_JAAAJC010000001.1	28	31451	32746	1	C	K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]								Serine hydroxymethyltransferase [PF00464.22]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_29	GCF_009900715.1	NZ_JAAAJC010000001.1	29	32813	33706	1	C	K01491	methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase [EC:1.5.1.5 3.5.4.9]								Tetrahydrofolate dehydrogenase/cyclohydrolase, NAD(P)-binding domain [PF02882.22]; Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain [PF00763.26]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_30	GCF_009900715.1	NZ_JAAAJC010000001.1	30	33703	34233	1	D										NUDIX domain [PF00293.31]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_31	GCF_009900715.1	NZ_JAAAJC010000001.1	31	34246	35202	-1	C	K15510	coenzyme F420-dependent glucose-6-phosphate dehydrogenase [EC:1.1.98.2]								Luciferase-like monooxygenase [PF00296.23]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_32	GCF_009900715.1	NZ_JAAAJC010000001.1	32	35546	36262	-1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_33	GCF_009900715.1	NZ_JAAAJC010000001.1	33	36468	36869	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_34	GCF_009900715.1	NZ_JAAAJC010000001.1	34	36840	38240	-1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_35	GCF_009900715.1	NZ_JAAAJC010000001.1	35	38703	39035	1	C	K02107	V/A-type H+/Na+-transporting ATPase subunit G/H								Vacuolar (H+)-ATPase G subunit [PF16999.8]; ATP synthase B/B' CF(0) [PF00430.21]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_36	GCF_009900715.1	NZ_JAAAJC010000001.1	36	39022	41232	1	C	K02123	V/A-type H+/Na+-transporting ATPase subunit I								V-type ATPase 116kDa subunit family [PF01496.22]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_37	GCF_009900715.1	NZ_JAAAJC010000001.1	37	41403	41684	1	E															0
GCF_009900715.1_NZ_JAAAJC010000001.1_38	GCF_009900715.1	NZ_JAAAJC010000001.1	38	41694	42275	1	C	K02121	V/A-type H+/Na+-transporting ATPase subunit E								ATP synthase (E/31 kDa) subunit [PF01991.21]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_39	GCF_009900715.1	NZ_JAAAJC010000001.1	39	42272	43324	1	C	K02119	V/A-type H+/Na+-transporting ATPase subunit C								ATP synthase (C/AC39) subunit [PF01992.19]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_40	GCF_009900715.1	NZ_JAAAJC010000001.1	40	43374	43700	1	C	K02122	V/A-type H+/Na+-transporting ATPase subunit F								ATP synthase (F/14-kDa) subunit [PF01990.20]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_41	GCF_009900715.1	NZ_JAAAJC010000001.1	41	43704	45461	1	C	K02117	V/A-type H+/Na+-transporting ATPase subunit A [EC:7.1.2.2 7.2.2.1]								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; ATPsynthase alpha/beta subunit N-term extension [PF16886.8]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.26]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_42	GCF_009900715.1	NZ_JAAAJC010000001.1	42	45463	46905	1	C	K02118	V/A-type H+/Na+-transporting ATPase subunit B								ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.26]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_43	GCF_009900715.1	NZ_JAAAJC010000001.1	43	46935	47636	1	C	K02120	V/A-type H+/Na+-transporting ATPase subunit D								ATP synthase subunit D [PF01813.20]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_44	GCF_009900715.1	NZ_JAAAJC010000001.1	44	47998	49062	-1	D										Polyprenyl synthetase [PF00348.20]					0
GCF_009900715.1_NZ_JAAAJC010000001.1_45	GCF_009900715.1	NZ_JAAAJC010000001.1	45	49179	49838	1	C	K00588	caffeoyl-CoA O-methyltransferase [EC:2.1.1.104]								O-methyltransferase [PF01596.20]; Methyltransferase domain [PF13578.9]; Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT) [PF01135.22]					0
