	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_023457135.1_JAEWMO010000001.1_1	GCA_023457135.1	JAEWMO010000001.1	1	3	467	1	D										ACT domain [PF13840.9]					0
GCA_023457135.1_JAEWMO010000001.1_2	GCA_023457135.1	JAEWMO010000001.1	2	460	1452	1	C	K01933	phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.3.1]								AIR synthase related protein, N-terminal domain [PF00586.27]; AIR synthase related protein, C-terminal domain [PF02769.25]					0
GCA_023457135.1_JAEWMO010000001.1_3	GCA_023457135.1	JAEWMO010000001.1	3	1497	1733	-1	E															0
GCA_023457135.1_JAEWMO010000001.1_4	GCA_023457135.1	JAEWMO010000001.1	4	1812	2339	-1	C	K06874	zinc finger protein								ZPR1 zinc-finger domain [PF03367.16]					0
GCA_023457135.1_JAEWMO010000001.1_5	GCA_023457135.1	JAEWMO010000001.1	5	2339	2716	-1	C	K09152	uncharacterized protein								Cell division protein SepF [PF04472.15]					0
GCA_023457135.1_JAEWMO010000001.1_6	GCA_023457135.1	JAEWMO010000001.1	6	2767	3264	-1	D										PUA domain [PF01472.23]; Domain of unknown function (DUF1947) [PF09183.13]					0
GCA_023457135.1_JAEWMO010000001.1_7	GCA_023457135.1	JAEWMO010000001.1	7	3375	3602	1	C	K04796	small nuclear ribonucleoprotein								LSM domain [PF01423.25]					0
GCA_023457135.1_JAEWMO010000001.1_8	GCA_023457135.1	JAEWMO010000001.1	8	3809	5248	1	C	K00764	amidophosphoribosyltransferase [EC:2.4.2.14]	MER0120426	C44	MER0120426 - amidophosphoribosyltransferase precursor (Methanoculleus marisnigri) [C44.001]#C44#{peptidase unit: 2-238}~source ABN56162~	True	0.874	432.0	2.294e-132	Glutamine amidotransferase domain [PF13522.9]; Glutamine amidotransferase domain [PF13537.9]; Phosphoribosyl transferase domain [PF00156.30]; Glutamine amidotransferases class-II [PF13230.9]					0
GCA_023457135.1_JAEWMO010000001.1_9	GCA_023457135.1	JAEWMO010000001.1	9	6123	6539	1	C	K03671	thioredoxin 1								Thioredoxin [PF00085.23]; Redoxin [PF08534.13]; Eukaryotic protein of unknown function (DUF953) [PF06110.14]; Thioredoxin-like [PF13899.9]; Thioredoxin-like [PF13905.9]; Phosducin [PF02114.19]					0
GCA_023457135.1_JAEWMO010000001.1_10	GCA_023457135.1	JAEWMO010000001.1	10	6536	6883	-1	C	K01724	4a-hydroxytetrahydrobiopterin dehydratase [EC:4.2.1.96]								Pterin 4 alpha carbinolamine dehydratase [PF01329.22]					0
GCA_023457135.1_JAEWMO010000001.1_11	GCA_023457135.1	JAEWMO010000001.1	11	6936	7502	-1	D										NADPH-dependent FMN reductase [PF03358.18]					0
GCA_023457135.1_JAEWMO010000001.1_12	GCA_023457135.1	JAEWMO010000001.1	12	7507	8610	-1	C	K07138	uncharacterized protein								Domain of unknown function (DUF362) [PF04015.15]; 4Fe-4S dicluster domain [PF14697.9]; 4Fe-4S dicluster domain [PF12838.10]; 4Fe-4S dicluster domain [PF13187.9]; 4Fe-4S dicluster domain [PF13247.9]; 4Fe-4S double cluster binding domain [PF13484.9]; 4Fe-4S dicluster domain [PF13183.9]; 4Fe-4S binding domain [PF00037.30]; 4Fe-4S binding domain [PF12837.10]					0
GCA_023457135.1_JAEWMO010000001.1_13	GCA_023457135.1	JAEWMO010000001.1	13	8674	9114	-1	D										GNAT acetyltransferase [PF12746.10]					0
GCA_023457135.1_JAEWMO010000001.1_14	GCA_023457135.1	JAEWMO010000001.1	14	9104	10471	-1	D										PAS fold [PF08448.13]; Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase [PF02518.29]; PAS domain [PF13426.10]; PAS fold [PF00989.28]					0
