	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000796.1_1	QGNH01000796.1	QGNH01000796.1	1	2	1315	-1	E																								0	False	F
QGNH01000796.1_2	QGNH01000796.1	QGNH01000796.1	2	1337	2416	-1	E																								0	False	F
QGNH01000796.1_3	QGNH01000796.1	QGNH01000796.1	3	2416	2703	-1	E																								0	False	F
QGNH01000796.1_4	QGNH01000796.1	QGNH01000796.1	4	2828	3412	-1	E																								0	False	F
QGNH01000796.1_5	QGNH01000796.1	QGNH01000796.1	5	3413	3880	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_009844891.1	YP_009844891.1 endolysin [Nodularia phage vB_NspS-kac68v161]	False	0.417	115.0	1.096e-28								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	F
QGNH01000796.1_6	QGNH01000796.1	QGNH01000796.1	6	3962	5080	-1	E																								0	False	F
QGNH01000796.1_7	QGNH01000796.1	QGNH01000796.1	7	5107	5367	-1	E																								0	False	
QGNH01000796.1_8	QGNH01000796.1	QGNH01000796.1	8	5318	5821	-1	E																								0	False	
QGNH01000796.1_9	QGNH01000796.1	QGNH01000796.1	9	5818	6780	-1	E																								0	False	
QGNH01000796.1_10	QGNH01000796.1	QGNH01000796.1	10	6886	8436	-1	E																					VOG02733	REFSEQ major head protein; Xu	Xu	0	False	
QGNH01000796.1_11	QGNH01000796.1	QGNH01000796.1	11	8468	9775	-1	E																					VOG19632	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000796.1_12	QGNH01000796.1	QGNH01000796.1	12	9911	10324	-1	E																								0	False	
QGNH01000796.1_13	QGNH01000796.1	QGNH01000796.1	13	10344	12911	-1	E			YP_010112943.1	YP_010112943.1 portal protein [uncultured phage cr114_1]	False	0.237	180.0	1.571e-44													VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xh;Xp;Xr;Xs	0	False	V
QGNH01000796.1_14	QGNH01000796.1	QGNH01000796.1	14	12911	15004	-1	E			YP_008240655.1	YP_008240655.1 terminase large subunit [Cellulophaga phage phi4:1]	False	0.249	199.0	2.916e-51													VOG15434	REFSEQ terminase large subunit; Xu	Xu	0	False	F
QGNH01000796.1_15	QGNH01000796.1	QGNH01000796.1	15	14991	15284	-1	E																								0	False	F
QGNH01000796.1_16	QGNH01000796.1	QGNH01000796.1	16	15294	15635	-1	E																								0	False	F
QGNH01000796.1_17	QGNH01000796.1	QGNH01000796.1	17	16066	16515	-1	E																								0	False	F
QGNH01000796.1_18	QGNH01000796.1	QGNH01000796.1	18	16478	16864	-1	E																								0	False	F
QGNH01000796.1_19	QGNH01000796.1	QGNH01000796.1	19	16870	17298	-1	E																								0	False	F
QGNH01000796.1_20	QGNH01000796.1	QGNH01000796.1	20	17295	18788	-1	D			YP_003986985.1	YP_003986985.1 uncharacterized peptidase C1-like protein [Acanthamoeba polyphaga mimivirus]	False	0.501	200.0	3.9209999999999997e-53	MER0428608	C01A	MER0428608 - xylellain (Pseudomonas savastanoi) [C01.128]#C01A#{peptidase unit: 8-253}~source ZP_07004945~	False	208.0	2.229e-55	0.532	Papain family cysteine protease [PF00112.26]					VOG04780	REFSEQ hypothetical protein; Xu	Xu	0	False	PF
QGNH01000796.1_21	QGNH01000796.1	QGNH01000796.1	21	18814	19704	-1	E			YP_009701884.1	YP_009701884.1 hypothetical protein F8205_gp277 [Paramecium bursaria Chlorella virus CVA-1]	False	0.355	183.0	1.153e-49													VOG18582	REFSEQ hypothetical protein; Xu	Xu	0	False	F
