MN901520.1_37	a85c3fbd4f5e48088d6afdeb1ddf2fc9	62	Coils	Coil	Coil	8	28	-	T	10-07-2023	-	-
MN901520.1_30	3ac9814789d758422e8335ba87dea2b7	565	MobiDBLite	mobidb-lite	consensus disorder prediction	179	207	-	T	10-07-2023	-	-
MN901520.1_30	3ac9814789d758422e8335ba87dea2b7	565	SUPERFAMILY	SSF49899	Concanavalin A-like lectins/glucanases	201	385	3.06E-8	T	10-07-2023	IPR013320	Concanavalin A-like lectin/glucanase domain superfamily
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	MobiDBLite	mobidb-lite	consensus disorder prediction	525	544	-	T	10-07-2023	-	-
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	Pfam	PF03237	Terminase large subunit, T4likevirus-type, N-terminal	71	292	4.9E-6	T	10-07-2023	-	-
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	MobiDBLite	mobidb-lite	consensus disorder prediction	545	563	-	T	10-07-2023	-	-
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	Pfam	PF17289	Terminase RNaseH-like domain	320	486	7.5E-7	T	10-07-2023	IPR035421	Terminase, large subunit gp17-like, C-terminal
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	MobiDBLite	mobidb-lite	consensus disorder prediction	490	563	-	T	10-07-2023	-	-
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	Gene3D	G3DSA:3.30.420.240	-	301	488	3.3E-25	T	10-07-2023	-	-
MN901520.1_6	ae00584c258a98a38e777b7e8cc3a93d	563	Gene3D	G3DSA:3.40.50.300	-	5	222	9.7E-32	T	10-07-2023	IPR027417	P-loop containing nucleoside triphosphate hydrolase
MN901520.1_28	e49279be78a52f3673157d232502b293	411	MobiDBLite	mobidb-lite	consensus disorder prediction	173	192	-	T	10-07-2023	-	-
MN901520.1_28	e49279be78a52f3673157d232502b293	411	Pfam	PF04865	Baseplate J-like protein	76	238	5.3E-24	T	10-07-2023	IPR006949	Baseplate protein J-like
MN901520.1_114	7a26e07cf09c5871dfd02e4aeac3d24f	57	MobiDBLite	mobidb-lite	consensus disorder prediction	8	57	-	T	10-07-2023	-	-
MN901520.1_114	7a26e07cf09c5871dfd02e4aeac3d24f	57	MobiDBLite	mobidb-lite	consensus disorder prediction	1	57	-	T	10-07-2023	-	-
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	684	863	2.9E-14	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	PANTHER	PTHR33841	DNA METHYLTRANSFERASE YEEA-RELATED	161	871	2.9E-58	T	10-07-2023	-	-
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	ProSitePatterns	PS00092	N-6 Adenine-specific DNA methylases signature.	729	735	-	T	10-07-2023	IPR002052	DNA methylase, N-6 adenine-specific, conserved site
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	Pfam	PF20473	MmeI, DNA-methyltransferase domain	397	486	2.0E-14	T	10-07-2023	IPR046816	MmeI-like, DNA-methyltransferase domain
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	Pfam	PF20465	MmeI, helicase spacer domain	186	343	5.7E-9	T	10-07-2023	IPR046819	MmeI-like, helicase spacer domain
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	SUPERFAMILY	SSF53335	S-adenosyl-L-methionine-dependent methyltransferases	179	848	8.6E-51	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
MN901520.1_36	ccc366db770541cf626c49d6619c034b	1088	Gene3D	G3DSA:3.40.50.150	Vaccinia Virus protein VP39	302	566	5.6E-26	T	10-07-2023	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase superfamily
MN901520.1_49	502096038476231685ed8be29d8a0150	854	Pfam	PF03104	DNA polymerase family B, exonuclease domain	26	267	2.4E-20	T	10-07-2023	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain
MN901520.1_49	502096038476231685ed8be29d8a0150	854	PRINTS	PR00106	DNA-directed DNA-polymerase family B signature	526	538	4.1E-5	T	10-07-2023	IPR006172	DNA-directed DNA polymerase, family B
MN901520.1_49	502096038476231685ed8be29d8a0150	854	PRINTS	PR00106	DNA-directed DNA-polymerase family B signature	425	438	4.1E-5	T	10-07-2023	IPR006172	DNA-directed DNA polymerase, family B
MN901520.1_49	502096038476231685ed8be29d8a0150	854	PRINTS	PR00106	DNA-directed DNA-polymerase family B signature	579	587	4.1E-5	T	10-07-2023	IPR006172	DNA-directed DNA polymerase, family B
MN901520.1_49	502096038476231685ed8be29d8a0150	854	Gene3D	G3DSA:3.30.342.10	DNA Polymerase, chain B, domain 1	6	127	7.7E-11	T	10-07-2023	-	-
MN901520.1_49	502096038476231685ed8be29d8a0150	854	SMART	SM00486	polmehr3	139	593	6.1E-44	T	10-07-2023	IPR006172	DNA-directed DNA polymerase, family B
MN901520.1_49	502096038476231685ed8be29d8a0150	854	Gene3D	G3DSA:3.90.1600.10	Palm domain of DNA polymerase	403	679	1.5E-39	T	10-07-2023	IPR023211	DNA polymerase, palm domain superfamily
MN901520.1_49	502096038476231685ed8be29d8a0150	854	PANTHER	PTHR10322	DNA POLYMERASE CATALYTIC SUBUNIT	15	746	1.3E-62	T	10-07-2023	-	-
MN901520.1_49	502096038476231685ed8be29d8a0150	854	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	66	78	-	T	10-07-2023	IPR018247	EF-Hand 1, calcium-binding site
MN901520.1_49	502096038476231685ed8be29d8a0150	854	SUPERFAMILY	SSF53098	Ribonuclease H-like	4	375	4.49E-57	T	10-07-2023	IPR012337	Ribonuclease H-like superfamily
MN901520.1_49	502096038476231685ed8be29d8a0150	854	Pfam	PF00136	DNA polymerase family B	380	717	2.3E-25	T	10-07-2023	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain
MN901520.1_49	502096038476231685ed8be29d8a0150	854	Gene3D	G3DSA:1.10.132.60	-	680	854	8.9E-12	T	10-07-2023	IPR042087	DNA polymerase family B, thumb domain
MN901520.1_49	502096038476231685ed8be29d8a0150	854	Gene3D	G3DSA:3.30.420.10	-	142	354	4.4E-37	T	10-07-2023	IPR036397	Ribonuclease H superfamily
MN901520.1_49	502096038476231685ed8be29d8a0150	854	SUPERFAMILY	SSF56672	DNA/RNA polymerases	394	848	1.84E-72	T	10-07-2023	IPR043502	DNA/RNA polymerase superfamily
MN901520.1_13	553911457449600480d62684849487d7	147	MobiDBLite	mobidb-lite	consensus disorder prediction	125	147	-	T	10-07-2023	-	-
MN901520.1_81	321d5d3b0a4cb1e0303d4260ba315ca9	60	MobiDBLite	mobidb-lite	consensus disorder prediction	33	60	-	T	10-07-2023	-	-
MN901520.1_81	321d5d3b0a4cb1e0303d4260ba315ca9	60	Coils	Coil	Coil	29	56	-	T	10-07-2023	-	-
MN901520.1_81	321d5d3b0a4cb1e0303d4260ba315ca9	60	MobiDBLite	mobidb-lite	consensus disorder prediction	33	53	-	T	10-07-2023	-	-
MN901520.1_9	7996d49e6931ed4df876d008bf00b6d5	254	MobiDBLite	mobidb-lite	consensus disorder prediction	236	254	-	T	10-07-2023	-	-
MN901520.1_9	7996d49e6931ed4df876d008bf00b6d5	254	MobiDBLite	mobidb-lite	consensus disorder prediction	227	254	-	T	10-07-2023	-	-
MN901520.1_9	7996d49e6931ed4df876d008bf00b6d5	254	MobiDBLite	mobidb-lite	consensus disorder prediction	1	21	-	T	10-07-2023	-	-
MN901520.1_9	7996d49e6931ed4df876d008bf00b6d5	254	MobiDBLite	mobidb-lite	consensus disorder prediction	1	29	-	T	10-07-2023	-	-
MN901520.1_21	3a4ce0272601506eb63700073d07dec5	79	MobiDBLite	mobidb-lite	consensus disorder prediction	1	79	-	T	10-07-2023	-	-
MN901520.1_21	3a4ce0272601506eb63700073d07dec5	79	MobiDBLite	mobidb-lite	consensus disorder prediction	9	25	-	T	10-07-2023	-	-
MN901520.1_10	0d8e185f9338eed7b7bb71e846f34c03	143	MobiDBLite	mobidb-lite	consensus disorder prediction	114	132	-	T	10-07-2023	-	-
MN901520.1_10	0d8e185f9338eed7b7bb71e846f34c03	143	MobiDBLite	mobidb-lite	consensus disorder prediction	93	113	-	T	10-07-2023	-	-
MN901520.1_10	0d8e185f9338eed7b7bb71e846f34c03	143	Coils	Coil	Coil	85	110	-	T	10-07-2023	-	-
MN901520.1_10	0d8e185f9338eed7b7bb71e846f34c03	143	MobiDBLite	mobidb-lite	consensus disorder prediction	92	143	-	T	10-07-2023	-	-
MN901520.1_22	9c75e4a9ad3310471c2dc13d325eacf1	605	Coils	Coil	Coil	55	75	-	T	10-07-2023	-	-
MN901520.1_22	9c75e4a9ad3310471c2dc13d325eacf1	605	MobiDBLite	mobidb-lite	consensus disorder prediction	73	103	-	T	10-07-2023	-	-
MN901520.1_25	fb3050df3e951f0960302fca391df9ed	587	MobiDBLite	mobidb-lite	consensus disorder prediction	196	218	-	T	10-07-2023	-	-
MN901520.1_25	fb3050df3e951f0960302fca391df9ed	587	MobiDBLite	mobidb-lite	consensus disorder prediction	264	283	-	T	10-07-2023	-	-
MN901520.1_25	fb3050df3e951f0960302fca391df9ed	587	MobiDBLite	mobidb-lite	consensus disorder prediction	100	143	-	T	10-07-2023	-	-
MN901520.1_59	922d897ea005dc194f29eabdb96ec852	338	Gene3D	G3DSA:3.90.320.10	-	8	93	8.4E-6	T	10-07-2023	IPR011604	PD-(D/E)XK endonuclease-like domain superfamily
MN901520.1_59	922d897ea005dc194f29eabdb96ec852	338	Gene3D	G3DSA:3.90.320.10	-	113	300	5.8E-5	T	10-07-2023	IPR011604	PD-(D/E)XK endonuclease-like domain superfamily
MN901520.1_59	922d897ea005dc194f29eabdb96ec852	338	Pfam	PF12705	PD-(D/E)XK nuclease superfamily	28	298	2.2E-14	T	10-07-2023	IPR038726	PD-(D/E)XK endonuclease-like domain, AddAB-type
MN901520.1_101	2713171065b45bd9dbbe62d85e2266ef	89	MobiDBLite	mobidb-lite	consensus disorder prediction	1	27	-	T	10-07-2023	-	-
MN901520.1_101	2713171065b45bd9dbbe62d85e2266ef	89	MobiDBLite	mobidb-lite	consensus disorder prediction	9	27	-	T	10-07-2023	-	-
MN901520.1_15	92312c4dae59c8c9cfc0f714817328d4	1037	MobiDBLite	mobidb-lite	consensus disorder prediction	116	162	-	T	10-07-2023	-	-
