	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
SAMN03319423_LBUX01000001.1_1	SAMN03319423	LBUX01000001.1	1	2	1024	1	C	K02355	elongation factor G								Elongation factor G, domain IV [PF03764.21]; Elongation Factor G, domain III [PF14492.9]; Elongation factor G C-terminus [PF00679.27]					0
SAMN03319423_LBUX01000001.1_2	SAMN03319423	LBUX01000001.1	2	1509	2405	1	E															0
SAMN03319423_LBUX01000001.1_3	SAMN03319423	LBUX01000001.1	3	2545	3729	1	C	K02358	elongation factor Tu								Elongation factor Tu GTP binding domain [PF00009.30]; Elongation factor Tu C-terminal domain [PF03143.20]; Elongation factor Tu domain 2 [PF03144.28]					0
SAMN03319423_LBUX01000001.1_4	SAMN03319423	LBUX01000001.1	4	3743	4063	1	C	K02946	small subunit ribosomal protein S10								Ribosomal protein S10p/S20e [PF00338.25]					0
SAMN03319423_LBUX01000001.1_5	SAMN03319423	LBUX01000001.1	5	4122	4679	1	C	K02906	large subunit ribosomal protein L3								Ribosomal protein L3 [PF00297.25]					0
SAMN03319423_LBUX01000001.1_6	SAMN03319423	LBUX01000001.1	6	4669	5316	1	C	K02926	large subunit ribosomal protein L4								Ribosomal protein L4/L1 family [PF00573.25]					0
SAMN03319423_LBUX01000001.1_7	SAMN03319423	LBUX01000001.1	7	5300	5578	1	C	K02892	large subunit ribosomal protein L23								Ribosomal protein L23 [PF00276.23]					0
SAMN03319423_LBUX01000001.1_8	SAMN03319423	LBUX01000001.1	8	5621	6406	1	C	K02886	large subunit ribosomal protein L2								Ribosomal Proteins L2, C-terminal domain [PF03947.21]; Ribosomal Proteins L2, RNA binding domain [PF00181.26]					0
SAMN03319423_LBUX01000001.1_9	SAMN03319423	LBUX01000001.1	9	6403	6756	1	C	K02965	small subunit ribosomal protein S19								Ribosomal protein S19 [PF00203.24]					0
SAMN03319423_LBUX01000001.1_10	SAMN03319423	LBUX01000001.1	10	6756	7331	1	C	K02890	large subunit ribosomal protein L22								Ribosomal protein L22p/L17e [PF00237.22]					0
SAMN03319423_LBUX01000001.1_11	SAMN03319423	LBUX01000001.1	11	7321	7989	1	C	K02982	small subunit ribosomal protein S3								Ribosomal protein S3, C-terminal domain [PF00189.23]; KH domain [PF07650.20]					0
