locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
AF065411.1_199_732_+												Hypothetical
AF065411.1_744_923_+												Hypothetical
AF065411.1_924_1184_+			COG5431			VOG29249	VOG:VOG29249	86	1.5e-59	191.4		REFSEQ hypothetical protein
AF065411.1_1278_1430_+												Hypothetical
AF065411.1_1340_1627_+												Hypothetical
AF065411.1_1630_1863_+												Hypothetical
AF065411.1_1866_2150_+												Hypothetical
AF065411.1_2366_2611_+												Hypothetical
AF065411.1_2614_2754_-												Hypothetical
AF065411.1_2925_3308_+			COG4933		phrog_3136	VOG16536	VOG:VOG16536	127	2.3e-62	200.0		sp|A0A0H3G0N3|ASCHD_ZYMMA ASCH domain-containing ribonuclease
AF065411.1_3379_3732_+												Hypothetical
AF065411.1_3736_3948_+												Hypothetical
AF065411.1_3987_4178_+												Hypothetical
AF065411.1_4440_4961_+					phrog_6299	VOG02110	VOG:VOG02110	173	3.3e-75	243.4		REFSEQ terminase small subunit
AF065411.1_4918_6312_+		K06909	COG5362		phrog_979, phrog_979	VOG00705	PHROG:phrog_979	464	5.7e-135	263.0		terminase large subunit
AF065411.1_6305_7933_+			COG5518		phrog_12	VOG00344	VOG:VOG00344	542	8.9e-62	200.6		sp|Q6QGD5|PORTL_BPT5 Portal protein
AF065411.1_8086_8736_+												Hypothetical
AF065411.1_8905_9960_+					phrog_34096	VOG03893	PHROG:phrog_34096	351	1.7e-219	719.8		head maturation protease
AF065411.1_9972_10919_+					phrog_1623	VOG01409	PHROG:phrog_1623	315	6.1e-78	253.2		virion structural protein
AF065411.1_10983_11315_+					phrog_31966	VOG29256	VOG:VOG29256	110	1.7e-68	219.1		REFSEQ hypothetical protein
AF065411.1_11326_11664_+					phrog_501	VOG00159	VOG:VOG00159	112	3.8e-16	50.8		REFSEQ head closure Hc1
AF065411.1_11661_12062_+					phrog_5	VOG29257	VOG:VOG29257	133	2.9e-87	280.7		REFSEQ HK97 gp10 family protein
AF065411.1_12059_12466_+												Hypothetical
AF065411.1_12472_13197_+					phrog_30274	VOG29258	VOG:VOG29258	241	2e-156	509.8		REFSEQ putative structural protein
AF065411.1_13209_13778_+												Hypothetical
AF065411.1_13928_14641_-												Hypothetical
AF065411.1_14685_18245_+		K23934	COG5280, COG5412		phrog_33360	VOG29260	PHROG:phrog_33360	1186	0	2391.9		tail length tape measure protein
AF065411.1_18242_18676_+												Hypothetical
AF065411.1_18681_19487_+												Hypothetical
AF065411.1_19484_20182_+												Hypothetical
AF065411.1_20183_21247_+												Hypothetical
AF065411.1_21290_21907_+					phrog_37742	VOG29267	VOG:VOG29267	205	1e-144	470.5		REFSEQ hypothetical protein
AF065411.1_21904_22524_+					phrog_31512	VOG29266	VOG:VOG29266	206	3.6e-119	317.3		REFSEQ hypothetical protein
AF065411.1_22562_23479_+					phrog_37889	VOG29268	PHROG:phrog_37889	305	2.3e-198	648.5		pseudomurein endosiopeptidase
AF065411.1_23693_24901_+		K04763	COG4974		phrog_1	VOG29248	VOG:VOG29248	402	2.9e-258	847.4		REFSEQ hypothetical protein
AF065411.1_25210_25389_-												Hypothetical
AF065411.1_25521_25973_+												Hypothetical
AF065411.1_25970_26110_+												Hypothetical
