	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000519.1_1	QGNH01000519.1	QGNH01000519.1	1	351	902	1	E																								0	False	F
QGNH01000519.1_2	QGNH01000519.1	QGNH01000519.1	2	989	1306	1	E																								0	False	F
QGNH01000519.1_3	QGNH01000519.1	QGNH01000519.1	3	1303	1557	1	E																								0	False	F
QGNH01000519.1_4	QGNH01000519.1	QGNH01000519.1	4	1557	1715	1	E																								0	False	F
QGNH01000519.1_5	QGNH01000519.1	QGNH01000519.1	5	1709	1894	1	E																								0	False	F
QGNH01000519.1_6	QGNH01000519.1	QGNH01000519.1	6	1891	2112	1	E																								0	False	F
QGNH01000519.1_7	QGNH01000519.1	QGNH01000519.1	7	2142	2435	1	D																Family of unknown function (DUF6085) [PF19563.2]								0	False	F
QGNH01000519.1_8	QGNH01000519.1	QGNH01000519.1	8	2432	2845	1	E																								0	False	F
QGNH01000519.1_9	QGNH01000519.1	QGNH01000519.1	9	3116	3286	1	E																								0	False	F
QGNH01000519.1_10	QGNH01000519.1	QGNH01000519.1	10	3431	3664	1	E																								0	False	F
QGNH01000519.1_11	QGNH01000519.1	QGNH01000519.1	11	3642	3824	1	E																								0	False	F
QGNH01000519.1_12	QGNH01000519.1	QGNH01000519.1	12	3821	4273	1	E																								0	False	F
QGNH01000519.1_13	QGNH01000519.1	QGNH01000519.1	13	4275	4646	1	E			YP_005087557.1	YP_005087557.1 HNH endonuclease [Cyanophage NATL2A-133]	False	0.36	66.0	2.811e-12													VOG01567	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01000519.1_14	QGNH01000519.1	QGNH01000519.1	14	4594	5430	1	D			YP_009609850.1	YP_009609850.1 DNA polymerase exonuclease subunit [Acidovorax phage ACP17]	False	0.518	240.0	1.161e-69								RNase_H superfamily [PF13482.9]					VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	VF
