	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
GCA_016200025.1_JACQFO010000001.1_1	GCA_016200025.1	JACQFO010000001.1	1	3	911	-1	D										ATPsynthase alpha/beta subunit N-term extension [PF16886.8]; ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.28]; ATP synthase alpha/beta family, beta-barrel domain [PF02874.26]					0
GCA_016200025.1_JACQFO010000001.1_2	GCA_016200025.1	JACQFO010000001.1	2	1005	1601	-1	D										ATP synthase (E/31 kDa) subunit [PF01991.21]					0
GCA_016200025.1_JACQFO010000001.1_3	GCA_016200025.1	JACQFO010000001.1	3	1607	1903	-1	C	K02122	V/A-type H+/Na+-transporting ATPase subunit F								ATP synthase (F/14-kDa) subunit [PF01990.20]					0
GCA_016200025.1_JACQFO010000001.1_4	GCA_016200025.1	JACQFO010000001.1	4	1900	2229	-1	E															0
GCA_016200025.1_JACQFO010000001.1_5	GCA_016200025.1	JACQFO010000001.1	5	2559	2891	-1	C	K03626	nascent polypeptide-associated complex subunit alpha								NAC domain [PF01849.21]; HYPK UBA domain [PF19026.3]					0
GCA_016200025.1_JACQFO010000001.1_6	GCA_016200025.1	JACQFO010000001.1	6	2888	3355	-1	D										Patch-forming domain C2 of tRNA-guanine transglycosylase [PF14810.9]					0
GCA_016200025.1_JACQFO010000001.1_7	GCA_016200025.1	JACQFO010000001.1	7	3440	3949	1	E															0
GCA_016200025.1_JACQFO010000001.1_8	GCA_016200025.1	JACQFO010000001.1	8	3970	4497	1	C	K07254	tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]								tRNA ribose 2'-O-methyltransferase, aTrm56 [PF01994.19]					0
GCA_016200025.1_JACQFO010000001.1_9	GCA_016200025.1	JACQFO010000001.1	9	4494	5003	1	C	K03136	transcription initiation factor TFIIE subunit alpha								TFIIE alpha subunit [PF02002.20]					0
GCA_016200025.1_JACQFO010000001.1_10	GCA_016200025.1	JACQFO010000001.1	10	5000	5551	1	C	K06950	uncharacterized protein								HD domain [PF01966.25]					0
GCA_016200025.1_JACQFO010000001.1_11	GCA_016200025.1	JACQFO010000001.1	11	5572	6117	1	E															0
GCA_016200025.1_JACQFO010000001.1_12	GCA_016200025.1	JACQFO010000001.1	12	6117	6554	1	E															0
GCA_016200025.1_JACQFO010000001.1_13	GCA_016200025.1	JACQFO010000001.1	13	6551	6853	1	D										Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13508.10]; Acetyltransferase (GNAT) domain [PF13673.10]					0
GCA_016200025.1_JACQFO010000001.1_14	GCA_016200025.1	JACQFO010000001.1	14	6914	8083	1	C	K01761	methionine-gamma-lyase [EC:4.4.1.11]								Cys/Met metabolism PLP-dependent enzyme [PF01053.23]; Beta-eliminating lyase [PF01212.24]; Aminotransferase class-V [PF00266.22]; L-seryl-tRNA selenium transferase [PF03841.16]					0
GCA_016200025.1_JACQFO010000001.1_15	GCA_016200025.1	JACQFO010000001.1	15	8058	9263	-1	C	K06932	tRNA(Ile2)-agmatinylcytidine synthase [EC:6.3.4.22]								Domain of unknown function (DUF1743) [PF08489.14]					0
GCA_016200025.1_JACQFO010000001.1_16	GCA_016200025.1	JACQFO010000001.1	16	9315	9542	-1	D										Lrp/AsnC ligand binding domain [PF01037.24]					0
GCA_016200025.1_JACQFO010000001.1_17	GCA_016200025.1	JACQFO010000001.1	17	9636	10316	1	E															0
GCA_016200025.1_JACQFO010000001.1_18	GCA_016200025.1	JACQFO010000001.1	18	10342	10854	1	C	K09140	pre-rRNA-processing protein TSR3								Ribosome biogenesis protein, C-terminal [PF04034.16]					0
GCA_016200025.1_JACQFO010000001.1_19	GCA_016200025.1	JACQFO010000001.1	19	11312	12574	1	C	K03547	DNA repair protein SbcD/Mre11								Calcineurin-like phosphoesterase [PF00149.31]					0
GCA_016200025.1_JACQFO010000001.1_20	GCA_016200025.1	JACQFO010000001.1	20	12625	13188	1	D										AAA domain [PF13476.9]					0
GCA_016200025.1_JACQFO010000002.1_1	GCA_016200025.1	JACQFO010000002.1	1	3	377	1	D										CDC6, C terminal winged helix domain [PF09079.14]					0
GCA_016200025.1_JACQFO010000002.1_2	GCA_016200025.1	JACQFO010000002.1	2	374	1849	-1	C	K02323	DNA polymerase II small subunit [EC:2.7.7.7]								DNA polymerase alpha/epsilon subunit B [PF04042.19]					0
GCA_016200025.1_JACQFO010000002.1_3	GCA_016200025.1	JACQFO010000002.1	3	1865	3196	-1	D										Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I [PF02878.19]; Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II [PF02879.19]; Phosphoglucomutase/phosphomannomutase, C-terminal domain [PF00408.23]					0
GCA_016200025.1_JACQFO010000002.1_4	GCA_016200025.1	JACQFO010000002.1	4	3200	3730	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]					0
GCA_016200025.1_JACQFO010000002.1_5	GCA_016200025.1	JACQFO010000002.1	5	3720	4163	-1	E															0
GCA_016200025.1_JACQFO010000002.1_6	GCA_016200025.1	JACQFO010000002.1	6	4227	4988	1	C	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]	MER0182046	S09X	MER0182046 - family S9 non-peptidase homologues (Sulfolobus islandicus) [S09.UNW]#S09X#{peptidase unit: 27-246}~source ACR41138~	False	0.38	143.0	1.651e-36	Dienelactone hydrolase family [PF01738.21]					0
GCA_016200025.1_JACQFO010000002.1_7	GCA_016200025.1	JACQFO010000002.1	7	5256	6125	-1	E															0
GCA_016200025.1_JACQFO010000002.1_8	GCA_016200025.1	JACQFO010000002.1	8	6163	6519	-1	D										Iron-sulphur cluster biosynthesis [PF01521.23]					0
GCA_016200025.1_JACQFO010000002.1_9	GCA_016200025.1	JACQFO010000002.1	9	6557	7036	-1	C	K24129	glutaredoxin-dependent peroxiredoxin [EC:1.11.1.25]								AhpC/TSA family [PF00578.24]; Redoxin [PF08534.13]					0
GCA_016200025.1_JACQFO010000002.1_10	GCA_016200025.1	JACQFO010000002.1	10	7062	7424	-1	C	K07143	UPF0148 protein								Sjogren's syndrome/scleroderma autoantigen 1 (Autoantigen p27) [PF06677.15]					0
GCA_016200025.1_JACQFO010000002.1_11	GCA_016200025.1	JACQFO010000002.1	11	7510	7794	1	C	K09721	uncharacterized protein								Uncharacterised protein family (UPF0147) [PF03685.16]					0
GCA_016200025.1_JACQFO010000002.1_12	GCA_016200025.1	JACQFO010000002.1	12	7817	8254	1	E															0
GCA_016200025.1_JACQFO010000002.1_13	GCA_016200025.1	JACQFO010000002.1	13	8257	8523	-1	E															0
GCA_016200025.1_JACQFO010000002.1_14	GCA_016200025.1	JACQFO010000002.1	14	8680	9045	1	E															0
GCA_016200025.1_JACQFO010000002.1_15	GCA_016200025.1	JACQFO010000002.1	15	9080	9913	-1	C	K07013	uncharacterized protein								V4R domain [PF02830.21]					0
GCA_016200025.1_JACQFO010000003.1_1	GCA_016200025.1	JACQFO010000003.1	1	2	400	1	D										3' exoribonuclease family, domain 2 [PF03725.18]					0
GCA_016200025.1_JACQFO010000003.1_2	GCA_016200025.1	JACQFO010000003.1	2	400	624	1	C	K02921	large subunit ribosomal protein L37Ae								Ribosomal L37ae protein family [PF01780.22]					0
GCA_016200025.1_JACQFO010000003.1_3	GCA_016200025.1	JACQFO010000003.1	3	860	1240	1	C	K04798	prefoldin beta subunit								Prefoldin subunit [PF01920.23]					0
GCA_016200025.1_JACQFO010000003.1_4	GCA_016200025.1	JACQFO010000003.1	4	1255	2262	1	D										DHH family [PF01368.23]					0
GCA_016200025.1_JACQFO010000003.1_5	GCA_016200025.1	JACQFO010000003.1	5	2266	2802	-1	C	K01823	isopentenyl-diphosphate Delta-isomerase [EC:5.3.3.2]								NUDIX domain [PF00293.31]					0
GCA_016200025.1_JACQFO010000004.1_1	GCA_016200025.1	JACQFO010000004.1	1	1	1680	1	C	K22447	archaeal chaperonin								TCP-1/cpn60 chaperonin family [PF00118.27]					0
GCA_016200025.1_JACQFO010000004.1_2	GCA_016200025.1	JACQFO010000004.1	2	1691	2638	-1	D										Ornithine cyclodeaminase/mu-crystallin family [PF02423.18]					0
GCA_016200025.1_JACQFO010000004.1_3	GCA_016200025.1	JACQFO010000004.1	3	2645	2887	-1	E															0
GCA_016200025.1_JACQFO010000004.1_4	GCA_016200025.1	JACQFO010000004.1	4	2948	3220	1	E															0
GCA_016200025.1_JACQFO010000004.1_5	GCA_016200025.1	JACQFO010000004.1	5	3244	3678	1	C	K09738	uncharacterized protein								Domain of unknown function (DUF371) [PF04027.16]					0
GCA_016200025.1_JACQFO010000004.1_6	GCA_016200025.1	JACQFO010000004.1	6	3711	4439	1	D										Mevalonate 5-diphosphate decarboxylase C-terminal domain [PF18376.4]					0
GCA_016200025.1_JACQFO010000004.1_7	GCA_016200025.1	JACQFO010000004.1	7	4482	4697	1	E															0
GCA_016200025.1_JACQFO010000004.1_8	GCA_016200025.1	JACQFO010000004.1	8	4694	5440	-1	C	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]								Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]					0
GCA_016200025.1_JACQFO010000004.1_9	GCA_016200025.1	JACQFO010000004.1	9	5481	5990	-1	D										HEAT repeats [PF13646.9]					0
