locus_tag	FOAM	KEGG	COG	CAZy	PHROG	VOG	Best hit	length_bp	e-value	score	EC_number	product
NZ_JAIQZK010000001.1_160_708_-												Hypothetical
NZ_JAIQZK010000001.1_577_1140_+	K06117	K06117	COG2956				FOAM:K06117	187	2e-56	189.5	3.1.3.21	E3.1.3.21; glycerol-1-phosphatase
NZ_JAIQZK010000001.1_1183_2076_+		K00433	COG2267		phrog_789	VOG00261	KEGG:K00433	297	9.8e-32	108.2	1.11.1.10	cpo; non-heme chloroperoxidase
NZ_JAIQZK010000001.1_2236_2754_+												Hypothetical
NZ_JAIQZK010000001.1_2857_3282_-												Hypothetical
NZ_JAIQZK010000001.1_3397_4854_-		K18472	COG4799		phrog_30623		KEGG:K18472	485	6.6e-241	797.4	6.4.1.2 6.4.1.3 2.1.3.15	accD6; acetyl-CoA/propionyl-CoA carboxylase carboxyl transferase subunit
NZ_JAIQZK010000001.1_4874_6133_-		K09458	COG0304				COG:COG0304	419	2.6e-185	616.1		FabB; Fatty acid biosynthesis
NZ_JAIQZK010000001.1_6220_6465_-		K02078			phrog_27464	VOG02706	KEGG:K02078	81	5.9e-24	83.2		acpP; acyl carrier protein
NZ_JAIQZK010000001.1_6533_7519_-	K11608	K11608	COG0332				FOAM:K11608	308	4.1e-137	454.3	2.3.1.301	mtfabH; mycobacterial beta-ketoacyl-[acyl-carrier-protein] synthase III
NZ_JAIQZK010000001.1_7519_8718_-		K00645, K18302	COG0331, COG1566				COG:COG0331	399	1.2e-102	341.9		FabD; Fatty acid biosynthesis
NZ_JAIQZK010000001.1_8906_10132_-		K09684	COG2508		phrog_37036		COG:COG2508	408	1e-72	243.7		PucR; 
NZ_JAIQZK010000001.1_10291_11250_+		K01055	COG2267	CE1	phrog_789	VOG00261	KEGG:K01055	319	2.2e-53	179.5	3.1.1.24	pcaD; 3-oxoadipate enol-lactonase
NZ_JAIQZK010000001.1_11407_16329_+	K15371	K15371	COG2902				COG:COG2902	1640	0	2224.1		Gdh2; 
NZ_JAIQZK010000001.1_16592_18004_+		K02433	COG0154		phrog_29364		COG:COG0154	470	6.4e-148	492.1		GatA; Aminoacyl-tRNA synthetases
NZ_JAIQZK010000001.1_17977_19047_+	K07535	K07535	COG4221		phrog_3142	VOG09790	COG:COG4221	356	2.6e-62	208.8		YdfG; Pyrimidine degradation
NZ_JAIQZK010000001.1_19075_19224_+												Hypothetical
NZ_JAIQZK010000001.1_19774_20688_-		K10979	COG1273		phrog_4873	VOG09290	KEGG:K10979	304	2.8e-128	425.8		ku; DNA end-binding protein Ku
NZ_JAIQZK010000001.1_20706_21626_+		K01971	COG1793		phrog_114	VOG00242	COG:COG1793	306	1.8e-94	315.8		CDC9; 
NZ_JAIQZK010000001.1_21634_22584_+		K01971	COG3285				KEGG:K01971	316	1.1e-110	367.6	6.5.1.1	ligD; bifunctional non-homologous end joining protein LigD
NZ_JAIQZK010000001.1_22671_23435_+		K07776	COG3706, COG3947		phrog_731	VOG00352	KEGG:K07776	254	2.2e-74	248.2		regX3; two-component system, OmpR family, response regulator RegX3
NZ_JAIQZK010000001.1_23487_25442_+	K05341	K05341	COG0366	GH13			FOAM:K05341	651	6e-258	855.0	2.4.1.4	E2.4.1.4; amylosucrase
NZ_JAIQZK010000001.1_25535_26206_-		K21961	COG3226				KEGG:K21961	189	2.4e-17	61.4		ethR, etaR; TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
NZ_JAIQZK010000001.1_25977_26717_+		K05770	COG3476			VOG33655	COG:COG3476	246	2.4e-61	205.2		TspO; 
NZ_JAIQZK010000001.1_26740_27603_-			COG3979		phrog_5073	VOG06421	PHROG:phrog_5073	287	9.2e-17	58.6		tail fiber protein
NZ_JAIQZK010000001.1_27703_28641_+			COG3662				COG:COG3662	312	6.3e-11	36.8		; 
NZ_JAIQZK010000001.1_28681_29424_-		K13582	COG3409				COG:COG3409	247	6.2e-17	59.3		PGRP; 
NZ_JAIQZK010000001.1_29501_30418_-		K10068			phrog_5073	VOG00572	PHROG:phrog_5073	305	3.5e-27	92.7		tail fiber protein
NZ_JAIQZK010000001.1_30586_31659_+		K10680	COG1902		phrog_5517		KEGG:K10680	357	3.4e-170	565.2	1.-.-.-	nemA; N-ethylmaleimide reductase
NZ_JAIQZK010000001.1_31773_32237_+												Hypothetical
NZ_JAIQZK010000001.1_32261_33625_+												Hypothetical
NZ_JAIQZK010000001.1_33740_35020_+		K02283	COG4962		phrog_26606		COG:COG4962	426	1.1e-139	463.9		CpaF; 
NZ_JAIQZK010000001.1_35024_35875_+		K12510	COG4965				COG:COG4965	283	9.3e-58	193.5		TadB; 
NZ_JAIQZK010000001.1_36061_36801_+		K12511	COG2064				COG:COG2064	246	3e-52	175.3		TadC; 
NZ_JAIQZK010000001.1_36861_37112_+												Hypothetical
NZ_JAIQZK010000001.1_37163_37501_+			COG4961				COG:COG4961	112	2.7e-08	31.4		TadG; 
NZ_JAIQZK010000001.1_37498_37932_+												Hypothetical
NZ_JAIQZK010000001.1_37968_38375_+												Hypothetical
NZ_JAIQZK010000001.1_38542_38997_+			COG2340		phrog_16914		COG:COG2340	151	5.8e-37	125.0		YkwD; 
NZ_JAIQZK010000001.1_39044_40159_+		K02836	COG1186		phrog_19918	VOG01215	KEGG:K02836	371	1.7e-158	525.6		prfB; peptide chain release factor 2
NZ_JAIQZK010000001.1_40193_42571_-		K24485	COG3979			VOG02073	KEGG:K24485	792	1.3e-22	58.5		FNDC3; fibronectin type III domain-containing protein 3
NZ_JAIQZK010000001.1_42662_43408_+	K09812	K09812	COG2884		phrog_293	VOG17303	FOAM:K09812	248	5.4e-120	398.6		ftsE; cell division transport system ATP-binding protein
NZ_JAIQZK010000001.1_43499_44404_+	K09811	K09811	COG2177				COG:COG2177	301	8.3e-75	249.4		FtsX; 
NZ_JAIQZK010000001.1_44456_45727_+		K22719	COG4942		phrog_6700	VOG02463	COG:COG4942	423	5.5e-50	168.5		EnvC; 
NZ_JAIQZK010000001.1_45808_46287_+		K03664	COG0691		phrog_6791	VOG15158	KEGG:K03664	159	1.4e-74	248.1		smpB; SsrA-binding protein
NZ_JAIQZK010000001.1_46381_46734_-		K01822	COG3631				COG:COG3631	117	1.4e-09	35.5		YesE; 
NZ_JAIQZK010000001.1_46571_47662_+		K21744, K13652	COG4978		phrog_11671		COG:COG4978	363	1.3e-70	235.5		BltR2; 
NZ_JAIQZK010000001.1_48152_48571_-												Hypothetical
NZ_JAIQZK010000001.1_48691_51174_-	K01218, K13663	K01218, K13663	COG4645, COG4124	GH26			COG:COG4645	752	1.1e-73	244.4		OpgC; 
NZ_JAIQZK010000001.1_51171_51614_-	K04757	K04757	COG2172				COG:COG2172	116	1.8e-20	70.7		RsbW; 
NZ_JAIQZK010000001.1_51607_51942_-		K04749	COG1366				COG:COG1366	88	1.4e-28	97.8		SpoIIAA; 
NZ_JAIQZK010000001.1_51939_53966_-	K00694	K00694	COG1216, COG3858		phrog_30838, phrog_30838	VOG09034, VOG09034	FOAM:K00694	662	7.2e-190	630.4	2.4.1.12	bcsA; cellulose synthase (UDP-forming)
NZ_JAIQZK010000001.1_53963_55147_-		K07315	COG2208		phrog_14602		COG:COG2208	394	1.1e-55	186.6		RsbU; 
NZ_JAIQZK010000001.1_55387_56076_+		K07658	COG3706		phrog_731	VOG00352	KEGG:K07658	229	2.3e-70	234.9		phoB1, phoP; two-component system, OmpR family, alkaline phosphatase synthesis response regulator PhoP
NZ_JAIQZK010000001.1_56174_56767_-		K11618	COG2771		phrog_3282		KEGG:K11618	197	4.1e-36	122.2		liaR; two-component system, NarL family, response regulator LiaR
NZ_JAIQZK010000001.1_57085_58668_-			COG3292				COG:COG3292	527	3.7e-09	32.0		; 
NZ_JAIQZK010000001.1_58869_60245_+			COG2351				COG:COG2351	458	3.1e-08	26.7		HiuH; 
NZ_JAIQZK010000001.1_60258_60689_+		K02503	COG0537		phrog_19494	VOG09938	COG:COG0537	143	8.3e-47	157.9		HinT; 
NZ_JAIQZK010000001.1_60779_61534_+		K00059	COG4221		phrog_3142	VOG09790	KEGG:K00059	251	2.4e-97	324.0	1.1.1.100	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase
NZ_JAIQZK010000001.1_61646_62719_+												Hypothetical
NZ_JAIQZK010000001.1_62752_63471_-		K09017	COG3226		phrog_25642		KEGG:K09017	239	1.1e-26	92.6		rutR; TetR/AcrR family transcriptional regulator
NZ_JAIQZK010000001.1_63632_64177_+												Hypothetical
NZ_JAIQZK010000001.1_64280_64888_+		K07735	COG1678				KEGG:K07735	202	5.2e-48	161.1		algH; putative transcriptional regulator
NZ_JAIQZK010000001.1_64915_65196_+												Hypothetical
NZ_JAIQZK010000001.1_65310_67019_+		K19789	COG1061		phrog_16	VOG00107	COG:COG1061	569	2.3e-77	258.8		SSL2; 
NZ_JAIQZK010000001.1_67058_67699_+		K13641	COG3355		phrog_1368	VOG01529	KEGG:K13641	213	1.2e-40	135.7		iclR; IclR family transcriptional regulator, acetate operon repressor
NZ_JAIQZK010000001.1_67729_69018_-	K08221	K08221	COG0477		phrog_2034		FOAM:K08221	382	3.6e-135	448.4		yitG, ymfD, yfmO; MFS transporter, ACDE family, multidrug resistance protein
NZ_JAIQZK010000001.1_69015_69518_-		K23775	COG1846				COG:COG1846	167	4.2e-26	90.2		MarR; 
NZ_JAIQZK010000001.1_69570_70142_+			COG3797				COG:COG3797	190	5.6e-49	164.1		; 
NZ_JAIQZK010000001.1_70231_72120_+	K01119	K01119	COG0737		phrog_19584		FOAM:K01119	629	3.8e-202	671.1	3.1.4.16 3.1.3.6	cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase
NZ_JAIQZK010000001.1_72321_73328_+			COG5340				COG:COG5340	335	1.6e-14	50.8		AbiEi; 
NZ_JAIQZK010000001.1_73418_74236_-		K15866	COG1024				KEGG:K15866	227	2e-74	248.7	5.3.3.18	paaG; 2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
NZ_JAIQZK010000001.1_74229_74795_-	K08281	K08281	COG1335		phrog_19305	VOG21345	FOAM:K08281	188	4.7e-82	273.9	3.5.1.19 3.5.1.-	pncA; nicotinamidase/pyrazinamidase
NZ_JAIQZK010000001.1_74854_76143_-		K00763	COG1488				COG:COG1488	429	2.1e-157	523.2		PncB; NAD biosynthesis
NZ_JAIQZK010000001.1_76230_76526_+		K06891	COG2127		phrog_27368		COG:COG2127	98	1.8e-38	130.3		ClpS; 
NZ_JAIQZK010000001.1_76523_77110_+												Hypothetical
NZ_JAIQZK010000001.1_77141_77611_+	K03574	K03574	COG1051		phrog_1198	VOG00917	COG:COG1051	156	2.7e-31	106.6		YjhB; 
NZ_JAIQZK010000001.1_77649_78086_+		K21140	COG1310		phrog_30		KEGG:K21140	145	1.7e-59	198.2	3.13.1.6	mec; [CysO sulfur-carrier protein]-S-L-cysteine hydrolase
NZ_JAIQZK010000001.1_78162_78440_+		K03636	COG1977				COG:COG1977	92	7.3e-28	95.2		MoaD; Molybdopterin biosynthesis
NZ_JAIQZK010000001.1_78479_79444_+		K21148	COG0031		phrog_11528	VOG21226	KEGG:K21148	321	3.2e-165	546.7	2.5.1.113	cysM; [CysO sulfur-carrier protein]-thiocarboxylate-dependent cysteine synthase
NZ_JAIQZK010000001.1_79613_80380_+		K00784	COG1234		phrog_392	VOG01663	COG:COG1234	255	9.4e-78	259.8		ElaC; 
NZ_JAIQZK010000001.1_80406_81077_-		K11618	COG4566		phrog_731	VOG00352	KEGG:K11618	223	3.5e-66	221.0		liaR; two-component system, NarL family, response regulator LiaR
NZ_JAIQZK010000001.1_81125_82306_-	K07778	K07778	COG4585				COG:COG4585	393	2.2e-58	196.1		ComP; 
NZ_JAIQZK010000001.1_82447_83394_+	K01990	K01990	COG1131		phrog_293	VOG35465	COG:COG1131	315	5.9e-105	349.8		CcmA; 
NZ_JAIQZK010000001.1_83391_84224_+		K19310	COG1277				COG:COG1277	277	8.2e-13	45.1		NosY; 
NZ_JAIQZK010000001.1_84306_85115_+	K10804	K10804	COG2755	CE3	phrog_6102	VOG00716	COG:COG2755	269	1.5e-37	126.3		TesA; 
NZ_JAIQZK010000001.1_85126_85866_+		K00989	COG0689				KEGG:K00989	246	1.6e-133	443.5	2.7.7.56	rph; ribonuclease PH
NZ_JAIQZK010000001.1_85863_86486_+	K01519	K01519	COG0127			VOG02430	COG:COG0127	207	1.1e-84	282.5		RdgB; 
NZ_JAIQZK010000001.1_86671_87144_-	K03564	K03564	COG2077		phrog_20402		FOAM:K03564	157	2.5e-69	231.3	1.11.1.24	BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin
NZ_JAIQZK010000001.1_87192_87923_+	K02007	K02007	COG0310				FOAM:K02007	243	8.2e-80	266.3		cbiM; cobalt/nickel transport system permease protein
NZ_JAIQZK010000001.1_87920_88225_+	K02007	K02007					FOAM:K02007	101	1.7e-07	28.1		cbiM; cobalt/nickel transport system permease protein
