	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_055555.1_NC_055555.1_1	NC_055555.1	NC_055555.1	1	127	714	-1	C	K00287	dihydrofolate reductase [EC:1.5.1.3]								Dihydrofolate reductase [PF00186.22]					0
NC_055555.1_NC_055555.1_2	NC_055555.1	NC_055555.1	2	1241	1969	-1	E															0
NC_055555.1_NC_055555.1_3	NC_055555.1	NC_055555.1	3	2056	2292	1	E															0
NC_055555.1_NC_055555.1_4	NC_055555.1	NC_055555.1	4	2316	3596	-1	D										Glycosyltransferase family 29 (sialyltransferase) [PF00777.21]	GT29	GT29 sialyltransferase (EC 2.4.99.-); beta-galactoside alpha-2,6-sialyltransferase (EC 2.4.99.1); alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.3); beta-galactoside alpha-2,3-sialyltransferase (EC 2.4.99.4); N-acetyllactosaminide alpha-2,3-sialyltransferase (EC 2.4.99.6); (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase (EC 2.4.99.7); alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase (EC 2.4.99.8); lactosylceramide alpha-2,3-sialyltransferase (EC 2.4.99.9)	2.4.1.-,2.4.99.1,2.4.99.3,2.4.99.4,2.4.99.6,2.4.99.7,2.4.99.8,2.4.99.9,2.4.99.-	GT29.hmm	0
NC_055555.1_NC_055555.1_5	NC_055555.1	NC_055555.1	5	3715	4242	-1	E															0
NC_055555.1_NC_055555.1_6	NC_055555.1	NC_055555.1	6	5044	5727	1	D										RING-variant domain [PF12906.10]					0
NC_055555.1_NC_055555.1_7	NC_055555.1	NC_055555.1	7	6107	6865	-1	E															0
NC_055555.1_NC_055555.1_8	NC_055555.1	NC_055555.1	8	7244	7927	1	E															0
NC_055555.1_NC_055555.1_9	NC_055555.1	NC_055555.1	9	8109	8687	1	E															0
NC_055555.1_NC_055555.1_10	NC_055555.1	NC_055555.1	10	8867	12253	1	D										ssDNA binding protein [PF00747.20]					0
NC_055555.1_NC_055555.1_11	NC_055555.1	NC_055555.1	11	12256	14295	1	D										Herpesvirus processing and transport protein [PF01366.21]					0
NC_055555.1_NC_055555.1_12	NC_055555.1	NC_055555.1	12	14305	16734	1	C	K19255	Herpesviridae envelope glycoprotein B								Herpesvirus Glycoprotein B [PF17416.5]; Herpesvirus Glycoprotein B ectodomain [PF00606.21]; Herpesvirus Glycoprotein B PH-like domain [PF17417.5]					0
NC_055555.1_NC_055555.1_13	NC_055555.1	NC_055555.1	13	16848	19883	1	C	K18964	Herpesviridae DNA polymerase catalytic subunit [EC:2.7.7.7]								DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]					0
NC_055555.1_NC_055555.1_14	NC_055555.1	NC_055555.1	14	19965	20471	1	E															0
NC_055555.1_NC_055555.1_15	NC_055555.1	NC_055555.1	15	20471	20968	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]					0
NC_055555.1_NC_055555.1_16	NC_055555.1	NC_055555.1	16	21026	22492	-1	D			MER1327999	S21	MER1327999 - family S21 unassigned peptidases () [S21.UPW]#S21#{peptidase unit: 5-230}~source BBA90861~	False	0.537	231.0	1.859e-63	Assemblin (Peptidase family S21) [PF00716.20]					0
NC_055555.1_NC_055555.1_17	NC_055555.1	NC_055555.1	17	22539	23318	1	D										UL79 family [PF03049.17]					0
NC_055555.1_NC_055555.1_18	NC_055555.1	NC_055555.1	18	23268	24890	-1	D										Herpesvirus UL25 family [PF01499.19]					0
NC_055555.1_NC_055555.1_19	NC_055555.1	NC_055555.1	19	25448	26980	1	D										Thymidine kinase from herpesvirus [PF00693.21]; Deoxynucleoside kinase [PF01712.22]					0
NC_055555.1_NC_055555.1_20	NC_055555.1	NC_055555.1	20	26984	29179	1	D										Herpesvirus glycoprotein H main domain [PF02489.19]; Herpesvirus glycoprotein H C-terminal domain [PF17488.5]					0
NC_055555.1_NC_055555.1_21	NC_055555.1	NC_055555.1	21	29235	31370	-1	D										Herpesvirus UL87 family [PF03043.17]					0
NC_055555.1_NC_055555.1_22	NC_055555.1	NC_055555.1	22	31405	35544	1	D										Herpes virus major capsid protein [PF03122.17]					0
NC_055555.1_NC_055555.1_23	NC_055555.1	NC_055555.1	23	35599	36510	1	D										Herpesvirus VP23 like capsid protein [PF01802.20]					0
NC_055555.1_NC_055555.1_24	NC_055555.1	NC_055555.1	24	36610	36759	-1	E															0
NC_055555.1_NC_055555.1_25	NC_055555.1	NC_055555.1	25	37011	38558	1	D										GDA1/CD39 (nucleoside phosphatase) family [PF01150.20]					0
NC_055555.1_NC_055555.1_26	NC_055555.1	NC_055555.1	26	38582	39634	-1	D										Probable DNA packing protein, C-terminus [PF02499.18]					0
NC_055555.1_NC_055555.1_27	NC_055555.1	NC_055555.1	27	39870	40568	1	D										UL92 family [PF03048.17]					1
NC_055555.1_NC_055555.1_28	NC_055555.1	NC_055555.1	28	40535	41905	1	D										Herpesvirus UL17 protein [PF04559.15]					0
NC_055555.1_NC_055555.1_29	NC_055555.1	NC_055555.1	29	41898	42917	1	D										Herpesvirus UL16/UL94 family [PF03044.17]					1
NC_055555.1_NC_055555.1_30	NC_055555.1	NC_055555.1	30	42868	43830	-1	D										Probable DNA packing protein, N-terminus [PF02500.18]					0
NC_055555.1_NC_055555.1_31	NC_055555.1	NC_055555.1	31	43832	44806	1	D										UL95 family [PF03038.17]					0
